sample_uid,nomenclaura,bloco,replicata,tecnica,cultivar,condicao,classe,classe_legenda,data_coleta_iso,dia,turno_original,turno,NDVI,EVI,WBI,PRI,SIPI,REP
2017-02-24__tarde__B1_EMB48_NIRRIG_REPROD00002.asd,B1_EMB48_NIRRIG_REPROD00002.asd,B1,1,2,EMB48,NIRR,B,B (EMB48 NIRR),2017-02-24,dia3,tarde,tarde,0.823161520409693,0.8212810468304397,1.0168166718469522,0.06911910561737934,0.9840051395979715,715.983436956874
2017-02-24__tarde__B1_EMB48_NIRRIG_REPROD00003.asd,B1_EMB48_NIRRIG_REPROD00003.asd,B1,1,3,EMB48,NIRR,B,B (EMB48 NIRR),2017-02-24,dia3,tarde,tarde,0.8230289286777479,0.8210566044007281,1.0165725636536047,0.0691804576711552,0.983705914310066,715.9790050764577
2017-02-24__tarde__B1_EMB48_NIRRIG_REPROD00004.asd,B1_EMB48_NIRRIG_REPROD00004.asd,B1,1,4,EMB48,NIRR,B,B (EMB48 NIRR),2017-02-24,dia3,tarde,tarde,0.8095551370033043,0.8185542586299247,1.0154736772390658,0.061974883695268414,0.9909215955380417,715.264568160786
2017-02-24__tarde__B1_EMB48_NIRRIG_REPROD00005.asd,B1_EMB48_NIRRIG_REPROD00005.asd,B1,1,5,EMB48,NIRR,B,B (EMB48 NIRR),2017-02-24,dia3,tarde,tarde,0.809386439266672,0.8193402531196364,1.0155522498248908,0.06159440597824823,0.9906671666472724,715.2506928588537
2017-02-24__tarde__B1_EMB48_NIRRIG_REPROD00006.asd,B1_EMB48_NIRRIG_REPROD00006.asd,B1,1,6,EMB48,NIRR,B,B (EMB48 NIRR),2017-02-24,dia3,tarde,tarde,0.8093339697861796,0.817588165384872,1.0155148827990435,0.06196338282351138,0.9912148813141316,715.2405124365038
2017-02-24__tarde__B1_EMB48_NIRRIG_REPROD00007.asd,B1_EMB48_NIRRIG_REPROD00007.asd,B1,1,7,EMB48,NIRR,B,B (EMB48 NIRR),2017-02-24,dia3,tarde,tarde,0.8090940575908875,0.8179904559252794,1.0153497195135528,0.06159380992907925,0.9910680048263355,715.2330215914628
2017-02-24__tarde__B2_EMB48_NIRRIG_REPROD00000.asd,B2_EMB48_NIRRIG_REPROD00000.asd,B2,2,0,EMB48,NIRR,B,B (EMB48 NIRR),2017-02-24,dia3,tarde,tarde,0.8331690074461742,0.8107562264262334,1.0174108417252665,0.06910174467236851,0.988511332944325,716.4662260653799
2017-02-24__tarde__B2_EMB48_NIRRIG_REPROD00001.asd,B2_EMB48_NIRRIG_REPROD00001.asd,B2,2,1,EMB48,NIRR,B,B (EMB48 NIRR),2017-02-24,dia3,tarde,tarde,0.8326229647969092,0.8159479080248567,1.0176352314056727,0.06937639363705876,0.9882166346674227,716.4387393200024
2017-02-24__tarde__B2_EMB48_NIRRIG_REPROD00002.asd,B2_EMB48_NIRRIG_REPROD00002.asd,B2,2,2,EMB48,NIRR,B,B (EMB48 NIRR),2017-02-24,dia3,tarde,tarde,0.8319229472604596,0.8182810940695525,1.0176649537924825,0.06922626422084456,0.9884848911642691,716.4135649353551
2017-02-24__tarde__B2_EMB48_NIRRIG_REPROD00003.asd,B2_EMB48_NIRRIG_REPROD00003.asd,B2,2,3,EMB48,NIRR,B,B (EMB48 NIRR),2017-02-24,dia3,tarde,tarde,0.832045679232822,0.8170215943196381,1.0173997906282066,0.06922734927889125,0.9881484019676594,716.3879102604365
2017-02-24__tarde__B2_EMB48_NIRRIG_REPROD00004.asd,B2_EMB48_NIRRIG_REPROD00004.asd,B2,2,4,EMB48,NIRR,B,B (EMB48 NIRR),2017-02-24,dia3,tarde,tarde,0.846108457788911,0.7788454010885166,1.016953015326077,0.07581990943158802,0.9864157038689318,718.3080999147746
2017-02-24__tarde__B2_EMB48_NIRRIG_REPROD00005.asd,B2_EMB48_NIRRIG_REPROD00005.asd,B2,2,5,EMB48,NIRR,B,B (EMB48 NIRR),2017-02-24,dia3,tarde,tarde,0.846363352784541,0.7797740676495108,1.0169815542934957,0.07558410633135006,0.9857192414202008,718.3003416166188
2017-02-24__tarde__B2_EMB48_NIRRIG_REPROD00006.asd,B2_EMB48_NIRRIG_REPROD00006.asd,B2,2,6,EMB48,NIRR,B,B (EMB48 NIRR),2017-02-24,dia3,tarde,tarde,0.8465053765192251,0.781018553706734,1.017079293184422,0.07600975633470092,0.9860709129746129,718.2943892448427
2017-02-24__tarde__B2_EMB48_NIRRIG_REPROD00007.asd,B2_EMB48_NIRRIG_REPROD00007.asd,B2,2,7,EMB48,NIRR,B,B (EMB48 NIRR),2017-02-24,dia3,tarde,tarde,0.846667111068338,0.7820868256120443,1.0167998193960723,0.07627190960930517,0.9860792183640354,718.2903001385265
2017-02-24__tarde__B3_EMB48_NIRRIG_REPROD00000.asd,B3_EMB48_NIRRIG_REPROD00000.asd,B3,3,0,EMB48,NIRR,B,B (EMB48 NIRR),2017-02-24,dia3,tarde,tarde,0.8300663923368283,0.8005138208147136,1.0163128666960772,0.05636364105785551,0.9869214645182826,715.401940298435
2017-02-24__tarde__B3_EMB48_NIRRIG_REPROD00001.asd,B3_EMB48_NIRRIG_REPROD00001.asd,B3,3,1,EMB48,NIRR,B,B (EMB48 NIRR),2017-02-24,dia3,tarde,tarde,0.829568808811115,0.8042946625265691,1.0170903887823102,0.05755320029770643,0.9859977770487635,715.3527552624471
2017-02-24__tarde__B3_EMB48_NIRRIG_REPROD00002.asd,B3_EMB48_NIRRIG_REPROD00002.asd,B3,3,2,EMB48,NIRR,B,B (EMB48 NIRR),2017-02-24,dia3,tarde,tarde,0.8295751058462391,0.8063391137565662,1.0173207628859633,0.05820461145790672,0.985745423003676,715.3244689100933
2017-02-24__tarde__B3_EMB48_NIRRIG_REPROD00003.asd,B3_EMB48_NIRRIG_REPROD00003.asd,B3,3,3,EMB48,NIRR,B,B (EMB48 NIRR),2017-02-24,dia3,tarde,tarde,0.8288962710317928,0.8060695311877129,1.0175222133128625,0.058376684044830096,0.9858068139298083,715.3170028902705
2017-02-24__tarde__B3_EMB48_NIRRIG_REPROD00004.asd,B3_EMB48_NIRRIG_REPROD00004.asd,B3,3,4,EMB48,NIRR,B,B (EMB48 NIRR),2017-02-24,dia3,tarde,tarde,0.8013756503599925,0.8101220966291742,1.0151884022913216,0.040390864513630824,0.9950896454150279,712.3225873920711
2017-02-24__tarde__B3_EMB48_NIRRIG_REPROD00005.asd,B3_EMB48_NIRRIG_REPROD00005.asd,B3,3,5,EMB48,NIRR,B,B (EMB48 NIRR),2017-02-24,dia3,tarde,tarde,0.8010839291796928,0.8098406680231285,1.0150869773839326,0.04066521653104684,0.9952138028924221,712.3039564436697
2017-02-24__tarde__B3_EMB48_NIRRIG_REPROD00006.asd,B3_EMB48_NIRRIG_REPROD00006.asd,B3,3,6,EMB48,NIRR,B,B (EMB48 NIRR),2017-02-24,dia3,tarde,tarde,0.8008678613711716,0.8077287529356297,1.0149646701736976,0.040573302623724244,0.9954399852031673,712.2947256193113
2017-02-24__tarde__B3_EMB48_NIRRIG_REPROD00007.asd,B3_EMB48_NIRRIG_REPROD00007.asd,B3,3,7,EMB48,NIRR,B,B (EMB48 NIRR),2017-02-24,dia3,tarde,tarde,0.8009128785630174,0.798584618759543,1.0142687439164262,0.03963222977947667,0.9959663456771867,712.2961144323738
2017-02-24__tarde__B4_EMB48_NIRRIG_REPROD00000.asd,B4_EMB48_NIRRIG_REPROD00000.asd,B4,4,0,EMB48,NIRR,B,B (EMB48 NIRR),2017-02-24,dia3,tarde,tarde,0.8337560460387329,0.7834535096031524,1.0140534401124077,0.07861366427413374,0.9881017770543408,716.3754842553157
2017-02-24__tarde__B4_EMB48_NIRRIG_REPROD00001.asd,B4_EMB48_NIRRIG_REPROD00001.asd,B4,4,1,EMB48,NIRR,B,B (EMB48 NIRR),2017-02-24,dia3,tarde,tarde,0.8334701161322327,0.7868423400321285,1.0140923391309755,0.07857803480340961,0.9878784321108183,716.3532399007178
2017-02-24__tarde__B4_EMB48_NIRRIG_REPROD00002.asd,B4_EMB48_NIRRIG_REPROD00002.asd,B4,4,2,EMB48,NIRR,B,B (EMB48 NIRR),2017-02-24,dia3,tarde,tarde,0.8335398931691507,0.785035932854504,1.013971626939074,0.07826376103881605,0.9881256874344235,716.3415690621492
2017-02-24__tarde__B4_EMB48_NIRRIG_REPROD00003.asd,B4_EMB48_NIRRIG_REPROD00003.asd,B4,4,3,EMB48,NIRR,B,B (EMB48 NIRR),2017-02-24,dia3,tarde,tarde,0.8339388312317811,0.7850444974197635,1.013664576425675,0.07816050625817468,0.987860443573906,716.3289406912946
2017-02-24__tarde__B4_EMB48_NIRRIG_REPROD00004.asd,B4_EMB48_NIRRIG_REPROD00004.asd,B4,4,4,EMB48,NIRR,B,B (EMB48 NIRR),2017-02-24,dia3,tarde,tarde,0.8018169305662908,0.8073619822155712,1.0162683348991128,0.06474924886184044,0.9854864840506271,714.0700307977548
2017-02-24__tarde__B4_EMB48_NIRRIG_REPROD00005.asd,B4_EMB48_NIRRIG_REPROD00005.asd,B4,4,5,EMB48,NIRR,B,B (EMB48 NIRR),2017-02-24,dia3,tarde,tarde,0.8018891246833563,0.8054588997319516,1.0160836804926574,0.06457388861497675,0.9855128616158916,714.0596154604104
2017-02-24__tarde__B4_EMB48_NIRRIG_REPROD00006.asd,B4_EMB48_NIRRIG_REPROD00006.asd,B4,4,6,EMB48,NIRR,B,B (EMB48 NIRR),2017-02-24,dia3,tarde,tarde,0.8022623467829213,0.8049652557755078,1.0159750156208052,0.06418027696155522,0.985613090248137,714.0447584395544
2017-02-24__tarde__B4_EMB48_NIRRIG_REPROD00007.asd,B4_EMB48_NIRRIG_REPROD00007.asd,B4,4,7,EMB48,NIRR,B,B (EMB48 NIRR),2017-02-24,dia3,tarde,tarde,0.8020784360736892,0.8069440621275557,1.0161807569604833,0.0646434998448706,0.9856751020813495,714.0189719211083
2017-02-25__manha__B1_BR16_IRRIG_REPROD00000.asd,B1_BR16_IRRIG_REPROD00000.asd,B1,1,0,BR16,IRR,C,C (BR16 IRR),2017-02-25,dia4,manha,unico,0.7528031225241061,0.8389111959615548,1.017350305561174,0.06434032704601414,0.9501626191541019,719.3212700022754
2017-02-25__manha__B1_BR16_IRRIG_REPROD00001.asd,B1_BR16_IRRIG_REPROD00001.asd,B1,1,1,BR16,IRR,C,C (BR16 IRR),2017-02-25,dia4,manha,unico,0.7535173990574822,0.8347978164706684,1.0170995499691202,0.06482632296092362,0.9500074815441574,719.3016180117247
2017-02-25__manha__B1_BR16_IRRIG_REPROD00002.asd,B1_BR16_IRRIG_REPROD00002.asd,B1,1,2,BR16,IRR,C,C (BR16 IRR),2017-02-25,dia4,manha,unico,0.7520108291250003,0.8374837717563656,1.0169967438421146,0.06449725363143945,0.9492135243573993,719.2855669428876
2017-02-25__manha__B1_BR16_IRRIG_REPROD00003.asd,B1_BR16_IRRIG_REPROD00003.asd,B1,1,3,BR16,IRR,C,C (BR16 IRR),2017-02-25,dia4,manha,unico,0.7507123359653416,0.8396176005121662,1.0168142300734135,0.06462936260646726,0.9486760613313272,719.2705934227134
2017-02-25__manha__B1_BR16_IRRIG_REPROD00004.asd,B1_BR16_IRRIG_REPROD00004.asd,B1,1,4,BR16,IRR,C,C (BR16 IRR),2017-02-25,dia4,manha,unico,0.7406144216089438,0.8436854166586386,1.0176095458138792,0.05922599588776789,0.9484345528136721,718.5825024055194
2017-02-25__manha__B1_BR16_IRRIG_REPROD00005.asd,B1_BR16_IRRIG_REPROD00005.asd,B1,1,5,BR16,IRR,C,C (BR16 IRR),2017-02-25,dia4,manha,unico,0.7412673179455831,0.8424835470836799,1.0174960953182783,0.05909495443928194,0.9492378113413539,718.5623306918627
2017-02-25__manha__B1_BR16_IRRIG_REPROD00006.asd,B1_BR16_IRRIG_REPROD00006.asd,B1,1,6,BR16,IRR,C,C (BR16 IRR),2017-02-25,dia4,manha,unico,0.7418065977503367,0.8397722454367776,1.0175369314040243,0.05906976358342306,0.9497900901497903,718.5453416731358
2017-02-25__manha__B1_BR16_IRRIG_REPROD00007.asd,B1_BR16_IRRIG_REPROD00007.asd,B1,1,7,BR16,IRR,C,C (BR16 IRR),2017-02-25,dia4,manha,unico,0.7415339187344755,0.8389646850962983,1.017565331210953,0.05871392801754368,0.9508759781304582,718.5259299149219
2017-02-25__manha__B2_BR16_IRRIG_REPROD00000.asd,B2_BR16_IRRIG_REPROD00000.asd,B2,2,0,BR16,IRR,C,C (BR16 IRR),2017-02-25,dia4,manha,unico,0.8542954542888171,0.8249846637203324,1.0181923707875888,0.07805090876154297,0.9839542729577849,718.6613817938994
2017-02-25__manha__B2_BR16_IRRIG_REPROD00001.asd,B2_BR16_IRRIG_REPROD00001.asd,B2,2,1,BR16,IRR,C,C (BR16 IRR),2017-02-25,dia4,manha,unico,0.8534826395337588,0.827645088023555,1.0183033364729444,0.07816790571856469,0.9830500259371979,718.6585483013902
2017-02-25__manha__B2_BR16_IRRIG_REPROD00002.asd,B2_BR16_IRRIG_REPROD00002.asd,B2,2,2,BR16,IRR,C,C (BR16 IRR),2017-02-25,dia4,manha,unico,0.8533167578681603,0.8275854827707322,1.0182574733245155,0.07822992334644104,0.9832697684791618,718.6619260405686
2017-02-25__manha__B2_BR16_IRRIG_REPROD00003.asd,B2_BR16_IRRIG_REPROD00003.asd,B2,2,3,BR16,IRR,C,C (BR16 IRR),2017-02-25,dia4,manha,unico,0.8538171086582191,0.8262251541400456,1.0182295230718414,0.07834793136430752,0.9834582535887714,718.6662822411107
2017-02-25__manha__B2_BR16_IRRIG_REPROD00004.asd,B2_BR16_IRRIG_REPROD00004.asd,B2,2,4,BR16,IRR,C,C (BR16 IRR),2017-02-25,dia4,manha,unico,0.7589126464849816,0.7827036356031438,1.0171392764439304,0.0688629068559469,0.9467037571005983,718.6939814324841
2017-02-25__manha__B2_BR16_IRRIG_REPROD00005.asd,B2_BR16_IRRIG_REPROD00005.asd,B2,2,5,BR16,IRR,C,C (BR16 IRR),2017-02-25,dia4,manha,unico,0.7549369194660108,0.7807847660506454,1.017133618442178,0.06847133396362584,0.9467310637452157,718.6637227282066
2017-02-25__manha__B2_BR16_IRRIG_REPROD00006.asd,B2_BR16_IRRIG_REPROD00006.asd,B2,2,6,BR16,IRR,C,C (BR16 IRR),2017-02-25,dia4,manha,unico,0.7513321346342392,0.7799386358927887,1.0169035205578716,0.06824781332753913,0.9455537233926767,718.6380521358922
2017-02-25__manha__B2_BR16_IRRIG_REPROD00007.asd,B2_BR16_IRRIG_REPROD00007.asd,B2,2,7,BR16,IRR,C,C (BR16 IRR),2017-02-25,dia4,manha,unico,0.7483027241947173,0.778540082154374,1.017038054675694,0.06788420974906495,0.9449398287444527,718.6215228143401
2017-02-25__manha__B3_BR16_IRRIG_REPROD00000.asd,B3_BR16_IRRIG_REPROD00000.asd,B3,3,0,BR16,IRR,C,C (BR16 IRR),2017-02-25,dia4,manha,unico,0.8515527439491286,0.8455360809443552,1.0194632138168551,0.08145127490644902,0.9856988192138411,718.8116494346035
2017-02-25__manha__B3_BR16_IRRIG_REPROD00001.asd,B3_BR16_IRRIG_REPROD00001.asd,B3,3,1,BR16,IRR,C,C (BR16 IRR),2017-02-25,dia4,manha,unico,0.8514902791977706,0.8448679227743677,1.0197321441775629,0.08149806207938326,0.9862118277721091,718.7970757940712
2017-02-25__manha__B3_BR16_IRRIG_REPROD00002.asd,B3_BR16_IRRIG_REPROD00002.asd,B3,3,2,BR16,IRR,C,C (BR16 IRR),2017-02-25,dia4,manha,unico,0.8513195925309166,0.8440527363406573,1.0196880809889788,0.08124914857334278,0.9860008689893247,718.7914773873233
2017-02-25__manha__B3_BR16_IRRIG_REPROD00003.asd,B3_BR16_IRRIG_REPROD00003.asd,B3,3,3,BR16,IRR,C,C (BR16 IRR),2017-02-25,dia4,manha,unico,0.851157845534504,0.8466401313834129,1.0197989990066496,0.0821030301509495,0.9860913608660645,718.7745407960258
2017-02-25__manha__B3_BR16_IRRIG_REPROD00004.asd,B3_BR16_IRRIG_REPROD00004.asd,B3,3,4,BR16,IRR,C,C (BR16 IRR),2017-02-25,dia4,manha,unico,0.776647198105311,0.8173481782386313,1.0183555071824186,0.06346901709020435,0.9591655023477638,719.2745815590632
2017-02-25__manha__B3_BR16_IRRIG_REPROD00005.asd,B3_BR16_IRRIG_REPROD00005.asd,B3,3,5,BR16,IRR,C,C (BR16 IRR),2017-02-25,dia4,manha,unico,0.766495834161099,0.8294651181751099,1.0181940321589529,0.06159389798375617,0.9558127553423269,719.2822042412606
2017-02-25__manha__B3_BR16_IRRIG_REPROD00006.asd,B3_BR16_IRRIG_REPROD00006.asd,B3,3,6,BR16,IRR,C,C (BR16 IRR),2017-02-25,dia4,manha,unico,0.7647062921101895,0.8271759982290245,1.0188304805167967,0.06061725258269429,0.9535933655691702,719.3177859313234
2017-02-25__manha__B3_BR16_IRRIG_REPROD00007.asd,B3_BR16_IRRIG_REPROD00007.asd,B3,3,7,BR16,IRR,C,C (BR16 IRR),2017-02-25,dia4,manha,unico,0.7615816471246764,0.8248661230304474,1.0190407982258585,0.059905521170468254,0.9511122539247423,719.3068312810767
2017-02-25__manha__B4_BR16_IRRIG_REPROD00000.asd,B4_BR16_IRRIG_REPROD00000.asd,B4,4,0,BR16,IRR,C,C (BR16 IRR),2017-02-25,dia4,manha,unico,0.7341546042767919,0.8069478298050615,1.0182875999363317,0.061844299277363915,0.9496574355732292,718.3403957436877
2017-02-25__manha__B4_BR16_IRRIG_REPROD00001.asd,B4_BR16_IRRIG_REPROD00001.asd,B4,4,1,BR16,IRR,C,C (BR16 IRR),2017-02-25,dia4,manha,unico,0.7233591248915343,0.8077958139677581,1.0189282976782175,0.060361101202172196,0.9465250687365291,718.32958252207
2017-02-25__manha__B4_BR16_IRRIG_REPROD00002.asd,B4_BR16_IRRIG_REPROD00002.asd,B4,4,2,BR16,IRR,C,C (BR16 IRR),2017-02-25,dia4,manha,unico,0.7121590784097748,0.809507249512204,1.0190142165598024,0.05881750385593327,0.9427299907495401,718.3264532703785
2017-02-25__manha__B4_BR16_IRRIG_REPROD00003.asd,B4_BR16_IRRIG_REPROD00003.asd,B4,4,3,BR16,IRR,C,C (BR16 IRR),2017-02-25,dia4,manha,unico,0.7016929752384727,0.8109404506947373,1.0194375411878243,0.05667956814936264,0.9396430766263288,718.3187613515896
2017-02-25__manha__B4_BR16_IRRIG_REPROD00004.asd,B4_BR16_IRRIG_REPROD00004.asd,B4,4,4,BR16,IRR,C,C (BR16 IRR),2017-02-25,dia4,manha,unico,0.752508135889166,0.8380617308723868,1.0196806111353724,0.05964253650124395,0.9541729567639214,718.870686178679
2017-02-25__manha__B4_BR16_IRRIG_REPROD00005.asd,B4_BR16_IRRIG_REPROD00005.asd,B4,4,5,BR16,IRR,C,C (BR16 IRR),2017-02-25,dia4,manha,unico,0.7458051279728577,0.8401734770346274,1.0196411524191786,0.059348047465297184,0.9516087240279532,718.8424980295689
2017-02-25__manha__B4_BR16_IRRIG_REPROD00006.asd,B4_BR16_IRRIG_REPROD00006.asd,B4,4,6,BR16,IRR,C,C (BR16 IRR),2017-02-25,dia4,manha,unico,0.7380275888453758,0.8400286192904698,1.019708451926229,0.05838278357838362,0.9491473528850604,718.8193288141225
2017-02-25__manha__B4_BR16_IRRIG_REPROD00007.asd,B4_BR16_IRRIG_REPROD00007.asd,B4,4,7,BR16,IRR,C,C (BR16 IRR),2017-02-25,dia4,manha,unico,0.7298144257232895,0.8405843241994554,1.0196135992230215,0.05765199999124992,0.9466042081589803,718.8049484186988
2017-02-25__manha__B1_BR16_NIRRIG_REPROD00000.asd,B1_BR16_NIRRIG_REPROD00000.asd,B1,1,0,BR16,NIRR,D,D (BR16 NIRR),2017-02-25,dia4,manha,unico,0.8444921063766295,0.8837578748911122,1.021653836025373,0.07929759260992875,0.9799487874539023,719.0147547866469
2017-02-25__manha__B1_BR16_NIRRIG_REPROD00001.asd,B1_BR16_NIRRIG_REPROD00001.asd,B1,1,1,BR16,NIRR,D,D (BR16 NIRR),2017-02-25,dia4,manha,unico,0.8444437762497903,0.8849954034162322,1.021800964280718,0.07938314438365053,0.9796317660282409,719.0104837532144
2017-02-25__manha__B1_BR16_NIRRIG_REPROD00002.asd,B1_BR16_NIRRIG_REPROD00002.asd,B1,1,2,BR16,NIRR,D,D (BR16 NIRR),2017-02-25,dia4,manha,unico,0.8445440715630457,0.8837853378170145,1.0219544086390546,0.07985139912243275,0.9797508462322558,719.0113742533287
2017-02-25__manha__B1_BR16_NIRRIG_REPROD00003.asd,B1_BR16_NIRRIG_REPROD00003.asd,B1,1,3,BR16,NIRR,D,D (BR16 NIRR),2017-02-25,dia4,manha,unico,0.8445272385998127,0.8845547718136022,1.0219668310868615,0.07963544751536811,0.979689803581441,719.0066756300472
2017-02-25__manha__B1_BR16_NIRRIG_REPROD00004.asd,B1_BR16_NIRRIG_REPROD00004.asd,B1,1,4,BR16,NIRR,D,D (BR16 NIRR),2017-02-25,dia4,manha,unico,0.8385170065365587,0.8670705611440209,1.0217126150473166,0.07603377282156122,0.9831495712355198,718.9539696678753
2017-02-25__manha__B1_BR16_NIRRIG_REPROD00005.asd,B1_BR16_NIRRIG_REPROD00005.asd,B1,1,5,BR16,NIRR,D,D (BR16 NIRR),2017-02-25,dia4,manha,unico,0.8385021810108207,0.8676846852353425,1.0218017847156171,0.07642705003592792,0.9833435375417251,718.9487403758403
2017-02-25__manha__B1_BR16_NIRRIG_REPROD00006.asd,B1_BR16_NIRRIG_REPROD00006.asd,B1,1,6,BR16,NIRR,D,D (BR16 NIRR),2017-02-25,dia4,manha,unico,0.8385650635482915,0.8672257886649448,1.0216960119044982,0.07634059762225365,0.983377305446912,718.9453530348142
2017-02-25__manha__B1_BR16_NIRRIG_REPROD00007.asd,B1_BR16_NIRRIG_REPROD00007.asd,B1,1,7,BR16,NIRR,D,D (BR16 NIRR),2017-02-25,dia4,manha,unico,0.8383568183684086,0.8681227248655181,1.0215799263849334,0.07648262458712142,0.982407719950218,718.9418744773411
2017-02-25__manha__B2_BR16_NIRRIG_REPROD00000.asd,B2_BR16_NIRRIG_REPROD00000.asd,B2,2,0,BR16,NIRR,D,D (BR16 NIRR),2017-02-25,dia4,manha,unico,0.8340931087281555,0.8166152530444006,1.0175058437985116,0.08247915599631232,0.9875433537715491,718.3402859390794
2017-02-25__manha__B2_BR16_NIRRIG_REPROD00001.asd,B2_BR16_NIRRIG_REPROD00001.asd,B2,2,1,BR16,NIRR,D,D (BR16 NIRR),2017-02-25,dia4,manha,unico,0.8340743291497011,0.8164857190501343,1.017599580182683,0.08289308491155785,0.9878365656054711,718.3370569573913
2017-02-25__manha__B2_BR16_NIRRIG_REPROD00002.asd,B2_BR16_NIRRIG_REPROD00002.asd,B2,2,2,BR16,NIRR,D,D (BR16 NIRR),2017-02-25,dia4,manha,unico,0.83416970795944,0.8172720855630478,1.0174943604738638,0.08280022056346248,0.9867782109928006,718.3351149854553
2017-02-25__manha__B2_BR16_NIRRIG_REPROD00003.asd,B2_BR16_NIRRIG_REPROD00003.asd,B2,2,3,BR16,NIRR,D,D (BR16 NIRR),2017-02-25,dia4,manha,unico,0.8343683146884429,0.8163411457432638,1.0175026631156043,0.08258421708998079,0.9869543185382846,718.3358028932045
2017-02-25__manha__B2_BR16_NIRRIG_REPROD00004.asd,B2_BR16_NIRRIG_REPROD00004.asd,B2,2,4,BR16,NIRR,D,D (BR16 NIRR),2017-02-25,dia4,manha,unico,0.8353691453688362,0.813042888210862,1.0193265193556524,0.0739093316833677,0.9869670298722463,718.8265851706342
2017-02-25__manha__B2_BR16_NIRRIG_REPROD00005.asd,B2_BR16_NIRRIG_REPROD00005.asd,B2,2,5,BR16,NIRR,D,D (BR16 NIRR),2017-02-25,dia4,manha,unico,0.8358446926025719,0.8115474528681227,1.0192144996268282,0.07420625797963433,0.9874324896455723,718.8302800412621
2017-02-25__manha__B2_BR16_NIRRIG_REPROD00006.asd,B2_BR16_NIRRIG_REPROD00006.asd,B2,2,6,BR16,NIRR,D,D (BR16 NIRR),2017-02-25,dia4,manha,unico,0.8364050573738532,0.8109218827801661,1.0191659616445996,0.07408742478240239,0.9876199218083123,718.8319326233936
2017-02-25__manha__B2_BR16_NIRRIG_REPROD00007.asd,B2_BR16_NIRRIG_REPROD00007.asd,B2,2,7,BR16,NIRR,D,D (BR16 NIRR),2017-02-25,dia4,manha,unico,0.8367547983018208,0.8106541694119659,1.0190495196842344,0.07483764149330857,0.9873329220461076,718.8310654364832
2017-02-25__manha__B3_BR16_NIRRIG_REPROD00000.asd,B3_BR16_NIRRIG_REPROD00000.asd,B3,3,0,BR16,NIRR,D,D (BR16 NIRR),2017-02-25,dia4,manha,unico,0.8328977673301331,0.8005216610800474,1.019199942939562,0.07603670090511323,0.9917648934719304,717.8866026055397
2017-02-25__manha__B3_BR16_NIRRIG_REPROD00001.asd,B3_BR16_NIRRIG_REPROD00001.asd,B3,3,1,BR16,NIRR,D,D (BR16 NIRR),2017-02-25,dia4,manha,unico,0.8328699379301994,0.8028588076133186,1.019349313135727,0.07644780469462487,0.9912095414553862,717.8802777599234
2017-02-25__manha__B3_BR16_NIRRIG_REPROD00002.asd,B3_BR16_NIRRIG_REPROD00002.asd,B3,3,2,BR16,NIRR,D,D (BR16 NIRR),2017-02-25,dia4,manha,unico,0.8331144763124885,0.801922194118251,1.01939863480031,0.07595308805925625,0.9915701443978211,717.8783241222574
2017-02-25__manha__B3_BR16_NIRRIG_REPROD00003.asd,B3_BR16_NIRRIG_REPROD00003.asd,B3,3,3,BR16,NIRR,D,D (BR16 NIRR),2017-02-25,dia4,manha,unico,0.8331956458744452,0.8023466403828746,1.0192610115035419,0.07582347227891781,0.9914605900112631,717.8763458327447
2017-02-25__manha__B3_BR16_NIRRIG_REPROD00004.asd,B3_BR16_NIRRIG_REPROD00004.asd,B3,3,4,BR16,NIRR,D,D (BR16 NIRR),2017-02-25,dia4,manha,unico,0.8258666367862812,0.7957786494846854,1.0177745622254801,0.07851765337550565,0.9855141781733221,717.5133307763756
2017-02-25__manha__B3_BR16_NIRRIG_REPROD00005.asd,B3_BR16_NIRRIG_REPROD00005.asd,B3,3,5,BR16,NIRR,D,D (BR16 NIRR),2017-02-25,dia4,manha,unico,0.8264609866949174,0.7938772485417395,1.017526240483625,0.07870856743600271,0.9859048780332516,717.4837975417125
2017-02-25__manha__B3_BR16_NIRRIG_REPROD00006.asd,B3_BR16_NIRRIG_REPROD00006.asd,B3,3,6,BR16,NIRR,D,D (BR16 NIRR),2017-02-25,dia4,manha,unico,0.8264296626564458,0.7954288305128799,1.0176454323673902,0.07877681159171608,0.9855345254053106,717.4732819728333
2017-02-25__manha__B3_BR16_NIRRIG_REPROD00007.asd,B3_BR16_NIRRIG_REPROD00007.asd,B3,3,7,BR16,NIRR,D,D (BR16 NIRR),2017-02-25,dia4,manha,unico,0.8262162651214691,0.7979534197122807,1.0177800036535287,0.07872417128344755,0.9859962661141879,717.4754997539425
2017-02-25__manha__B4_BR16_NIRRIG_REPROD00000.asd,B4_BR16_NIRRIG_REPROD00000.asd,B4,4,0,BR16,NIRR,D,D (BR16 NIRR),2017-02-25,dia4,manha,unico,0.8064644944372568,0.843434543353528,1.017452687434336,0.06682170562595013,0.9785090300053055,718.1737140631898
2017-02-25__manha__B4_BR16_NIRRIG_REPROD00001.asd,B4_BR16_NIRRIG_REPROD00001.asd,B4,4,1,BR16,NIRR,D,D (BR16 NIRR),2017-02-25,dia4,manha,unico,0.8037882988486611,0.8426520502143912,1.0178510059046926,0.0667925408619654,0.9782825753558086,718.169315658572
