number,objective,datetime_start,datetime_complete,duration,params_lda_shrinkage,params_lda_shrinkage_mode,params_lda_solver,user_attrs_accuracy,user_attrs_f1_macro,user_attrs_kappa,state,accuracy,f1_macro,kappa
194,0.6062734576534576,2026-05-19 10:51:54.517216,2026-05-19 10:51:54.568282,0 days 00:00:00.051066,3.9449792922670165e-05,float,eigen,0.6458333333333333,0.6055701243201242,0.575,COMPLETE,0.6458333333333333,0.6055701243201242,0.575
213,0.6062734576534576,2026-05-19 10:51:55.466527,2026-05-19 10:51:55.517131,0 days 00:00:00.050604,4.721926910692403e-05,float,eigen,0.6458333333333333,0.6055701243201242,0.575,COMPLETE,0.6458333333333333,0.6055701243201242,0.575
241,0.6062734576534576,2026-05-19 10:51:56.909418,2026-05-19 10:51:56.960602,0 days 00:00:00.051184,4.33587536857727e-05,float,eigen,0.6458333333333333,0.6055701243201242,0.575,COMPLETE,0.6458333333333333,0.6055701243201242,0.575
220,0.6062734576534576,2026-05-19 10:51:55.809874,2026-05-19 10:51:55.860073,0 days 00:00:00.050199,3.875101873856343e-05,float,eigen,0.6458333333333333,0.6055701243201242,0.575,COMPLETE,0.6458333333333333,0.6055701243201242,0.575
243,0.6062734576534576,2026-05-19 10:51:57.008863,2026-05-19 10:51:57.061060,0 days 00:00:00.052197,3.4269657708569316e-05,float,eigen,0.6458333333333333,0.6055701243201242,0.575,COMPLETE,0.6458333333333333,0.6055701243201242,0.575
234,0.6062734576534576,2026-05-19 10:51:56.557498,2026-05-19 10:51:56.612504,0 days 00:00:00.055006,3.634493543331138e-05,float,eigen,0.6458333333333333,0.6055701243201242,0.575,COMPLETE,0.6458333333333333,0.6055701243201242,0.575
221,0.6062734576534576,2026-05-19 10:51:55.860073,2026-05-19 10:51:55.911667,0 days 00:00:00.051594,3.888694169163915e-05,float,eigen,0.6458333333333333,0.6055701243201242,0.575,COMPLETE,0.6458333333333333,0.6055701243201242,0.575
203,0.6062734576534576,2026-05-19 10:51:54.965155,2026-05-19 10:51:55.014099,0 days 00:00:00.048944,3.669229764476111e-05,float,eigen,0.6458333333333333,0.6055701243201242,0.575,COMPLETE,0.6458333333333333,0.6055701243201242,0.575
202,0.6062734576534576,2026-05-19 10:51:54.915446,2026-05-19 10:51:54.965155,0 days 00:00:00.049709,3.85227930164003e-05,float,eigen,0.6458333333333333,0.6055701243201242,0.575,COMPLETE,0.6458333333333333,0.6055701243201242,0.575
141,0.6062734576534576,2026-05-19 10:51:51.525229,2026-05-19 10:51:51.596055,0 days 00:00:00.070826,4.051310517868856e-05,float,eigen,0.6458333333333333,0.6055701243201242,0.575,COMPLETE,0.6458333333333333,0.6055701243201242,0.575
145,0.6062734576534576,2026-05-19 10:51:51.795336,2026-05-19 10:51:51.863088,0 days 00:00:00.067752,3.577346776269934e-05,float,eigen,0.6458333333333333,0.6055701243201242,0.575,COMPLETE,0.6458333333333333,0.6055701243201242,0.575
153,0.6062734576534576,2026-05-19 10:51:52.272574,2026-05-19 10:51:52.325892,0 days 00:00:00.053318,4.81922379347553e-05,float,eigen,0.6458333333333333,0.6055701243201242,0.575,COMPLETE,0.6458333333333333,0.6055701243201242,0.575
157,0.6062734576534576,2026-05-19 10:51:52.508966,2026-05-19 10:51:52.567634,0 days 00:00:00.058668,3.8489572420229486e-05,float,eigen,0.6458333333333333,0.6055701243201242,0.575,COMPLETE,0.6458333333333333,0.6055701243201242,0.575
169,0.6062734576534576,2026-05-19 10:51:53.204028,2026-05-19 10:51:53.260057,0 days 00:00:00.056029,4.915736074336867e-05,float,eigen,0.6458333333333333,0.6055701243201242,0.575,COMPLETE,0.6458333333333333,0.6055701243201242,0.575
