wavelength,direction_label,vip,coefficient,abs_coefficient,optimal_score
2139,nao_irrigado,0.9292874434,-0.0087893480,0.0087893480,1.5474942917
867,irrigado,1.0372667515,0.0067570415,0.0067570415,1.5376309538
1812,irrigado,1.0459648509,0.0065889625,0.0065889625,1.5353208173
2110,irrigado,1.0662115493,0.0061824771,0.0061824771,1.5246557338
2136,nao_irrigado,0.9338066653,-0.0086023788,0.0086023788,1.5117344580
2204,irrigado,1.1031804900,0.0054545592,0.0054545592,1.5101397898
2449,nao_irrigado,1.0518252271,-0.0063805876,0.0063805876,1.5007691353
1580,irrigado,1.0424211297,0.0065307740,0.0065307740,1.4923291795
976,irrigado,1.1464688373,0.0045823883,0.0045823883,1.4862667203
2113,irrigado,1.1126035342,0.0051997052,0.0051997052,1.4823988263
1927,nao_irrigado,1.1183290583,-0.0050575370,0.0050575370,1.4699422461
354,irrigado,1.0025212381,0.0071982466,0.0071982466,1.4670149499
655,nao_irrigado,1.3528900054,-0.0006879264,0.0006879264,1.4641663717
630,nao_irrigado,1.3416725252,-0.0008883647,0.0008883647,1.4614837425
1804,irrigado,1.2190572104,0.0031611962,0.0031611962,1.4605643423
1908,nao_irrigado,1.2334635411,-0.0028367855,0.0028367855,1.4407738471
1817,irrigado,0.9962542532,0.0072293765,0.0072293765,1.4374739104
2138,nao_irrigado,0.9242684529,-0.0085447234,0.0085447234,1.4303435508
1791,irrigado,1.0777010955,0.0056925752,0.0056925752,1.4286921733
831,nao_irrigado,1.0307414352,-0.0065613121,0.0065613121,1.4277433829
1037,irrigado,0.9982848180,0.0071142886,0.0071142886,1.4106268327
1643,irrigado,1.0647593553,0.0058458391,0.0058458391,1.3985492258
677,nao_irrigado,0.9400767060,-0.0081518960,0.0081518960,1.3958470877
2213,irrigado,1.0848226313,0.0054642431,0.0054642431,1.3953361691
440,irrigado,1.1377641678,0.0044597776,0.0044597776,1.3877119400
458,irrigado,1.2579998545,0.0021925038,0.0021925038,1.3752422212
493,nao_irrigado,1.1277489632,-0.0046083664,0.0046083664,1.3747844313
492,nao_irrigado,1.1372284293,-0.0044297292,0.0044297292,1.3738416404
2322,nao_irrigado,0.8831989218,-0.0091390806,0.0091390806,1.3721415144
2153,nao_irrigado,0.9277015519,-0.0083106126,0.0083106126,1.3712422189
2364,nao_irrigado,0.8904603308,-0.0089951645,0.0089951645,1.3689645920
