cultivar,condicao,data_coleta_iso,dia,replicata,bloco,turnos_disponiveis,turno_label,target,model,y_true,y_pred,label_true,label_pred,acertou,prob_NIRR,prob_IRR
CD202,IRR,2017-03-02,dia9,1,B1,manha + tarde,manha + tarde,condicao,LDA,1,1,IRR,IRR,True,0.0005200677423398137,0.9994799322576602
CD202,IRR,2017-03-02,dia9,2,B2,manha + tarde,manha + tarde,condicao,LDA,1,1,IRR,IRR,True,0.26109938771616337,0.7389006122838366
CD202,IRR,2017-03-02,dia9,3,B3,manha + tarde,manha + tarde,condicao,LDA,1,1,IRR,IRR,True,0.06166383005745302,0.938336169942547
CD202,IRR,2017-03-02,dia9,4,B4,manha + tarde,manha + tarde,condicao,LDA,1,0,IRR,NIRR,False,0.7088874530416119,0.29111254695838806
CD202,NIRR,2017-03-02,dia9,1,B1,manha + tarde,manha + tarde,condicao,LDA,0,0,NIRR,NIRR,True,0.9894352861139788,0.010564713886021258
CD202,NIRR,2017-03-02,dia9,2,B2,manha + tarde,manha + tarde,condicao,LDA,0,0,NIRR,NIRR,True,0.986790882680767,0.013209117319233056
CD202,NIRR,2017-03-02,dia9,3,B3,manha + tarde,manha + tarde,condicao,LDA,0,0,NIRR,NIRR,True,0.931902978092454,0.06809702190754596
CD202,NIRR,2017-03-02,dia9,4,B4,manha + tarde,manha + tarde,condicao,LDA,0,0,NIRR,NIRR,True,0.9861248244883449,0.01387517551165504
EMB48,IRR,2017-03-02,dia9,1,B1,manha + tarde,manha + tarde,condicao,LDA,1,1,IRR,IRR,True,0.039186130920261686,0.9608138690797383
EMB48,IRR,2017-03-02,dia9,2,B2,manha + tarde,manha + tarde,condicao,LDA,1,1,IRR,IRR,True,0.3586451370071808,0.6413548629928192
EMB48,IRR,2017-03-02,dia9,3,B3,manha + tarde,manha + tarde,condicao,LDA,1,1,IRR,IRR,True,0.0034122001362434373,0.9965877998637566
EMB48,IRR,2017-03-02,dia9,4,B4,manha + tarde,manha + tarde,condicao,LDA,1,1,IRR,IRR,True,0.1317413526085064,0.8682586473914936
EMB48,NIRR,2017-03-02,dia9,1,B1,manha + tarde,manha + tarde,condicao,LDA,0,0,NIRR,NIRR,True,0.950804676252357,0.04919532374764301
EMB48,NIRR,2017-03-02,dia9,2,B2,manha + tarde,manha + tarde,condicao,LDA,0,0,NIRR,NIRR,True,0.9430344869100755,0.056965513089924515
EMB48,NIRR,2017-03-02,dia9,3,B3,manha + tarde,manha + tarde,condicao,LDA,0,0,NIRR,NIRR,True,0.9930828869682209,0.006917113031779099
EMB48,NIRR,2017-03-02,dia9,4,B4,manha + tarde,manha + tarde,condicao,LDA,0,0,NIRR,NIRR,True,0.9855491871036001,0.014450812896399885
