wavelength,direction_label,vip,coefficient,abs_coefficient,optimal_score
1943,nao_irrigado,0.9006984941,-0.0012729578,0.0012729578,-1.1234123201
567,nao_irrigado,0.9652566941,-0.0002966596,0.0002966596,-1.1242561063
1686,nao_irrigado,0.9440879447,-0.0006081300,0.0006081300,-1.1274157457
1154,irrigado,0.9535625671,0.0004648085,0.0004648085,-1.1275550735
1280,nao_irrigado,0.8099549487,-0.0026316437,0.0026316437,-1.1276259354
1124,irrigado,0.8985581375,0.0012898687,0.0012898687,-1.1295181890
2434,nao_irrigado,0.9167588112,-0.0010148134,0.0010148134,-1.1296810170
2396,irrigado,0.9178036680,0.0009962793,0.0009962793,-1.1307791924
2090,nao_irrigado,0.8584007263,-0.0018811006,0.0018811006,-1.1353659703
1941,nao_irrigado,0.9028646572,-0.0012089345,0.0012089345,-1.1358473921
1610,nao_irrigado,0.9488480905,-0.0005138443,0.0005138443,-1.1363268801
2014,nao_irrigado,0.9403857545,-0.0006356635,0.0006356635,-1.1386586165
2289,irrigado,0.9334250529,0.0007350908,0.0007350908,-1.1408841983
1855,nao_irrigado,0.9807934158,-0.0000175091,0.0000175091,-1.1419958703
2461,irrigado,0.8838628590,0.0014761312,0.0014761312,-1.1436002213
763,irrigado,0.8614280645,0.0018005191,0.0018005191,-1.1492150335
2052,irrigado,0.8556518741,0.0018864715,0.0018864715,-1.1496948929
1211,irrigado,0.9526603563,0.0004208554,0.0004208554,-1.1503993097
1743,nao_irrigado,0.9185287951,-0.0009347540,0.0009347540,-1.1508519761
2352,irrigado,0.9316166608,0.0007332730,0.0007332730,-1.1524342779
2463,irrigado,0.8435198143,0.0020603079,0.0020603079,-1.1533592843
559,nao_irrigado,0.9367040091,-0.0006458524,0.0006458524,-1.1566618147
1068,nao_irrigado,0.6599585520,-0.0048124403,0.0048124403,-1.1604128409
714,nao_irrigado,0.9209365382,-0.0008656509,0.0008656509,-1.1638562431
2148,irrigado,0.8787996317,0.0014989151,0.0014989151,-1.1648778237
1397,irrigado,0.9465838047,0.0004742277,0.0004742277,-1.1656064226
1942,nao_irrigado,0.9013506573,-0.0011515582,0.0011515582,-1.1676817451
569,irrigado,0.9669054407,0.0001621903,0.0001621903,-1.1677443361
1069,nao_irrigado,0.6740932703,-0.0045697489,0.0045697489,-1.1720799116
1234,irrigado,0.9302557264,0.0007015114,0.0007015114,-1.1731874775
1579,nao_irrigado,0.9306527820,-0.0006884011,0.0006884011,-1.1760123771
752,nao_irrigado,0.9444426677,-0.0004796918,0.0004796918,-1.1762593510
2130,irrigado,0.9381804787,0.0005647862,0.0005647862,-1.1799898929
2412,nao_irrigado,0.9529908856,-0.0003407385,0.0003407385,-1.1802126041
2214,irrigado,0.9689130913,0.0000996988,0.0000996988,-1.1805207051
1322,nao_irrigado,0.9690167410,-0.0000956915,0.0000956915,-1.1814902412
1197,irrigado,0.8483061089,0.0019140711,0.0019140711,-1.1827294213
1578,nao_irrigado,0.9319890696,-0.0006500107,0.0006500107,-1.1832449530
1679,nao_irrigado,0.9347477055,-0.0006054838,0.0006054838,-1.1843956088
1271,nao_irrigado,0.7532923798,-0.0033431764,0.0033431764,-1.1845687778
1555,nao_irrigado,0.9080917903,-0.0010040627,0.0010040627,-1.1858456712
2415,irrigado,0.9313569509,0.0006510130,0.0006510130,-1.1866323720
531,irrigado,0.9498062505,0.0003635844,0.0003635844,-1.1902164869
1093,irrigado,0.6381452163,0.0050621807,0.0050621807,-1.1919284178
1615,nao_irrigado,0.9353304907,-0.0005766575,0.0005766575,-1.1923449088
2162,nao_irrigado,0.8356298945,-0.0020775173,0.0020775173,-1.1937753189
1199,irrigado,0.9112536437,0.0009345453,0.0009345453,-1.1944987174
1253,irrigado,0.8730714683,0.0015070979,0.0015070979,-1.1959311557
1575,nao_irrigado,0.9235881688,-0.0007441119,0.0007441119,-1.1962080632
1586,nao_irrigado,0.9232093928,-0.0007497578,0.0007497578,-1.1962357736
2000,nao_irrigado,0.9144499104,-0.0008677321,0.0008677321,-1.2018725629
765,irrigado,0.8913297693,0.0012139222,0.0012139222,-1.2029395414
1265,nao_irrigado,0.7910121649,-0.0026980982,0.0026980982,-1.2146852526
568,nao_irrigado,0.9655333348,-0.0000634308,0.0000634308,-1.2151509433
1685,nao_irrigado,0.9605533882,-0.0001338023,0.0001338023,-1.2170457937
2027,irrigado,0.9296503930,0.0005975757,0.0005975757,-1.2180566666
1212,nao_irrigado,0.9657488352,-0.0000518952,0.0000518952,-1.2184381335
1591,irrigado,0.9141833879,0.0008267844,0.0008267844,-1.2197176597
947,irrigado,0.8827081785,0.0013005625,0.0013005625,-1.2201848464
1599,nao_irrigado,0.9457576320,-0.0003352161,0.0003352161,-1.2257170912
1543,nao_irrigado,0.8925044952,-0.0011337072,0.0011337072,-1.2277366992
1398,irrigado,0.9413008361,0.0003950714,0.0003950714,-1.2286523803
1554,nao_irrigado,0.9063650079,-0.0009220307,0.0009220307,-1.2287382020
1560,nao_irrigado,0.8944235862,-0.0011015675,0.0011015675,-1.2289989804
1246,nao_irrigado,0.9448254240,-0.0003398160,0.0003398160,-1.2294738377
2047,irrigado,0.8315412999,0.0020450475,0.0020450475,-1.2311428970
1537,nao_irrigado,0.9021300331,-0.0009782702,0.0009782702,-1.2317800834
897,nao_irrigado,0.9259111105,-0.0006153301,0.0006153301,-1.2334022488
1313,irrigado,0.8427227825,0.0018623587,0.0018623587,-1.2366834600
1596,irrigado,0.9238737400,0.0006344070,0.0006344070,-1.2380318687
1580,nao_irrigado,0.9270863868,-0.0005814704,0.0005814704,-1.2398010407
532,nao_irrigado,0.9474027408,-0.0002734559,0.0002734559,-1.2403742006
1531,nao_irrigado,0.9056682060,-0.0008951839,0.0008951839,-1.2435642163
2038,irrigado,0.8693801870,0.0014399000,0.0014399000,-1.2447006185
2300,irrigado,0.8267597154,0.0020796556,0.0020796556,-1.2460418215
1538,nao_irrigado,0.9013090892,-0.0009525069,0.0009525069,-1.2469195005
558,nao_irrigado,0.9206669167,-0.0006601457,0.0006601457,-1.2470206668
1200,irrigado,0.9090846936,0.0008342961,0.0008342961,-1.2472680138
2066,irrigado,0.9012487910,0.0009456004,0.0009456004,-1.2500212349
1399,irrigado,0.9369080823,0.0003980351,0.0003980351,-1.2537803218
912,nao_irrigado,0.8431708924,-0.0018124809,0.0018124809,-1.2537930066
1269,nao_irrigado,0.8064807978,-0.0023607754,0.0023607754,-1.2559170382
357,nao_irrigado,0.7316078582,-0.0034874158,0.0034874158,-1.2571786047
1552,nao_irrigado,0.9130164915,-0.0007486198,0.0007486198,-1.2577228674
1021,irrigado,0.8654356977,0.0014355812,0.0014355812,-1.2700341802
1242,nao_irrigado,0.9005817078,-0.0008949925,0.0008949925,-1.2740983029
1317,irrigado,0.8745235018,0.0012818131,0.0012818131,-1.2766352768
2033,irrigado,0.8828382449,0.0011444076,0.0011444076,-1.2813724242
1533,nao_irrigado,0.9076744099,-0.0007629112,0.0007629112,-1.2840402912
2440,nao_irrigado,0.8963222338,-0.0009325158,0.0009325158,-1.2847139784
