wavelength,direction_label,vip,coefficient,abs_coefficient,optimal_score
1947,irrigado,1.0306739566,0.0005955017,0.0005955017,-0.6327469826
1231,irrigado,1.0598146920,0.0001645056,0.0001645056,-0.6328718787
1398,nao_irrigado,0.9958552746,-0.0011087621,0.0011087621,-0.6332796258
2012,irrigado,0.9477320441,0.0018192161,0.0018192161,-0.6335892366
654,nao_irrigado,1.0518634032,-0.0002748005,0.0002748005,-0.6357453193
1940,nao_irrigado,1.0618866836,-0.0001248785,0.0001248785,-0.6364553261
1158,nao_irrigado,0.9964604428,-0.0010885083,0.0010885083,-0.6377805561
1813,nao_irrigado,0.8438891996,-0.0033423702,0.0033423702,-0.6381975525
916,nao_irrigado,0.9861756144,-0.0012388783,0.0012388783,-0.6384306418
2241,irrigado,0.8158624814,0.0037476100,0.0037476100,-0.6417704536
1537,irrigado,1.0252796994,0.0006518320,0.0006518320,-0.6420568220
385,nao_irrigado,0.9900315323,-0.0011662469,0.0011662469,-0.6446561530
2005,irrigado,0.9671102450,0.0015034540,0.0015034540,-0.6452752013
2409,irrigado,0.7889156579,0.0041355276,0.0041355276,-0.6458854263
2069,irrigado,0.8988884058,0.0025096870,0.0025096870,-0.6460886664
892,irrigado,0.9041321446,0.0024296416,0.0024296416,-0.6471019195
1540,irrigado,1.0278536664,0.0005987413,0.0005987413,-0.6480458655
870,nao_irrigado,0.9503201099,-0.0017436690,0.0017436690,-0.6484322406
2075,irrigado,0.8946902346,0.0025655004,0.0025655004,-0.6485691885
2061,irrigado,0.8827075574,0.0027424144,0.0027424144,-0.6486418805
1546,nao_irrigado,1.0250645615,-0.0006373948,0.0006373948,-0.6490677394
1397,nao_irrigado,0.9880975137,-0.0011769044,0.0011769044,-0.6517901465
2287,irrigado,0.9113006751,0.0023076201,0.0023076201,-0.6534992581
1519,nao_irrigado,0.9956333551,-0.0010591527,0.0010591527,-0.6543278043
2003,irrigado,0.9716021920,0.0014092437,0.0014092437,-0.6563474461
2448,nao_irrigado,0.9354262338,-0.0019437425,0.0019437425,-0.6564110383
