sample_name,data_coleta,genotipo,condicao,PC1,PC2
B3_BR16_NIRRIG_REPROD00003.asd,2017-02-24,BR16,nao_irrigado,0.0048265472,-0.0272878771
B3_BR16_NIRRIG_REPROD00004.asd,2017-02-24,BR16,nao_irrigado,0.0030275805,-0.0113656188
B3_BR16_NIRRIG_REPROD00005.asd,2017-02-24,BR16,nao_irrigado,0.0041489144,-0.0152654301
B3_BR16_NIRRIG_REPROD00006.asd,2017-02-24,BR16,nao_irrigado,0.0049075394,-0.0163447332
B3_BR16_NIRRIG_REPROD00007.asd,2017-02-24,BR16,nao_irrigado,0.0054015415,-0.0208838383
B3_CD202_IRRIG_REPROD00000.asd,2017-02-24,CD202,irrigado,0.0521024644,-0.0254400379
B3_CD202_IRRIG_REPROD00001.asd,2017-02-24,CD202,irrigado,0.0525000988,-0.0127974385
B3_CD202_IRRIG_REPROD00002.asd,2017-02-24,CD202,irrigado,0.0526392287,-0.0092601563
B3_CD202_IRRIG_REPROD00003.asd,2017-02-24,CD202,irrigado,0.0524846055,-0.0134561777
B3_CD202_IRRIG_REPROD00004.asd,2017-02-24,CD202,irrigado,0.0329956965,-0.0051283518
B3_CD202_IRRIG_REPROD00005.asd,2017-02-24,CD202,irrigado,0.0329636412,-0.0091578787
B3_CD202_IRRIG_REPROD00006.asd,2017-02-24,CD202,irrigado,0.0328878391,-0.0126802783
B3_CD202_IRRIG_REPROD00007.asd,2017-02-24,CD202,irrigado,0.0330518785,-0.0116703694
B3_CD202_NIRRIG_REPROD00000.asd,2017-02-24,CD202,nao_irrigado,0.0178660204,0.0120323065
B3_CD202_NIRRIG_REPROD00001.asd,2017-02-24,CD202,nao_irrigado,0.0205055013,0.0189650988
B3_CD202_NIRRIG_REPROD00002.asd,2017-02-24,CD202,nao_irrigado,0.0210451696,0.0109550879
B3_CD202_NIRRIG_REPROD00003.asd,2017-02-24,CD202,nao_irrigado,0.0216665284,0.0059487239
B3_CD202_NIRRIG_REPROD00004.asd,2017-02-24,CD202,nao_irrigado,0.0955852577,-0.0110115311
B3_CD202_NIRRIG_REPROD00005.asd,2017-02-24,CD202,nao_irrigado,0.0971615217,-0.0058492628
B3_CD202_NIRRIG_REPROD00006.asd,2017-02-24,CD202,nao_irrigado,0.0981855032,-0.0144336899
B3_CD202_NIRRIG_REPROD00007.asd,2017-02-24,CD202,nao_irrigado,0.0992408066,-0.0056761982
B3_EMB48_IRRIG_REPROD00000.asd,2017-02-24,EMB48,irrigado,-0.0026742021,-0.0350410906
B3_EMB48_IRRIG_REPROD00001.asd,2017-02-24,EMB48,irrigado,-0.0028224238,-0.0489085268
B3_EMB48_IRRIG_REPROD00002.asd,2017-02-24,EMB48,irrigado,-0.0016894464,-0.0322194700
B3_EMB48_IRRIG_REPROD00003.asd,2017-02-24,EMB48,irrigado,-0.0016142750,-0.0240515413
B3_EMB48_IRRIG_REPROD00004.asd,2017-02-24,EMB48,irrigado,0.0080661837,-0.0100964998
B3_EMB48_IRRIG_REPROD00005.asd,2017-02-24,EMB48,irrigado,0.0086409846,-0.0212003823
B3_EMB48_IRRIG_REPROD00006.asd,2017-02-24,EMB48,irrigado,0.0081675980,-0.0179835682
B3_EMB48_IRRIG_REPROD00007.asd,2017-02-24,EMB48,irrigado,0.0077892919,-0.0313211619
B3_EMB48_NIRRIG_REPROD00000.asd,2017-02-24,EMB48,nao_irrigado,0.0584625386,-0.0066227460
B3_EMB48_NIRRIG_REPROD00001.asd,2017-02-24,EMB48,nao_irrigado,0.0594960699,0.0031545051
B3_EMB48_NIRRIG_REPROD00002.asd,2017-02-24,EMB48,nao_irrigado,0.0609041014,0.0020994945
B3_EMB48_NIRRIG_REPROD00003.asd,2017-02-24,EMB48,nao_irrigado,0.0609393783,-0.0003085188
B3_EMB48_NIRRIG_REPROD00004.asd,2017-02-24,EMB48,nao_irrigado,0.1323768287,-0.0131417883
B3_EMB48_NIRRIG_REPROD00005.asd,2017-02-24,EMB48,nao_irrigado,0.1333708705,-0.0152924923
B3_EMB48_NIRRIG_REPROD00006.asd,2017-02-24,EMB48,nao_irrigado,0.1338376087,-0.0161491232
B3_EMB48_NIRRIG_REPROD00007.asd,2017-02-24,EMB48,nao_irrigado,0.1342865129,-0.0162826228
B4_BR16_IRRIG_REPROD00000.asd,2017-02-24,BR16,irrigado,-0.0573356903,-0.0179523499
B4_BR16_IRRIG_REPROD00001.asd,2017-02-24,BR16,irrigado,-0.0572294565,-0.0236993632
B4_BR16_IRRIG_REPROD00002.asd,2017-02-24,BR16,irrigado,-0.0569235976,-0.0124846457
B4_BR16_IRRIG_REPROD00003.asd,2017-02-24,BR16,irrigado,-0.0564637469,-0.0117425016
B4_BR16_IRRIG_REPROD00004.asd,2017-02-24,BR16,irrigado,-0.0355666901,-0.0233900892
B4_BR16_IRRIG_REPROD00005.asd,2017-02-24,BR16,irrigado,-0.0351498850,-0.0222495719
B4_BR16_IRRIG_REPROD00006.asd,2017-02-24,BR16,irrigado,-0.0346941516,-0.0097543614
B4_BR16_IRRIG_REPROD00007.asd,2017-02-24,BR16,irrigado,-0.0351030118,-0.0213230323
B4_BR16_NIRRIG_REPROD00000.asd,2017-02-24,BR16,nao_irrigado,-0.0411089135,0.0007040210
B4_BR16_NIRRIG_REPROD00001.asd,2017-02-24,BR16,nao_irrigado,-0.0398639551,0.0060400071
B4_BR16_NIRRIG_REPROD00002.asd,2017-02-24,BR16,nao_irrigado,-0.0396050349,-0.0029562210
B4_BR16_NIRRIG_REPROD00003.asd,2017-02-24,BR16,nao_irrigado,-0.0381245626,-0.0000528762
B4_BR16_NIRRIG_REPROD00004.asd,2017-02-24,BR16,nao_irrigado,-0.0044821274,0.0083571216
B4_BR16_NIRRIG_REPROD00005.asd,2017-02-24,BR16,nao_irrigado,-0.0024603112,0.0047090233
B4_BR16_NIRRIG_REPROD00006.asd,2017-02-24,BR16,nao_irrigado,-0.0006240972,0.0066085719
B4_BR16_NIRRIG_REPROD00007.asd,2017-02-24,BR16,nao_irrigado,0.0015035072,0.0077169150
B4_CD202_IRRIG_REPROD00000.asd,2017-02-24,CD202,irrigado,-0.0340104198,0.0137058556
B4_CD202_IRRIG_REPROD00001.asd,2017-02-24,CD202,irrigado,-0.0345839279,0.0063576005
B4_CD202_IRRIG_REPROD00002.asd,2017-02-24,CD202,irrigado,-0.0338867904,0.0122950500
B4_CD202_IRRIG_REPROD00003.asd,2017-02-24,CD202,irrigado,-0.0347289776,-0.0009840737
B4_CD202_IRRIG_REPROD00004.asd,2017-02-24,CD202,irrigado,-0.0367915406,-0.0038899624
B4_CD202_IRRIG_REPROD00005.asd,2017-02-24,CD202,irrigado,-0.0367957519,-0.0080677659
B4_CD202_IRRIG_REPROD00006.asd,2017-02-24,CD202,irrigado,-0.0364993300,-0.0131458405
B4_CD202_IRRIG_REPROD00007.asd,2017-02-24,CD202,irrigado,-0.0359099650,0.0007803248
B4_CD202_NIRRIG_REPROD00000.asd,2017-02-24,CD202,nao_irrigado,0.0255781605,0.0028786938
B4_CD202_NIRRIG_REPROD00001.asd,2017-02-24,CD202,nao_irrigado,0.0260524117,0.0027640493
B4_CD202_NIRRIG_REPROD00002.asd,2017-02-24,CD202,nao_irrigado,0.0266445206,0.0069827514
B4_CD202_NIRRIG_REPROD00003.asd,2017-02-24,CD202,nao_irrigado,0.0263356017,-0.0019576899
B4_CD202_NIRRIG_REPROD00004.asd,2017-02-24,CD202,nao_irrigado,0.0405814768,0.0264295994
B4_CD202_NIRRIG_REPROD00005.asd,2017-02-24,CD202,nao_irrigado,0.0408738261,0.0148618219
B4_CD202_NIRRIG_REPROD00006.asd,2017-02-24,CD202,nao_irrigado,0.0409166707,0.0065923221
B4_CD202_NIRRIG_REPROD00007.asd,2017-02-24,CD202,nao_irrigado,0.0422961653,0.0131492250
B4_EMB48_IRRIG_REPROD00000.asd,2017-02-24,EMB48,irrigado,-0.0052044000,-0.0172006337
B4_EMB48_IRRIG_REPROD00001.asd,2017-02-24,EMB48,irrigado,-0.0056919489,-0.0213546129
B4_EMB48_IRRIG_REPROD00002.asd,2017-02-24,EMB48,irrigado,-0.0050842772,-0.0116626095
B4_EMB48_IRRIG_REPROD00003.asd,2017-02-24,EMB48,irrigado,-0.0053870952,-0.0101134139
B4_EMB48_IRRIG_REPROD00004.asd,2017-02-24,EMB48,irrigado,0.0356698197,-0.0267891004
B4_EMB48_IRRIG_REPROD00005.asd,2017-02-24,EMB48,irrigado,0.0356738092,-0.0201431693
B4_EMB48_IRRIG_REPROD00006.asd,2017-02-24,EMB48,irrigado,0.0354980888,-0.0302774615
B4_EMB48_IRRIG_REPROD00007.asd,2017-02-24,EMB48,irrigado,0.0363590332,-0.0162090941
B4_EMB48_NIRRIG_REPROD00000.asd,2017-02-24,EMB48,nao_irrigado,0.0580164338,-0.0056838998
B4_EMB48_NIRRIG_REPROD00001.asd,2017-02-24,EMB48,nao_irrigado,0.0600318534,-0.0004456078
B4_EMB48_NIRRIG_REPROD00002.asd,2017-02-24,EMB48,nao_irrigado,0.0604758461,-0.0081636762
B4_EMB48_NIRRIG_REPROD00003.asd,2017-02-24,EMB48,nao_irrigado,0.0611080573,-0.0119464384
B4_EMB48_NIRRIG_REPROD00004.asd,2017-02-24,EMB48,nao_irrigado,0.0910795702,-0.0006895491
B4_EMB48_NIRRIG_REPROD00005.asd,2017-02-24,EMB48,nao_irrigado,0.0930900527,-0.0048095963
B4_EMB48_NIRRIG_REPROD00006.asd,2017-02-24,EMB48,nao_irrigado,0.0947297502,-0.0023173638
B4_EMB48_NIRRIG_REPROD00007.asd,2017-02-24,EMB48,nao_irrigado,0.0961965358,0.0000387772
B1_BR16_IRRIG_REPROD00000.asd,2017-02-24,BR16,irrigado,-0.0551683359,0.0263034916
B1_BR16_IRRIG_REPROD00001.asd,2017-02-24,BR16,irrigado,-0.0550672242,0.0189006849
B1_BR16_IRRIG_REPROD00002.asd,2017-02-24,BR16,irrigado,-0.0544149175,0.0259731690
B1_BR16_IRRIG_REPROD00003.asd,2017-02-24,BR16,irrigado,-0.0548305070,0.0185111658
B1_BR16_IRRIG_REPROD00004.asd,2017-02-24,BR16,irrigado,-0.0575142511,0.0118192140
B1_BR16_IRRIG_REPROD00005.asd,2017-02-24,BR16,irrigado,-0.0568382519,0.0092776937
B1_BR16_IRRIG_REPROD00006.asd,2017-02-24,BR16,irrigado,-0.0563403657,0.0121448127
B1_BR16_IRRIG_REPROD00007.asd,2017-02-24,BR16,irrigado,-0.0563973245,0.0091402152
B1_BR16_NIRRIG_REPROD00000.asd,2017-02-24,BR16,nao_irrigado,-0.0430431530,0.0046349322
B1_BR16_NIRRIG_REPROD00001.asd,2017-02-24,BR16,nao_irrigado,-0.0414806154,0.0166642384
B1_BR16_NIRRIG_REPROD00002.asd,2017-02-24,BR16,nao_irrigado,-0.0414201764,-0.0055772572
B1_BR16_NIRRIG_REPROD00003.asd,2017-02-24,BR16,nao_irrigado,-0.0415642222,0.0095887154
B1_BR16_NIRRIG_REPROD00004.asd,2017-02-24,BR16,nao_irrigado,-0.0103374716,0.0088954545
B1_BR16_NIRRIG_REPROD00005.asd,2017-02-24,BR16,nao_irrigado,-0.0093194912,0.0108002054
B1_BR16_NIRRIG_REPROD00006.asd,2017-02-24,BR16,nao_irrigado,-0.0083315169,0.0164787894
B1_BR16_NIRRIG_REPROD00007.asd,2017-02-24,BR16,nao_irrigado,-0.0082117246,0.0055772350
B1_CD202_IRRIG_REPROD00000.asd,2017-02-24,CD202,irrigado,0.0095575339,0.0051031957
B1_CD202_IRRIG_REPROD00001.asd,2017-02-24,CD202,irrigado,0.0103453600,0.0150237863
B1_CD202_IRRIG_REPROD00002.asd,2017-02-24,CD202,irrigado,0.0104738230,-0.0005023730
B1_CD202_IRRIG_REPROD00003.asd,2017-02-24,CD202,irrigado,0.0110054497,0.0083725576
B1_CD202_IRRIG_REPROD00004.asd,2017-02-24,CD202,irrigado,0.0133264416,0.0165906668
B1_CD202_IRRIG_REPROD00005.asd,2017-02-24,CD202,irrigado,0.0134125401,0.0118009738
B1_CD202_IRRIG_REPROD00006.asd,2017-02-24,CD202,irrigado,0.0138176305,0.0166427704
B1_CD202_IRRIG_REPROD00007.asd,2017-02-24,CD202,irrigado,0.0133826400,0.0062035408
B1_CD202_NIRRIG_REPROD00000.asd,2017-02-24,CD202,nao_irrigado,0.0138484975,0.0338022109
B1_CD202_NIRRIG_REPROD00001.asd,2017-02-24,CD202,nao_irrigado,0.0150351295,0.0322792751
B1_CD202_NIRRIG_REPROD00002.asd,2017-02-24,CD202,nao_irrigado,0.0155341213,0.0316948797
B1_CD202_NIRRIG_REPROD00003.asd,2017-02-24,CD202,nao_irrigado,0.0161172332,0.0256415153
B1_CD202_NIRRIG_REPROD00004.asd,2017-02-24,CD202,nao_irrigado,0.0264453790,-0.0007351061
B1_CD202_NIRRIG_REPROD00005.asd,2017-02-24,CD202,nao_irrigado,0.0267532135,-0.0049356100
B1_CD202_NIRRIG_REPROD00006.asd,2017-02-24,CD202,nao_irrigado,0.0271751546,-0.0100903599
B1_CD202_NIRRIG_REPROD00007.asd,2017-02-24,CD202,nao_irrigado,0.0281907843,-0.0010682398
B1_EMB48_IRRIG_REPROD00000.asd,2017-02-24,EMB48,irrigado,-0.0027727031,-0.0344528649
B1_EMB48_IRRIG_REPROD00001.asd,2017-02-24,EMB48,irrigado,-0.0029273972,-0.0312589155
B1_EMB48_IRRIG_REPROD00002.asd,2017-02-24,EMB48,irrigado,-0.0030531178,-0.0331439541
B1_EMB48_IRRIG_REPROD00003.asd,2017-02-24,EMB48,irrigado,-0.0032173055,-0.0380289053
B1_EMB48_IRRIG_REPROD00004.asd,2017-02-24,EMB48,irrigado,0.0110673935,0.0128267729
B1_EMB48_IRRIG_REPROD00005.asd,2017-02-24,EMB48,irrigado,0.0113696380,0.0254625971
B1_EMB48_IRRIG_REPROD00006.asd,2017-02-24,EMB48,irrigado,0.0102661463,0.0105796714
B1_EMB48_IRRIG_REPROD00007.asd,2017-02-24,EMB48,irrigado,0.0101524917,0.0206774628
B1_EMB48_NIRRIG_REPROD00000.asd,2017-02-24,EMB48,nao_irrigado,0.0684957824,0.0102316217
B1_EMB48_NIRRIG_REPROD00001.asd,2017-02-24,EMB48,nao_irrigado,0.0693021922,0.0035730275
B1_EMB48_NIRRIG_REPROD00002.asd,2017-02-24,EMB48,nao_irrigado,0.0699732149,0.0066749351
B1_EMB48_NIRRIG_REPROD00003.asd,2017-02-24,EMB48,nao_irrigado,0.0701182061,0.0059741354
B1_EMB48_NIRRIG_REPROD00004.asd,2017-02-24,EMB48,nao_irrigado,0.0860446254,-0.0052558873
B1_EMB48_NIRRIG_REPROD00005.asd,2017-02-24,EMB48,nao_irrigado,0.0868534827,0.0018555298
B1_EMB48_NIRRIG_REPROD00006.asd,2017-02-24,EMB48,nao_irrigado,0.0873989154,-0.0058757124
B1_EMB48_NIRRIG_REPROD00007.asd,2017-02-24,EMB48,nao_irrigado,0.0874598321,-0.0121414030
B2_BR16_IRRIG_REPROD00000.asd,2017-02-24,BR16,irrigado,-0.0222999322,-0.0165117390
B2_BR16_IRRIG_REPROD00001.asd,2017-02-24,BR16,irrigado,-0.0218068652,-0.0036697288
B2_BR16_IRRIG_REPROD00002.asd,2017-02-24,BR16,irrigado,-0.0220858628,-0.0049539491
B2_BR16_IRRIG_REPROD00003.asd,2017-02-24,BR16,irrigado,-0.0217164141,-0.0053894170
B2_BR16_IRRIG_REPROD00004.asd,2017-02-24,BR16,irrigado,-0.0308639978,0.0212333748
B2_BR16_IRRIG_REPROD00005.asd,2017-02-24,BR16,irrigado,-0.0282759755,0.0180339099
B2_BR16_IRRIG_REPROD00006.asd,2017-02-24,BR16,irrigado,-0.0273326539,0.0081599195
B2_BR16_IRRIG_REPROD00007.asd,2017-02-24,BR16,irrigado,-0.0260389082,0.0066173733
B2_BR16_NIRRIG_REPROD00000.asd,2017-02-24,BR16,nao_irrigado,-0.0460739950,0.0218269256
B2_BR16_NIRRIG_REPROD00001.asd,2017-02-24,BR16,nao_irrigado,-0.0453817023,0.0239231595
B2_BR16_NIRRIG_REPROD00002.asd,2017-02-24,BR16,nao_irrigado,-0.0446024817,0.0269925063
B2_BR16_NIRRIG_REPROD00003.asd,2017-02-24,BR16,nao_irrigado,-0.0446602232,0.0256260538
B2_BR16_NIRRIG_REPROD00004.asd,2017-02-24,BR16,nao_irrigado,-0.0076067573,0.0159275619
B2_BR16_NIRRIG_REPROD00005.asd,2017-02-24,BR16,nao_irrigado,-0.0070569231,0.0131062792
B2_BR16_NIRRIG_REPROD00006.asd,2017-02-24,BR16,nao_irrigado,-0.0071918714,-0.0011040830
B2_BR16_NIRRIG_REPROD00007.asd,2017-02-24,BR16,nao_irrigado,-0.0064440290,0.0053936271
B2_CD202_IRRIG_REPROD00000.asd,2017-02-24,CD202,irrigado,0.0297083452,0.0124248937
B2_CD202_IRRIG_REPROD00001.asd,2017-02-24,CD202,irrigado,0.0308584300,0.0160138978
B2_CD202_IRRIG_REPROD00002.asd,2017-02-24,CD202,irrigado,0.0313753185,0.0135157987
B2_CD202_IRRIG_REPROD00003.asd,2017-02-24,CD202,irrigado,0.0326492639,0.0245690723
B2_CD202_IRRIG_REPROD00004.asd,2017-02-24,CD202,irrigado,-0.0151365316,0.0054371919
B2_CD202_IRRIG_REPROD00005.asd,2017-02-24,CD202,irrigado,-0.0156232641,-0.0039424563
B2_CD202_IRRIG_REPROD00006.asd,2017-02-24,CD202,irrigado,-0.0153634392,0.0022413867
B2_CD202_IRRIG_REPROD00007.asd,2017-02-24,CD202,irrigado,-0.0164205880,-0.0128342818
B2_CD202_NIRRIG_REPROD00000.asd,2017-02-24,CD202,nao_irrigado,0.0499690498,0.0169055989
B2_CD202_NIRRIG_REPROD00001.asd,2017-02-24,CD202,nao_irrigado,0.0504538683,0.0103850533
B2_CD202_NIRRIG_REPROD00002.asd,2017-02-24,CD202,nao_irrigado,0.0515035006,0.0177309921
B2_CD202_NIRRIG_REPROD00003.asd,2017-02-24,CD202,nao_irrigado,0.0520320091,0.0149541177
B2_CD202_NIRRIG_REPROD00004.asd,2017-02-24,CD202,nao_irrigado,0.0857529134,0.0199792132
B2_CD202_NIRRIG_REPROD00005.asd,2017-02-24,CD202,nao_irrigado,0.0861195247,0.0070997267
B2_CD202_NIRRIG_REPROD00006.asd,2017-02-24,CD202,nao_irrigado,0.0871315615,0.0110587005
B2_CD202_NIRRIG_REPROD00007.asd,2017-02-24,CD202,nao_irrigado,0.0877273676,0.0092027631
B2_EMB48_IRRIG_REPROD00000.asd,2017-02-24,EMB48,irrigado,0.0045484689,-0.0302834723
B2_EMB48_IRRIG_REPROD00001.asd,2017-02-24,EMB48,irrigado,0.0048107393,-0.0264188517
B2_EMB48_IRRIG_REPROD00002.asd,2017-02-24,EMB48,irrigado,0.0046722865,-0.0289490346
B2_EMB48_IRRIG_REPROD00003.asd,2017-02-24,EMB48,irrigado,0.0045614283,-0.0396980337
B2_EMB48_IRRIG_REPROD00004.asd,2017-02-24,EMB48,irrigado,0.0131487049,-0.0022988832
B2_EMB48_IRRIG_REPROD00005.asd,2017-02-24,EMB48,irrigado,0.0134285352,-0.0036725152
B2_EMB48_IRRIG_REPROD00006.asd,2017-02-24,EMB48,irrigado,0.0129227405,-0.0198276567
B2_EMB48_IRRIG_REPROD00007.asd,2017-02-24,EMB48,irrigado,0.0135920628,-0.0071096451
B2_EMB48_NIRRIG_REPROD00000.asd,2017-02-24,EMB48,nao_irrigado,0.0435356645,0.0211117607
B2_EMB48_NIRRIG_REPROD00001.asd,2017-02-24,EMB48,nao_irrigado,0.0446483999,0.0165457596
B2_EMB48_NIRRIG_REPROD00002.asd,2017-02-24,EMB48,nao_irrigado,0.0465260818,0.0220863948
B2_EMB48_NIRRIG_REPROD00003.asd,2017-02-24,EMB48,nao_irrigado,0.0469128805,0.0133856561
B2_EMB48_NIRRIG_REPROD00004.asd,2017-02-24,EMB48,nao_irrigado,-0.0070188584,0.0060053385
B2_EMB48_NIRRIG_REPROD00005.asd,2017-02-24,EMB48,nao_irrigado,-0.0062417717,0.0026364662
B2_EMB48_NIRRIG_REPROD00006.asd,2017-02-24,EMB48,nao_irrigado,-0.0053701708,0.0057078688
B2_EMB48_NIRRIG_REPROD00007.asd,2017-02-24,EMB48,nao_irrigado,-0.0050082327,-0.0049345452
B3_BR16_IRRIG_REPROD00000.asd,2017-02-24,BR16,irrigado,-0.0447274898,0.0035372747
B3_BR16_IRRIG_REPROD00001.asd,2017-02-24,BR16,irrigado,-0.0418753164,0.0200605706
B3_BR16_IRRIG_REPROD00002.asd,2017-02-24,BR16,irrigado,-0.0419452746,0.0062830787
B3_BR16_IRRIG_REPROD00003.asd,2017-02-24,BR16,irrigado,-0.0417756613,0.0062446024
B3_BR16_IRRIG_REPROD00004.asd,2017-02-24,BR16,irrigado,-0.0315713339,-0.0083191431
B3_BR16_IRRIG_REPROD00005.asd,2017-02-24,BR16,irrigado,-0.0303684521,0.0009843649
B3_BR16_IRRIG_REPROD00006.asd,2017-02-24,BR16,irrigado,-0.0293142013,0.0029360783
B3_BR16_IRRIG_REPROD00007.asd,2017-02-24,BR16,irrigado,-0.0285354670,0.0082191492
B3_BR16_NIRRIG_REPROD00000.asd,2017-02-24,BR16,nao_irrigado,0.0214408057,-0.0090933451
B3_BR16_NIRRIG_REPROD00001.asd,2017-02-24,BR16,nao_irrigado,0.0228863705,-0.0054601279
B3_BR16_NIRRIG_REPROD00002.asd,2017-02-24,BR16,nao_irrigado,0.0239093943,-0.0027843093
B3_BR16_NIRRIG_REPROD00003.asd,2017-02-24,BR16,nao_irrigado,0.0248198733,-0.0010864310
B3_BR16_NIRRIG_REPROD00004.asd,2017-02-24,BR16,nao_irrigado,0.0213385377,0.0001674269
B3_BR16_NIRRIG_REPROD00005.asd,2017-02-24,BR16,nao_irrigado,0.0220993251,-0.0024268731
B3_BR16_NIRRIG_REPROD00006.asd,2017-02-24,BR16,nao_irrigado,0.0220847917,-0.0166909046
B3_BR16_NIRRIG_REPROD00007.asd,2017-02-24,BR16,nao_irrigado,0.0227109526,-0.0100589950
B3_CD202_IRRIG_REPROD00000.asd,2017-02-24,CD202,irrigado,0.0653295492,0.0123543363
B3_CD202_IRRIG_REPROD00001.asd,2017-02-24,CD202,irrigado,0.0655844988,0.0094264601
B3_CD202_IRRIG_REPROD00002.asd,2017-02-24,CD202,irrigado,0.0666883293,0.0173023886
B3_CD202_IRRIG_REPROD00003.asd,2017-02-24,CD202,irrigado,0.0664365728,0.0118461697
B3_CD202_IRRIG_REPROD00004.asd,2017-02-24,CD202,irrigado,0.0338251969,0.0097110981
B3_CD202_IRRIG_REPROD00005.asd,2017-02-24,CD202,irrigado,0.0340813071,0.0102888759
B3_CD202_IRRIG_REPROD00006.asd,2017-02-24,CD202,irrigado,0.0343393577,0.0132176671
B3_CD202_IRRIG_REPROD00007.asd,2017-02-24,CD202,irrigado,0.0343004718,0.0143329273
B3_CD202_NIRRIG_REPROD00000.asd,2017-02-24,CD202,nao_irrigado,0.0089325395,0.0026991067
B3_CD202_NIRRIG_REPROD00001.asd,2017-02-24,CD202,nao_irrigado,0.0099607913,0.0011237454
B3_CD202_NIRRIG_REPROD00002.asd,2017-02-24,CD202,nao_irrigado,0.0105729989,0.0067085643
B3_CD202_NIRRIG_REPROD00003.asd,2017-02-24,CD202,nao_irrigado,0.0113821318,-0.0056995715
B3_CD202_NIRRIG_REPROD00004.asd,2017-02-24,CD202,nao_irrigado,0.0800792815,-0.0062160836
B3_CD202_NIRRIG_REPROD00005.asd,2017-02-24,CD202,nao_irrigado,0.0806229409,-0.0119440630
B3_CD202_NIRRIG_REPROD00006.asd,2017-02-24,CD202,nao_irrigado,0.0812053861,-0.0130023786
B3_CD202_NIRRIG_REPROD00007.asd,2017-02-24,CD202,nao_irrigado,0.0817957160,-0.0157718583
B3_EMB48_IRRIG_REPROD00000.asd,2017-02-24,EMB48,irrigado,0.0113441879,0.0050570114
B3_EMB48_IRRIG_REPROD00001.asd,2017-02-24,EMB48,irrigado,0.0114944770,0.0057985945
B3_EMB48_IRRIG_REPROD00002.asd,2017-02-24,EMB48,irrigado,0.0116231649,0.0109938190
B3_EMB48_IRRIG_REPROD00003.asd,2017-02-24,EMB48,irrigado,0.0114620488,0.0133520585
B3_EMB48_IRRIG_REPROD00004.asd,2017-02-24,EMB48,irrigado,0.0080338122,0.0053021273
B3_EMB48_IRRIG_REPROD00005.asd,2017-02-24,EMB48,irrigado,0.0092999528,0.0246135189
B3_EMB48_IRRIG_REPROD00006.asd,2017-02-24,EMB48,irrigado,0.0093243835,0.0111786132
B3_EMB48_IRRIG_REPROD00007.asd,2017-02-24,EMB48,irrigado,0.0095738282,0.0177015192
B3_EMB48_NIRRIG_REPROD00000.asd,2017-02-24,EMB48,nao_irrigado,0.0815157869,0.0153357217
B3_EMB48_NIRRIG_REPROD00001.asd,2017-02-24,EMB48,nao_irrigado,0.0844955063,0.0179013062
B3_EMB48_NIRRIG_REPROD00002.asd,2017-02-24,EMB48,nao_irrigado,0.0859043411,0.0093425838
B3_EMB48_NIRRIG_REPROD00003.asd,2017-02-24,EMB48,nao_irrigado,0.0870023054,0.0123310656
B3_EMB48_NIRRIG_REPROD00004.asd,2017-02-24,EMB48,nao_irrigado,0.1616539224,-0.0140258266
B3_EMB48_NIRRIG_REPROD00005.asd,2017-02-24,EMB48,nao_irrigado,0.1623261246,-0.0041661388
B3_EMB48_NIRRIG_REPROD00006.asd,2017-02-24,EMB48,nao_irrigado,0.1626201216,0.0040200121
B3_EMB48_NIRRIG_REPROD00007.asd,2017-02-24,EMB48,nao_irrigado,0.1623185219,-0.0110519866
B4_BR16_IRRIG_REPROD00000.asd,2017-02-24,BR16,irrigado,-0.0560803927,-0.0128277644
B4_BR16_IRRIG_REPROD00001.asd,2017-02-24,BR16,irrigado,-0.0554282330,-0.0097234675
B4_BR16_IRRIG_REPROD00002.asd,2017-02-24,BR16,irrigado,-0.0548879383,-0.0066751762
B4_BR16_IRRIG_REPROD00003.asd,2017-02-24,BR16,irrigado,-0.0546815944,-0.0029646925
B4_BR16_IRRIG_REPROD00004.asd,2017-02-24,BR16,irrigado,-0.0333011351,-0.0175623729
B4_BR16_IRRIG_REPROD00005.asd,2017-02-24,BR16,irrigado,-0.0330950248,-0.0229146448
B4_BR16_IRRIG_REPROD00006.asd,2017-02-24,BR16,irrigado,-0.0332179973,-0.0241306361
B4_BR16_IRRIG_REPROD00007.asd,2017-02-24,BR16,irrigado,-0.0328930220,-0.0195393690
B4_BR16_NIRRIG_REPROD00000.asd,2017-02-24,BR16,nao_irrigado,-0.0334490592,0.0166669315
B4_BR16_NIRRIG_REPROD00001.asd,2017-02-24,BR16,nao_irrigado,-0.0326043612,0.0057330921
B4_BR16_NIRRIG_REPROD00002.asd,2017-02-24,BR16,nao_irrigado,-0.0307864927,0.0158336972
B4_BR16_NIRRIG_REPROD00003.asd,2017-02-24,BR16,nao_irrigado,-0.0297961660,0.0208817096
B4_BR16_NIRRIG_REPROD00004.asd,2017-02-24,BR16,nao_irrigado,0.0100150159,0.0197782180
B4_BR16_NIRRIG_REPROD00005.asd,2017-02-24,BR16,nao_irrigado,0.0111947751,0.0227451022
B4_BR16_NIRRIG_REPROD00006.asd,2017-02-24,BR16,nao_irrigado,0.0121835490,0.0148400273
B4_BR16_NIRRIG_REPROD00007.asd,2017-02-24,BR16,nao_irrigado,0.0128515179,0.0185596774
B4_CD202_IRRIG_REPROD00000.asd,2017-02-24,CD202,irrigado,-0.0376704135,0.0135415362
B4_CD202_IRRIG_REPROD00001.asd,2017-02-24,CD202,irrigado,-0.0374942602,0.0140343172
