figure_id,figure_title,panel_title,n_true_classes,n_pred_classes,row_labels,col_labels,source_path
01_multiclasse_global_e_subsets,Matrizes de confusao - classificacao multiclasse global e subsets,04_classificacao,6,6,A (EMB48 IRR) | B (EMB48 NIRR) | C (BR16 IRR) | D (BR16 NIRR) | E (CD202 IRR) | F (CD202 NIRR),A (EMB48 IRR) | B (EMB48 NIRR) | C (BR16 IRR) | D (BR16 NIRR) | E (CD202 IRR) | F (CD202 NIRR),C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\confusion_matrix.csv
01_multiclasse_global_e_subsets,Matrizes de confusao - classificacao multiclasse global e subsets,07_subset_bandas,6,6,A (EMB48 IRR) | B (EMB48 NIRR) | C (BR16 IRR) | D (BR16 NIRR) | E (CD202 IRR) | F (CD202 NIRR),A (EMB48 IRR) | B (EMB48 NIRR) | C (BR16 IRR) | D (BR16 NIRR) | E (CD202 IRR) | F (CD202 NIRR),C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_subset_bandas\confusion_matrix_kruskal_top_20.csv
01_multiclasse_global_e_subsets,Matrizes de confusao - classificacao multiclasse global e subsets,08_optuna_subset,6,6,A (EMB48 IRR) | B (EMB48 NIRR) | C (BR16 IRR) | D (BR16 NIRR) | E (CD202 IRR) | F (CD202 NIRR),A (EMB48 IRR) | B (EMB48 NIRR) | C (BR16 IRR) | D (BR16 NIRR) | E (CD202 IRR) | F (CD202 NIRR),C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\optuna_classificacao_subset\optuna_confusion_matrix_kruskal_top_20.csv
02_subset_por_dia_lda_optuna,Matrizes de confusao - subset por dia (LDA/Optuna),Dia 2,6,6,A (EMB48 IRR) | B (EMB48 NIRR) | C (BR16 IRR) | D (BR16 NIRR) | E (CD202 IRR) | F (CD202 NIRR),A (EMB48 IRR) | B (EMB48 NIRR) | C (BR16 IRR) | D (BR16 NIRR) | E (CD202 IRR) | F (CD202 NIRR),C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_subset_por_dia\lda_optuna_best_kruskal_top_20_confusion_by_day.csv
02_subset_por_dia_lda_optuna,Matrizes de confusao - subset por dia (LDA/Optuna),Dia 3,6,6,A (EMB48 IRR) | B (EMB48 NIRR) | C (BR16 IRR) | D (BR16 NIRR) | E (CD202 IRR) | F (CD202 NIRR),A (EMB48 IRR) | B (EMB48 NIRR) | C (BR16 IRR) | D (BR16 NIRR) | E (CD202 IRR) | F (CD202 NIRR),C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_subset_por_dia\lda_optuna_best_kruskal_top_20_confusion_by_day.csv
02_subset_por_dia_lda_optuna,Matrizes de confusao - subset por dia (LDA/Optuna),Dia 4,6,6,A (EMB48 IRR) | B (EMB48 NIRR) | C (BR16 IRR) | D (BR16 NIRR) | E (CD202 IRR) | F (CD202 NIRR),A (EMB48 IRR) | B (EMB48 NIRR) | C (BR16 IRR) | D (BR16 NIRR) | E (CD202 IRR) | F (CD202 NIRR),C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_subset_por_dia\lda_optuna_best_kruskal_top_20_confusion_by_day.csv
02_subset_por_dia_lda_optuna,Matrizes de confusao - subset por dia (LDA/Optuna),Dia 5,6,6,A (EMB48 IRR) | B (EMB48 NIRR) | C (BR16 IRR) | D (BR16 NIRR) | E (CD202 IRR) | F (CD202 NIRR),A (EMB48 IRR) | B (EMB48 NIRR) | C (BR16 IRR) | D (BR16 NIRR) | E (CD202 IRR) | F (CD202 NIRR),C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_subset_por_dia\lda_optuna_best_kruskal_top_20_confusion_by_day.csv
02_subset_por_dia_lda_optuna,Matrizes de confusao - subset por dia (LDA/Optuna),Dia 6,6,6,A (EMB48 IRR) | B (EMB48 NIRR) | C (BR16 IRR) | D (BR16 NIRR) | E (CD202 IRR) | F (CD202 NIRR),A (EMB48 IRR) | B (EMB48 NIRR) | C (BR16 IRR) | D (BR16 NIRR) | E (CD202 IRR) | F (CD202 NIRR),C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_subset_por_dia\lda_optuna_best_kruskal_top_20_confusion_by_day.csv
02_subset_por_dia_lda_optuna,Matrizes de confusao - subset por dia (LDA/Optuna),Dia 9,6,6,A (EMB48 IRR) | B (EMB48 NIRR) | C (BR16 IRR) | D (BR16 NIRR) | E (CD202 IRR) | F (CD202 NIRR),A (EMB48 IRR) | B (EMB48 NIRR) | C (BR16 IRR) | D (BR16 NIRR) | E (CD202 IRR) | F (CD202 NIRR),C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_subset_por_dia\lda_optuna_best_kruskal_top_20_confusion_by_day.csv
03_irrigacao_bandas_diversificadas,Matrizes de confusao - irrigacao com bandas diversificadas,Global,2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_bandas_diversificadas\matriz_confusao.csv
03_irrigacao_bandas_diversificadas,Matrizes de confusao - irrigacao com bandas diversificadas,BR16,2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_bandas_diversificadas\por_genotipo\BR16\matriz_confusao.csv
03_irrigacao_bandas_diversificadas,Matrizes de confusao - irrigacao com bandas diversificadas,CD202,2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_bandas_diversificadas\por_genotipo\CD202\matriz_confusao.csv
03_irrigacao_bandas_diversificadas,Matrizes de confusao - irrigacao com bandas diversificadas,EMB48,2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_bandas_diversificadas\por_genotipo\EMB48\matriz_confusao.csv
04_irrigacao_por_dia_todos_genotipos,Matrizes de confusao - irrigacao por dia (todos os genotipos),"Dia 2
Random Forest",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia\dia2\matriz_confusao_Random_Forest.csv
04_irrigacao_por_dia_todos_genotipos,Matrizes de confusao - irrigacao por dia (todos os genotipos),"Dia 2
SVM (RBF)",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia\dia2\matriz_confusao_SVM_RBF.csv
04_irrigacao_por_dia_todos_genotipos,Matrizes de confusao - irrigacao por dia (todos os genotipos),"Dia 2
LDA",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia\dia2\matriz_confusao_LDA.csv
04_irrigacao_por_dia_todos_genotipos,Matrizes de confusao - irrigacao por dia (todos os genotipos),"Dia 2
k-NN (k=5)",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia\dia2\matriz_confusao_k-NN_k5.csv
04_irrigacao_por_dia_todos_genotipos,Matrizes de confusao - irrigacao por dia (todos os genotipos),"Dia 2
XGBoost",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia\dia2\matriz_confusao_XGBoost.csv
04_irrigacao_por_dia_todos_genotipos,Matrizes de confusao - irrigacao por dia (todos os genotipos),"Dia 3
Random Forest",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia\dia3\matriz_confusao_Random_Forest.csv
04_irrigacao_por_dia_todos_genotipos,Matrizes de confusao - irrigacao por dia (todos os genotipos),"Dia 3
SVM (RBF)",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia\dia3\matriz_confusao_SVM_RBF.csv
04_irrigacao_por_dia_todos_genotipos,Matrizes de confusao - irrigacao por dia (todos os genotipos),"Dia 3
LDA",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia\dia3\matriz_confusao_LDA.csv
04_irrigacao_por_dia_todos_genotipos,Matrizes de confusao - irrigacao por dia (todos os genotipos),"Dia 3
k-NN (k=5)",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia\dia3\matriz_confusao_k-NN_k5.csv
04_irrigacao_por_dia_todos_genotipos,Matrizes de confusao - irrigacao por dia (todos os genotipos),"Dia 3
XGBoost",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia\dia3\matriz_confusao_XGBoost.csv
04_irrigacao_por_dia_todos_genotipos,Matrizes de confusao - irrigacao por dia (todos os genotipos),"Dia 4
Random Forest",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia\dia4\matriz_confusao_Random_Forest.csv
04_irrigacao_por_dia_todos_genotipos,Matrizes de confusao - irrigacao por dia (todos os genotipos),"Dia 4
SVM (RBF)",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia\dia4\matriz_confusao_SVM_RBF.csv
04_irrigacao_por_dia_todos_genotipos,Matrizes de confusao - irrigacao por dia (todos os genotipos),"Dia 4
LDA",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia\dia4\matriz_confusao_LDA.csv
04_irrigacao_por_dia_todos_genotipos,Matrizes de confusao - irrigacao por dia (todos os genotipos),"Dia 4
k-NN (k=5)",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia\dia4\matriz_confusao_k-NN_k5.csv
04_irrigacao_por_dia_todos_genotipos,Matrizes de confusao - irrigacao por dia (todos os genotipos),"Dia 4
XGBoost",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia\dia4\matriz_confusao_XGBoost.csv
04_irrigacao_por_dia_todos_genotipos,Matrizes de confusao - irrigacao por dia (todos os genotipos),"Dia 5
Random Forest",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia\dia5\matriz_confusao_Random_Forest.csv
04_irrigacao_por_dia_todos_genotipos,Matrizes de confusao - irrigacao por dia (todos os genotipos),"Dia 5
SVM (RBF)",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia\dia5\matriz_confusao_SVM_RBF.csv
04_irrigacao_por_dia_todos_genotipos,Matrizes de confusao - irrigacao por dia (todos os genotipos),"Dia 5
LDA",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia\dia5\matriz_confusao_LDA.csv
04_irrigacao_por_dia_todos_genotipos,Matrizes de confusao - irrigacao por dia (todos os genotipos),"Dia 5
k-NN (k=5)",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia\dia5\matriz_confusao_k-NN_k5.csv
04_irrigacao_por_dia_todos_genotipos,Matrizes de confusao - irrigacao por dia (todos os genotipos),"Dia 5
XGBoost",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia\dia5\matriz_confusao_XGBoost.csv
04_irrigacao_por_dia_todos_genotipos,Matrizes de confusao - irrigacao por dia (todos os genotipos),"Dia 6
Random Forest",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia\dia6\matriz_confusao_Random_Forest.csv
04_irrigacao_por_dia_todos_genotipos,Matrizes de confusao - irrigacao por dia (todos os genotipos),"Dia 6
SVM (RBF)",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia\dia6\matriz_confusao_SVM_RBF.csv
04_irrigacao_por_dia_todos_genotipos,Matrizes de confusao - irrigacao por dia (todos os genotipos),"Dia 6
LDA",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia\dia6\matriz_confusao_LDA.csv
04_irrigacao_por_dia_todos_genotipos,Matrizes de confusao - irrigacao por dia (todos os genotipos),"Dia 6
k-NN (k=5)",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia\dia6\matriz_confusao_k-NN_k5.csv
04_irrigacao_por_dia_todos_genotipos,Matrizes de confusao - irrigacao por dia (todos os genotipos),"Dia 6
XGBoost",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia\dia6\matriz_confusao_XGBoost.csv
04_irrigacao_por_dia_todos_genotipos,Matrizes de confusao - irrigacao por dia (todos os genotipos),"Dia 9
Random Forest",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia\dia9\matriz_confusao_Random_Forest.csv
04_irrigacao_por_dia_todos_genotipos,Matrizes de confusao - irrigacao por dia (todos os genotipos),"Dia 9
SVM (RBF)",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia\dia9\matriz_confusao_SVM_RBF.csv
04_irrigacao_por_dia_todos_genotipos,Matrizes de confusao - irrigacao por dia (todos os genotipos),"Dia 9
LDA",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia\dia9\matriz_confusao_LDA.csv
04_irrigacao_por_dia_todos_genotipos,Matrizes de confusao - irrigacao por dia (todos os genotipos),"Dia 9
k-NN (k=5)",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia\dia9\matriz_confusao_k-NN_k5.csv
04_irrigacao_por_dia_todos_genotipos,Matrizes de confusao - irrigacao por dia (todos os genotipos),"Dia 9
XGBoost",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia\dia9\matriz_confusao_XGBoost.csv
05_irrigacao_por_dia_genotipo_dia2,Matrizes de confusao - irrigacao por dia e genotipo - Dia 2,"BR16
Random Forest",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia_genotipo\dia2\BR16\matriz_confusao_Random_Forest.csv
05_irrigacao_por_dia_genotipo_dia2,Matrizes de confusao - irrigacao por dia e genotipo - Dia 2,"BR16
SVM (RBF)",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia_genotipo\dia2\BR16\matriz_confusao_SVM_RBF.csv
05_irrigacao_por_dia_genotipo_dia2,Matrizes de confusao - irrigacao por dia e genotipo - Dia 2,"BR16
LDA",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia_genotipo\dia2\BR16\matriz_confusao_LDA.csv
05_irrigacao_por_dia_genotipo_dia2,Matrizes de confusao - irrigacao por dia e genotipo - Dia 2,"BR16
k-NN (k=5)",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia_genotipo\dia2\BR16\matriz_confusao_k-NN_k5.csv
05_irrigacao_por_dia_genotipo_dia2,Matrizes de confusao - irrigacao por dia e genotipo - Dia 2,"BR16
XGBoost",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia_genotipo\dia2\BR16\matriz_confusao_XGBoost.csv
05_irrigacao_por_dia_genotipo_dia2,Matrizes de confusao - irrigacao por dia e genotipo - Dia 2,"CD202
Random Forest",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia_genotipo\dia2\CD202\matriz_confusao_Random_Forest.csv
05_irrigacao_por_dia_genotipo_dia2,Matrizes de confusao - irrigacao por dia e genotipo - Dia 2,"CD202
SVM (RBF)",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia_genotipo\dia2\CD202\matriz_confusao_SVM_RBF.csv
05_irrigacao_por_dia_genotipo_dia2,Matrizes de confusao - irrigacao por dia e genotipo - Dia 2,"CD202
LDA",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia_genotipo\dia2\CD202\matriz_confusao_LDA.csv
05_irrigacao_por_dia_genotipo_dia2,Matrizes de confusao - irrigacao por dia e genotipo - Dia 2,"CD202
k-NN (k=5)",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia_genotipo\dia2\CD202\matriz_confusao_k-NN_k5.csv
05_irrigacao_por_dia_genotipo_dia2,Matrizes de confusao - irrigacao por dia e genotipo - Dia 2,"CD202
XGBoost",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia_genotipo\dia2\CD202\matriz_confusao_XGBoost.csv
05_irrigacao_por_dia_genotipo_dia2,Matrizes de confusao - irrigacao por dia e genotipo - Dia 2,"EMB48
Random Forest",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia_genotipo\dia2\EMB48\matriz_confusao_Random_Forest.csv
05_irrigacao_por_dia_genotipo_dia2,Matrizes de confusao - irrigacao por dia e genotipo - Dia 2,"EMB48
SVM (RBF)",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia_genotipo\dia2\EMB48\matriz_confusao_SVM_RBF.csv
05_irrigacao_por_dia_genotipo_dia2,Matrizes de confusao - irrigacao por dia e genotipo - Dia 2,"EMB48
LDA",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia_genotipo\dia2\EMB48\matriz_confusao_LDA.csv
05_irrigacao_por_dia_genotipo_dia2,Matrizes de confusao - irrigacao por dia e genotipo - Dia 2,"EMB48
k-NN (k=5)",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia_genotipo\dia2\EMB48\matriz_confusao_k-NN_k5.csv
05_irrigacao_por_dia_genotipo_dia2,Matrizes de confusao - irrigacao por dia e genotipo - Dia 2,"EMB48
XGBoost",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia_genotipo\dia2\EMB48\matriz_confusao_XGBoost.csv
05_irrigacao_por_dia_genotipo_dia3,Matrizes de confusao - irrigacao por dia e genotipo - Dia 3,"BR16
Random Forest",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia_genotipo\dia3\BR16\matriz_confusao_Random_Forest.csv
05_irrigacao_por_dia_genotipo_dia3,Matrizes de confusao - irrigacao por dia e genotipo - Dia 3,"BR16
SVM (RBF)",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia_genotipo\dia3\BR16\matriz_confusao_SVM_RBF.csv
05_irrigacao_por_dia_genotipo_dia3,Matrizes de confusao - irrigacao por dia e genotipo - Dia 3,"BR16
LDA",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia_genotipo\dia3\BR16\matriz_confusao_LDA.csv
05_irrigacao_por_dia_genotipo_dia3,Matrizes de confusao - irrigacao por dia e genotipo - Dia 3,"BR16
k-NN (k=5)",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia_genotipo\dia3\BR16\matriz_confusao_k-NN_k5.csv
05_irrigacao_por_dia_genotipo_dia3,Matrizes de confusao - irrigacao por dia e genotipo - Dia 3,"BR16
XGBoost",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia_genotipo\dia3\BR16\matriz_confusao_XGBoost.csv
05_irrigacao_por_dia_genotipo_dia3,Matrizes de confusao - irrigacao por dia e genotipo - Dia 3,"CD202
Random Forest",2,2,Nao irrigado | Irrigado,Nao irrigado | Irrigado,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_irrigacao_por_dia_genotipo\dia3\CD202\matriz_confusao_Random_Forest.csv
