wavelength,direction_label,vip,coefficient,abs_coefficient,optimal_score
2330,nao_irrigado,0.9440520632,-0.0012693752,0.0012693752,-0.4876884092
690,nao_irrigado,0.9250008433,-0.0014176068,0.0014176068,-0.4882905348
1526,irrigado,1.0434901430,0.0004891115,0.0004891115,-0.4892911776
1750,irrigado,0.9335117591,0.0013487569,0.0013487569,-0.4899213786
613,irrigado,0.9710116717,0.0010542209,0.0010542209,-0.4907313017
2000,irrigado,0.9083111632,0.0015446650,0.0015446650,-0.4908405972
1730,irrigado,0.9283522654,0.0013850573,0.0013850573,-0.4928622592
773,irrigado,0.8762603271,0.0017891290,0.0017891290,-0.4954041910
1632,nao_irrigado,1.1032888700,-0.0000111043,0.0000111043,-0.4966016083
1305,nao_irrigado,1.0774406868,-0.0002099228,0.0002099228,-0.4990792381
1721,nao_irrigado,0.8807374942,-0.0017470362,0.0017470362,-0.5005070598
710,irrigado,0.8449322588,0.0020261029,0.0020261029,-0.5012937682
2051,irrigado,0.9592861143,0.0011286973,0.0011286973,-0.5032104673
597,nao_irrigado,0.8974029639,-0.0016104351,0.0016104351,-0.5049897312
1107,nao_irrigado,0.8826209809,-0.0017249989,0.0017249989,-0.5057822634
2039,irrigado,0.9707735388,0.0010350921,0.0010350921,-0.5059005693
1837,irrigado,0.9707295658,0.0010321296,0.0010321296,-0.5082900074
534,nao_irrigado,0.9310249471,-0.0013411233,0.0013411233,-0.5094983111
1262,nao_irrigado,0.8605367056,-0.0018906471,0.0018906471,-0.5109479982
510,irrigado,0.9339790611,0.0013114049,0.0013114049,-0.5142705919
1192,nao_irrigado,0.8858052746,-0.0016873659,0.0016873659,-0.5149723896
1304,nao_irrigado,1.0704978915,-0.0002422202,0.0002422202,-0.5149957163
1539,irrigado,1.0465464966,0.0004274434,0.0004274434,-0.5165729439
876,nao_irrigado,1.0220400123,-0.0006155232,0.0006155232,-0.5192244744
627,nao_irrigado,1.0202393043,-0.0006285813,0.0006285813,-0.5199697639
731,irrigado,1.0081180215,0.0007196642,0.0007196642,-0.5226862846
507,irrigado,0.9572958416,0.0011124649,0.0011124649,-0.5261935914
1074,irrigado,0.9652387134,0.0010501997,0.0010501997,-0.5262779958
1492,irrigado,1.0110993220,0.0006906951,0.0006906951,-0.5267633964
1537,irrigado,1.0502037662,0.0003821399,0.0003821399,-0.5286317057
1792,irrigado,1.0956551890,0.0000262520,0.0000262520,-0.5288171432
950,irrigado,0.9040092387,0.0015248459,0.0015248459,-0.5294858291
361,irrigado,0.6457772397,0.0035438426,0.0035438426,-0.5305842864
1166,irrigado,1.0340264875,0.0005051342,0.0005051342,-0.5312212403
612,irrigado,0.9724466968,0.0009808881,0.0009808881,-0.5356093730
535,nao_irrigado,0.9240267743,-0.0013580066,0.0013580066,-0.5368664515
1542,irrigado,1.0489519315,0.0003794539,0.0003794539,-0.5376506077
1691,irrigado,0.8171615717,0.0021925440,0.0021925440,-0.5380379938
1538,irrigado,1.0472611581,0.0003918019,0.0003918019,-0.5382874955
1500,nao_irrigado,1.0253127347,-0.0005628169,0.0005628169,-0.5388069460
1193,nao_irrigado,0.8875218302,-0.0016383224,0.0016383224,-0.5407067479
938,irrigado,0.8919768406,0.0016015276,0.0016015276,-0.5421063510
1543,irrigado,1.0487768947,0.0003739764,0.0003739764,-0.5425984829
1740,irrigado,0.9487565415,0.0011546712,0.0011546712,-0.5439764258
2420,irrigado,0.8992140214,0.0015398050,0.0015398050,-0.5457887096
557,nao_irrigado,0.8165393781,-0.0021842534,0.0021842534,-0.5475469143
2327,nao_irrigado,0.9693266186,-0.0009880226,0.0009880226,-0.5480951116
511,irrigado,0.9210819318,0.0013616592,0.0013616592,-0.5508774349
2035,irrigado,0.9516042101,0.0011225470,0.0011225470,-0.5510890994
660,irrigado,0.8537474210,0.0018872844,0.0018872844,-0.5517652120
2040,irrigado,0.9741670950,0.0009440305,0.0009440305,-0.5525161929
614,irrigado,0.9696819281,0.0009787776,0.0009787776,-0.5527668020
1737,irrigado,0.9480695424,0.0011467817,0.0011467817,-0.5535619146
2299,nao_irrigado,0.7860541396,-0.0024120398,0.0024120398,-0.5553100974
1577,irrigado,1.0276713574,0.0005189142,0.0005189142,-0.5571961030
403,nao_irrigado,0.9200214304,-0.0013609038,0.0013609038,-0.5574194373
611,irrigado,0.9692061233,0.0009757206,0.0009757206,-0.5576660515
930,nao_irrigado,1.0278992359,-0.0005162971,0.0005162971,-0.5577988274
1303,nao_irrigado,1.0784957688,-0.0001194404,0.0001194404,-0.5584982369
972,nao_irrigado,0.6114295706,-0.0037676956,0.0037676956,-0.5630284130
1189,nao_irrigado,0.9904897530,-0.0007935729,0.0007935729,-0.5689502291
1496,irrigado,1.0200151963,0.0005612913,0.0005612913,-0.5698621446
576,nao_irrigado,0.9618124803,-0.0010163555,0.0010163555,-0.5701068521
610,irrigado,0.9633291708,0.0010041937,0.0010041937,-0.5703196470
1390,irrigado,0.9680619922,0.0009666904,0.0009666904,-0.5706605687
1938,nao_irrigado,0.9922395558,-0.0007774909,0.0007774909,-0.5706778371
1493,irrigado,1.0110962596,0.0006275825,0.0006275825,-0.5723872377
1574,irrigado,1.0331795775,0.0004531382,0.0004531382,-0.5735832614
1572,irrigado,1.0329950761,0.0004541345,0.0004541345,-0.5739064880
1354,irrigado,0.9081263581,0.0014230290,0.0014230290,-0.5797823994
2005,irrigado,0.9072343280,0.0014291248,0.0014291248,-0.5804210175
1194,nao_irrigado,0.8915025908,-0.0015521923,0.0015521923,-0.5804386306
1126,nao_irrigado,0.9246581379,-0.0012894549,0.0012894549,-0.5828336219
2029,irrigado,0.9586361377,0.0010215462,0.0010215462,-0.5843152761
1507,nao_irrigado,1.0377445679,-0.0004008430,0.0004008430,-0.5855619471
1706,irrigado,0.8942718145,0.0015234049,0.0015234049,-0.5855835111
1355,irrigado,0.9064229023,0.0014277058,0.0014277058,-0.5860343114
509,irrigado,0.9434132446,0.0011364608,0.0011364608,-0.5873472124
1545,irrigado,1.0433382871,0.0003526252,0.0003526252,-0.5887777707
771,irrigado,0.8767719060,0.0016555445,0.0016555445,-0.5890428199
1270,irrigado,1.0573530948,0.0002423387,0.0002423387,-0.5892320556
