row_number,nomenclaura,bloco_normalizado,genotipo_normalizado,condicao_normalizada,data_coleta_raw,data_coleta_iso,turno
514,B3_EMB48_IRRIG_REPROD00000.asd,B3,EMB48,irrigado,20170224,2017-02-24,manha
515,B3_EMB48_IRRIG_REPROD00001.asd,B3,EMB48,irrigado,20170224,2017-02-24,manha
516,B3_EMB48_IRRIG_REPROD00002.asd,B3,EMB48,irrigado,20170224,2017-02-24,manha
517,B3_EMB48_IRRIG_REPROD00003.asd,B3,EMB48,irrigado,20170224,2017-02-24,manha
518,B3_EMB48_IRRIG_REPROD00004.asd,B3,EMB48,irrigado,20170224,2017-02-24,manha
519,B3_EMB48_IRRIG_REPROD00005.asd,B3,EMB48,irrigado,20170224,2017-02-24,manha
520,B3_EMB48_IRRIG_REPROD00006.asd,B3,EMB48,irrigado,20170224,2017-02-24,manha
521,B3_EMB48_IRRIG_REPROD00007.asd,B3,EMB48,irrigado,20170224,2017-02-24,manha
522,B3_EMB48_NIRRIG_REPROD00000.asd,B3,EMB48,nao_irrigado,20170224,2017-02-24,manha
523,B3_EMB48_NIRRIG_REPROD00001.asd,B3,EMB48,nao_irrigado,20170224,2017-02-24,manha
524,B3_EMB48_NIRRIG_REPROD00002.asd,B3,EMB48,nao_irrigado,20170224,2017-02-24,manha
525,B3_EMB48_NIRRIG_REPROD00003.asd,B3,EMB48,nao_irrigado,20170224,2017-02-24,manha
526,B3_EMB48_NIRRIG_REPROD00004.asd,B3,EMB48,nao_irrigado,20170224,2017-02-24,manha
527,B3_EMB48_NIRRIG_REPROD00005.asd,B3,EMB48,nao_irrigado,20170224,2017-02-24,manha
528,B3_EMB48_NIRRIG_REPROD00006.asd,B3,EMB48,nao_irrigado,20170224,2017-02-24,manha
529,B3_EMB48_NIRRIG_REPROD00007.asd,B3,EMB48,nao_irrigado,20170224,2017-02-24,manha
530,B4_BR16_IRRIG_REPROD00000.asd,B4,BR16,irrigado,20170224,2017-02-24,manha
531,B4_BR16_IRRIG_REPROD00001.asd,B4,BR16,irrigado,20170224,2017-02-24,manha
532,B4_BR16_IRRIG_REPROD00002.asd,B4,BR16,irrigado,20170224,2017-02-24,manha
533,B4_BR16_IRRIG_REPROD00003.asd,B4,BR16,irrigado,20170224,2017-02-24,manha
534,B4_BR16_IRRIG_REPROD00004.asd,B4,BR16,irrigado,20170224,2017-02-24,manha
535,B4_BR16_IRRIG_REPROD00005.asd,B4,BR16,irrigado,20170224,2017-02-24,manha
536,B4_BR16_IRRIG_REPROD00006.asd,B4,BR16,irrigado,20170224,2017-02-24,manha
537,B4_BR16_IRRIG_REPROD00007.asd,B4,BR16,irrigado,20170224,2017-02-24,manha
538,B4_BR16_NIRRIG_REPROD00000.asd,B4,BR16,nao_irrigado,20170224,2017-02-24,manha
539,B4_BR16_NIRRIG_REPROD00001.asd,B4,BR16,nao_irrigado,20170224,2017-02-24,manha
540,B4_BR16_NIRRIG_REPROD00002.asd,B4,BR16,nao_irrigado,20170224,2017-02-24,manha
541,B4_BR16_NIRRIG_REPROD00003.asd,B4,BR16,nao_irrigado,20170224,2017-02-24,manha
542,B4_BR16_NIRRIG_REPROD00004.asd,B4,BR16,nao_irrigado,20170224,2017-02-24,manha
543,B4_BR16_NIRRIG_REPROD00005.asd,B4,BR16,nao_irrigado,20170224,2017-02-24,manha
544,B4_BR16_NIRRIG_REPROD00006.asd,B4,BR16,nao_irrigado,20170224,2017-02-24,manha
545,B4_BR16_NIRRIG_REPROD00007.asd,B4,BR16,nao_irrigado,20170224,2017-02-24,manha
546,B4_CD202_IRRIG_REPROD00000.asd,B4,CD202,irrigado,20170224,2017-02-24,manha
547,B4_CD202_IRRIG_REPROD00001.asd,B4,CD202,irrigado,20170224,2017-02-24,manha
548,B4_CD202_IRRIG_REPROD00002.asd,B4,CD202,irrigado,20170224,2017-02-24,manha
549,B4_CD202_IRRIG_REPROD00003.asd,B4,CD202,irrigado,20170224,2017-02-24,manha
550,B4_CD202_IRRIG_REPROD00004.asd,B4,CD202,irrigado,20170224,2017-02-24,manha
551,B4_CD202_IRRIG_REPROD00005.asd,B4,CD202,irrigado,20170224,2017-02-24,manha
552,B4_CD202_IRRIG_REPROD00006.asd,B4,CD202,irrigado,20170224,2017-02-24,manha
553,B4_CD202_IRRIG_REPROD00007.asd,B4,CD202,irrigado,20170224,2017-02-24,manha
554,B4_CD202_NIRRIG_REPROD00000.asd,B4,CD202,nao_irrigado,20170224,2017-02-24,manha
555,B4_CD202_NIRRIG_REPROD00001.asd,B4,CD202,nao_irrigado,20170224,2017-02-24,manha
556,B4_CD202_NIRRIG_REPROD00002.asd,B4,CD202,nao_irrigado,20170224,2017-02-24,manha
557,B4_CD202_NIRRIG_REPROD00003.asd,B4,CD202,nao_irrigado,20170224,2017-02-24,manha
558,B4_CD202_NIRRIG_REPROD00004.asd,B4,CD202,nao_irrigado,20170224,2017-02-24,manha
559,B4_CD202_NIRRIG_REPROD00005.asd,B4,CD202,nao_irrigado,20170224,2017-02-24,manha
560,B4_CD202_NIRRIG_REPROD00006.asd,B4,CD202,nao_irrigado,20170224,2017-02-24,manha
561,B4_CD202_NIRRIG_REPROD00007.asd,B4,CD202,nao_irrigado,20170224,2017-02-24,manha
562,B4_EMB48_IRRIG_REPROD00000.asd,B4,EMB48,irrigado,20170224,2017-02-24,manha
563,B4_EMB48_IRRIG_REPROD00001.asd,B4,EMB48,irrigado,20170224,2017-02-24,manha
564,B4_EMB48_IRRIG_REPROD00002.asd,B4,EMB48,irrigado,20170224,2017-02-24,manha
565,B4_EMB48_IRRIG_REPROD00003.asd,B4,EMB48,irrigado,20170224,2017-02-24,manha
566,B4_EMB48_IRRIG_REPROD00004.asd,B4,EMB48,irrigado,20170224,2017-02-24,manha
567,B4_EMB48_IRRIG_REPROD00005.asd,B4,EMB48,irrigado,20170224,2017-02-24,manha
568,B4_EMB48_IRRIG_REPROD00006.asd,B4,EMB48,irrigado,20170224,2017-02-24,manha
569,B4_EMB48_IRRIG_REPROD00007.asd,B4,EMB48,irrigado,20170224,2017-02-24,manha
570,B4_EMB48_NIRRIG_REPROD00000.asd,B4,EMB48,nao_irrigado,20170224,2017-02-24,manha
571,B4_EMB48_NIRRIG_REPROD00001.asd,B4,EMB48,nao_irrigado,20170224,2017-02-24,manha
572,B4_EMB48_NIRRIG_REPROD00002.asd,B4,EMB48,nao_irrigado,20170224,2017-02-24,manha
573,B4_EMB48_NIRRIG_REPROD00003.asd,B4,EMB48,nao_irrigado,20170224,2017-02-24,manha
574,B4_EMB48_NIRRIG_REPROD00004.asd,B4,EMB48,nao_irrigado,20170224,2017-02-24,manha
575,B4_EMB48_NIRRIG_REPROD00005.asd,B4,EMB48,nao_irrigado,20170224,2017-02-24,manha
576,B4_EMB48_NIRRIG_REPROD00006.asd,B4,EMB48,nao_irrigado,20170224,2017-02-24,manha
577,B4_EMB48_NIRRIG_REPROD00007.asd,B4,EMB48,nao_irrigado,20170224,2017-02-24,manha
578,B1_BR16_IRRIG_REPROD00000.asd,B1,BR16,irrigado,20170224,2017-02-24,tarde
579,B1_BR16_IRRIG_REPROD00001.asd,B1,BR16,irrigado,20170224,2017-02-24,tarde
580,B1_BR16_IRRIG_REPROD00002.asd,B1,BR16,irrigado,20170224,2017-02-24,tarde
581,B1_BR16_IRRIG_REPROD00003.asd,B1,BR16,irrigado,20170224,2017-02-24,tarde
582,B1_BR16_IRRIG_REPROD00004.asd,B1,BR16,irrigado,20170224,2017-02-24,tarde
583,B1_BR16_IRRIG_REPROD00005.asd,B1,BR16,irrigado,20170224,2017-02-24,tarde
584,B1_BR16_IRRIG_REPROD00006.asd,B1,BR16,irrigado,20170224,2017-02-24,tarde
585,B1_BR16_IRRIG_REPROD00007.asd,B1,BR16,irrigado,20170224,2017-02-24,tarde
586,B1_BR16_NIRRIG_REPROD00000.asd,B1,BR16,nao_irrigado,20170224,2017-02-24,tarde
587,B1_BR16_NIRRIG_REPROD00001.asd,B1,BR16,nao_irrigado,20170224,2017-02-24,tarde
588,B1_BR16_NIRRIG_REPROD00002.asd,B1,BR16,nao_irrigado,20170224,2017-02-24,tarde
589,B1_BR16_NIRRIG_REPROD00003.asd,B1,BR16,nao_irrigado,20170224,2017-02-24,tarde
590,B1_BR16_NIRRIG_REPROD00004.asd,B1,BR16,nao_irrigado,20170224,2017-02-24,tarde
591,B1_BR16_NIRRIG_REPROD00005.asd,B1,BR16,nao_irrigado,20170224,2017-02-24,tarde
592,B1_BR16_NIRRIG_REPROD00006.asd,B1,BR16,nao_irrigado,20170224,2017-02-24,tarde
593,B1_BR16_NIRRIG_REPROD00007.asd,B1,BR16,nao_irrigado,20170224,2017-02-24,tarde
594,B1_CD202_IRRIG_REPROD00000.asd,B1,CD202,irrigado,20170224,2017-02-24,tarde
595,B1_CD202_IRRIG_REPROD00001.asd,B1,CD202,irrigado,20170224,2017-02-24,tarde
596,B1_CD202_IRRIG_REPROD00002.asd,B1,CD202,irrigado,20170224,2017-02-24,tarde
597,B1_CD202_IRRIG_REPROD00003.asd,B1,CD202,irrigado,20170224,2017-02-24,tarde
598,B1_CD202_IRRIG_REPROD00004.asd,B1,CD202,irrigado,20170224,2017-02-24,tarde
599,B1_CD202_IRRIG_REPROD00005.asd,B1,CD202,irrigado,20170224,2017-02-24,tarde
600,B1_CD202_IRRIG_REPROD00006.asd,B1,CD202,irrigado,20170224,2017-02-24,tarde
601,B1_CD202_IRRIG_REPROD00007.asd,B1,CD202,irrigado,20170224,2017-02-24,tarde
602,B1_CD202_NIRRIG_REPROD00000.asd,B1,CD202,nao_irrigado,20170224,2017-02-24,tarde
603,B1_CD202_NIRRIG_REPROD00001.asd,B1,CD202,nao_irrigado,20170224,2017-02-24,tarde
604,B1_CD202_NIRRIG_REPROD00002.asd,B1,CD202,nao_irrigado,20170224,2017-02-24,tarde
605,B1_CD202_NIRRIG_REPROD00003.asd,B1,CD202,nao_irrigado,20170224,2017-02-24,tarde
606,B1_CD202_NIRRIG_REPROD00004.asd,B1,CD202,nao_irrigado,20170224,2017-02-24,tarde
607,B1_CD202_NIRRIG_REPROD00005.asd,B1,CD202,nao_irrigado,20170224,2017-02-24,tarde
608,B1_CD202_NIRRIG_REPROD00006.asd,B1,CD202,nao_irrigado,20170224,2017-02-24,tarde
609,B1_CD202_NIRRIG_REPROD00007.asd,B1,CD202,nao_irrigado,20170224,2017-02-24,tarde
610,B1_EMB48_IRRIG_REPROD00000.asd,B1,EMB48,irrigado,20170224,2017-02-24,tarde
611,B1_EMB48_IRRIG_REPROD00001.asd,B1,EMB48,irrigado,20170224,2017-02-24,tarde
612,B1_EMB48_IRRIG_REPROD00002.asd,B1,EMB48,irrigado,20170224,2017-02-24,tarde
613,B1_EMB48_IRRIG_REPROD00003.asd,B1,EMB48,irrigado,20170224,2017-02-24,tarde
614,B1_EMB48_IRRIG_REPROD00004.asd,B1,EMB48,irrigado,20170224,2017-02-24,tarde
615,B1_EMB48_IRRIG_REPROD00005.asd,B1,EMB48,irrigado,20170224,2017-02-24,tarde
616,B1_EMB48_IRRIG_REPROD00006.asd,B1,EMB48,irrigado,20170224,2017-02-24,tarde
617,B1_EMB48_IRRIG_REPROD00007.asd,B1,EMB48,irrigado,20170224,2017-02-24,tarde
618,B1_EMB48_NIRRIG_REPROD00000.asd,B1,EMB48,nao_irrigado,20170224,2017-02-24,tarde
619,B1_EMB48_NIRRIG_REPROD00001.asd,B1,EMB48,nao_irrigado,20170224,2017-02-24,tarde
620,B1_EMB48_NIRRIG_REPROD00002.asd,B1,EMB48,nao_irrigado,20170224,2017-02-24,tarde
621,B1_EMB48_NIRRIG_REPROD00003.asd,B1,EMB48,nao_irrigado,20170224,2017-02-24,tarde
622,B1_EMB48_NIRRIG_REPROD00004.asd,B1,EMB48,nao_irrigado,20170224,2017-02-24,tarde
623,B1_EMB48_NIRRIG_REPROD00005.asd,B1,EMB48,nao_irrigado,20170224,2017-02-24,tarde
624,B1_EMB48_NIRRIG_REPROD00006.asd,B1,EMB48,nao_irrigado,20170224,2017-02-24,tarde
625,B1_EMB48_NIRRIG_REPROD00007.asd,B1,EMB48,nao_irrigado,20170224,2017-02-24,tarde
626,B2_BR16_IRRIG_REPROD00000.asd,B2,BR16,irrigado,20170224,2017-02-24,tarde
627,B2_BR16_IRRIG_REPROD00001.asd,B2,BR16,irrigado,20170224,2017-02-24,tarde
628,B2_BR16_IRRIG_REPROD00002.asd,B2,BR16,irrigado,20170224,2017-02-24,tarde
629,B2_BR16_IRRIG_REPROD00003.asd,B2,BR16,irrigado,20170224,2017-02-24,tarde
630,B2_BR16_IRRIG_REPROD00004.asd,B2,BR16,irrigado,20170224,2017-02-24,tarde
631,B2_BR16_IRRIG_REPROD00005.asd,B2,BR16,irrigado,20170224,2017-02-24,tarde
632,B2_BR16_IRRIG_REPROD00006.asd,B2,BR16,irrigado,20170224,2017-02-24,tarde
633,B2_BR16_IRRIG_REPROD00007.asd,B2,BR16,irrigado,20170224,2017-02-24,tarde
634,B2_BR16_NIRRIG_REPROD00000.asd,B2,BR16,nao_irrigado,20170224,2017-02-24,tarde
635,B2_BR16_NIRRIG_REPROD00001.asd,B2,BR16,nao_irrigado,20170224,2017-02-24,tarde
636,B2_BR16_NIRRIG_REPROD00002.asd,B2,BR16,nao_irrigado,20170224,2017-02-24,tarde
637,B2_BR16_NIRRIG_REPROD00003.asd,B2,BR16,nao_irrigado,20170224,2017-02-24,tarde
638,B2_BR16_NIRRIG_REPROD00004.asd,B2,BR16,nao_irrigado,20170224,2017-02-24,tarde
639,B2_BR16_NIRRIG_REPROD00005.asd,B2,BR16,nao_irrigado,20170224,2017-02-24,tarde
640,B2_BR16_NIRRIG_REPROD00006.asd,B2,BR16,nao_irrigado,20170224,2017-02-24,tarde
641,B2_BR16_NIRRIG_REPROD00007.asd,B2,BR16,nao_irrigado,20170224,2017-02-24,tarde
642,B2_CD202_IRRIG_REPROD00000.asd,B2,CD202,irrigado,20170224,2017-02-24,tarde
643,B2_CD202_IRRIG_REPROD00001.asd,B2,CD202,irrigado,20170224,2017-02-24,tarde
644,B2_CD202_IRRIG_REPROD00002.asd,B2,CD202,irrigado,20170224,2017-02-24,tarde
645,B2_CD202_IRRIG_REPROD00003.asd,B2,CD202,irrigado,20170224,2017-02-24,tarde
646,B2_CD202_IRRIG_REPROD00004.asd,B2,CD202,irrigado,20170224,2017-02-24,tarde
647,B2_CD202_IRRIG_REPROD00005.asd,B2,CD202,irrigado,20170224,2017-02-24,tarde
648,B2_CD202_IRRIG_REPROD00006.asd,B2,CD202,irrigado,20170224,2017-02-24,tarde
649,B2_CD202_IRRIG_REPROD00007.asd,B2,CD202,irrigado,20170224,2017-02-24,tarde
650,B2_CD202_NIRRIG_REPROD00000.asd,B2,CD202,nao_irrigado,20170224,2017-02-24,tarde
651,B2_CD202_NIRRIG_REPROD00001.asd,B2,CD202,nao_irrigado,20170224,2017-02-24,tarde
652,B2_CD202_NIRRIG_REPROD00002.asd,B2,CD202,nao_irrigado,20170224,2017-02-24,tarde
653,B2_CD202_NIRRIG_REPROD00003.asd,B2,CD202,nao_irrigado,20170224,2017-02-24,tarde
654,B2_CD202_NIRRIG_REPROD00004.asd,B2,CD202,nao_irrigado,20170224,2017-02-24,tarde
655,B2_CD202_NIRRIG_REPROD00005.asd,B2,CD202,nao_irrigado,20170224,2017-02-24,tarde
656,B2_CD202_NIRRIG_REPROD00006.asd,B2,CD202,nao_irrigado,20170224,2017-02-24,tarde
657,B2_CD202_NIRRIG_REPROD00007.asd,B2,CD202,nao_irrigado,20170224,2017-02-24,tarde
658,B2_EMB48_IRRIG_REPROD00000.asd,B2,EMB48,irrigado,20170224,2017-02-24,tarde
659,B2_EMB48_IRRIG_REPROD00001.asd,B2,EMB48,irrigado,20170224,2017-02-24,tarde
660,B2_EMB48_IRRIG_REPROD00002.asd,B2,EMB48,irrigado,20170224,2017-02-24,tarde
661,B2_EMB48_IRRIG_REPROD00003.asd,B2,EMB48,irrigado,20170224,2017-02-24,tarde
662,B2_EMB48_IRRIG_REPROD00004.asd,B2,EMB48,irrigado,20170224,2017-02-24,tarde
663,B2_EMB48_IRRIG_REPROD00005.asd,B2,EMB48,irrigado,20170224,2017-02-24,tarde
664,B2_EMB48_IRRIG_REPROD00006.asd,B2,EMB48,irrigado,20170224,2017-02-24,tarde
665,B2_EMB48_IRRIG_REPROD00007.asd,B2,EMB48,irrigado,20170224,2017-02-24,tarde
666,B2_EMB48_NIRRIG_REPROD00000.asd,B2,EMB48,nao_irrigado,20170224,2017-02-24,tarde
667,B2_EMB48_NIRRIG_REPROD00001.asd,B2,EMB48,nao_irrigado,20170224,2017-02-24,tarde
668,B2_EMB48_NIRRIG_REPROD00002.asd,B2,EMB48,nao_irrigado,20170224,2017-02-24,tarde
669,B2_EMB48_NIRRIG_REPROD00003.asd,B2,EMB48,nao_irrigado,20170224,2017-02-24,tarde
670,B2_EMB48_NIRRIG_REPROD00004.asd,B2,EMB48,nao_irrigado,20170224,2017-02-24,tarde
671,B2_EMB48_NIRRIG_REPROD00005.asd,B2,EMB48,nao_irrigado,20170224,2017-02-24,tarde
672,B2_EMB48_NIRRIG_REPROD00006.asd,B2,EMB48,nao_irrigado,20170224,2017-02-24,tarde
673,B2_EMB48_NIRRIG_REPROD00007.asd,B2,EMB48,nao_irrigado,20170224,2017-02-24,tarde
674,B3_BR16_IRRIG_REPROD00000.asd,B3,BR16,irrigado,20170224,2017-02-24,tarde
675,B3_BR16_IRRIG_REPROD00001.asd,B3,BR16,irrigado,20170224,2017-02-24,tarde
676,B3_BR16_IRRIG_REPROD00002.asd,B3,BR16,irrigado,20170224,2017-02-24,tarde
677,B3_BR16_IRRIG_REPROD00003.asd,B3,BR16,irrigado,20170224,2017-02-24,tarde
678,B3_BR16_IRRIG_REPROD00004.asd,B3,BR16,irrigado,20170224,2017-02-24,tarde
679,B3_BR16_IRRIG_REPROD00005.asd,B3,BR16,irrigado,20170224,2017-02-24,tarde
680,B3_BR16_IRRIG_REPROD00006.asd,B3,BR16,irrigado,20170224,2017-02-24,tarde
681,B3_BR16_IRRIG_REPROD00007.asd,B3,BR16,irrigado,20170224,2017-02-24,tarde
682,B3_BR16_NIRRIG_REPROD00000.asd,B3,BR16,nao_irrigado,20170224,2017-02-24,tarde
683,B3_BR16_NIRRIG_REPROD00001.asd,B3,BR16,nao_irrigado,20170224,2017-02-24,tarde
684,B3_BR16_NIRRIG_REPROD00002.asd,B3,BR16,nao_irrigado,20170224,2017-02-24,tarde
685,B3_BR16_NIRRIG_REPROD00003.asd,B3,BR16,nao_irrigado,20170224,2017-02-24,tarde
686,B3_BR16_NIRRIG_REPROD00004.asd,B3,BR16,nao_irrigado,20170224,2017-02-24,tarde
687,B3_BR16_NIRRIG_REPROD00005.asd,B3,BR16,nao_irrigado,20170224,2017-02-24,tarde
688,B3_BR16_NIRRIG_REPROD00006.asd,B3,BR16,nao_irrigado,20170224,2017-02-24,tarde
689,B3_BR16_NIRRIG_REPROD00007.asd,B3,BR16,nao_irrigado,20170224,2017-02-24,tarde
690,B3_CD202_IRRIG_REPROD00000.asd,B3,CD202,irrigado,20170224,2017-02-24,tarde
691,B3_CD202_IRRIG_REPROD00001.asd,B3,CD202,irrigado,20170224,2017-02-24,tarde
692,B3_CD202_IRRIG_REPROD00002.asd,B3,CD202,irrigado,20170224,2017-02-24,tarde
693,B3_CD202_IRRIG_REPROD00003.asd,B3,CD202,irrigado,20170224,2017-02-24,tarde
694,B3_CD202_IRRIG_REPROD00004.asd,B3,CD202,irrigado,20170224,2017-02-24,tarde
695,B3_CD202_IRRIG_REPROD00005.asd,B3,CD202,irrigado,20170224,2017-02-24,tarde
696,B3_CD202_IRRIG_REPROD00006.asd,B3,CD202,irrigado,20170224,2017-02-24,tarde
697,B3_CD202_IRRIG_REPROD00007.asd,B3,CD202,irrigado,20170224,2017-02-24,tarde
698,B3_CD202_NIRRIG_REPROD00000.asd,B3,CD202,nao_irrigado,20170224,2017-02-24,tarde
699,B3_CD202_NIRRIG_REPROD00001.asd,B3,CD202,nao_irrigado,20170224,2017-02-24,tarde
700,B3_CD202_NIRRIG_REPROD00002.asd,B3,CD202,nao_irrigado,20170224,2017-02-24,tarde
701,B3_CD202_NIRRIG_REPROD00003.asd,B3,CD202,nao_irrigado,20170224,2017-02-24,tarde
702,B3_CD202_NIRRIG_REPROD00004.asd,B3,CD202,nao_irrigado,20170224,2017-02-24,tarde
703,B3_CD202_NIRRIG_REPROD00005.asd,B3,CD202,nao_irrigado,20170224,2017-02-24,tarde
704,B3_CD202_NIRRIG_REPROD00006.asd,B3,CD202,nao_irrigado,20170224,2017-02-24,tarde
705,B3_CD202_NIRRIG_REPROD00007.asd,B3,CD202,nao_irrigado,20170224,2017-02-24,tarde
706,B3_EMB48_IRRIG_REPROD00000.asd,B3,EMB48,irrigado,20170224,2017-02-24,tarde
707,B3_EMB48_IRRIG_REPROD00001.asd,B3,EMB48,irrigado,20170224,2017-02-24,tarde
708,B3_EMB48_IRRIG_REPROD00002.asd,B3,EMB48,irrigado,20170224,2017-02-24,tarde
709,B3_EMB48_IRRIG_REPROD00003.asd,B3,EMB48,irrigado,20170224,2017-02-24,tarde
710,B3_EMB48_IRRIG_REPROD00004.asd,B3,EMB48,irrigado,20170224,2017-02-24,tarde
711,B3_EMB48_IRRIG_REPROD00005.asd,B3,EMB48,irrigado,20170224,2017-02-24,tarde
712,B3_EMB48_IRRIG_REPROD00006.asd,B3,EMB48,irrigado,20170224,2017-02-24,tarde
713,B3_EMB48_IRRIG_REPROD00007.asd,B3,EMB48,irrigado,20170224,2017-02-24,tarde
714,B3_EMB48_NIRRIG_REPROD00000.asd,B3,EMB48,nao_irrigado,20170224,2017-02-24,tarde
715,B3_EMB48_NIRRIG_REPROD00001.asd,B3,EMB48,nao_irrigado,20170224,2017-02-24,tarde
716,B3_EMB48_NIRRIG_REPROD00002.asd,B3,EMB48,nao_irrigado,20170224,2017-02-24,tarde
717,B3_EMB48_NIRRIG_REPROD00003.asd,B3,EMB48,nao_irrigado,20170224,2017-02-24,tarde
718,B3_EMB48_NIRRIG_REPROD00004.asd,B3,EMB48,nao_irrigado,20170224,2017-02-24,tarde
719,B3_EMB48_NIRRIG_REPROD00005.asd,B3,EMB48,nao_irrigado,20170224,2017-02-24,tarde
720,B3_EMB48_NIRRIG_REPROD00006.asd,B3,EMB48,nao_irrigado,20170224,2017-02-24,tarde
721,B3_EMB48_NIRRIG_REPROD00007.asd,B3,EMB48,nao_irrigado,20170224,2017-02-24,tarde
722,B4_BR16_IRRIG_REPROD00000.asd,B4,BR16,irrigado,20170224,2017-02-24,tarde
723,B4_BR16_IRRIG_REPROD00001.asd,B4,BR16,irrigado,20170224,2017-02-24,tarde
724,B4_BR16_IRRIG_REPROD00002.asd,B4,BR16,irrigado,20170224,2017-02-24,tarde
725,B4_BR16_IRRIG_REPROD00003.asd,B4,BR16,irrigado,20170224,2017-02-24,tarde
726,B4_BR16_IRRIG_REPROD00004.asd,B4,BR16,irrigado,20170224,2017-02-24,tarde
727,B4_BR16_IRRIG_REPROD00005.asd,B4,BR16,irrigado,20170224,2017-02-24,tarde
728,B4_BR16_IRRIG_REPROD00006.asd,B4,BR16,irrigado,20170224,2017-02-24,tarde
729,B4_BR16_IRRIG_REPROD00007.asd,B4,BR16,irrigado,20170224,2017-02-24,tarde
730,B4_BR16_NIRRIG_REPROD00000.asd,B4,BR16,nao_irrigado,20170224,2017-02-24,tarde
731,B4_BR16_NIRRIG_REPROD00001.asd,B4,BR16,nao_irrigado,20170224,2017-02-24,tarde
732,B4_BR16_NIRRIG_REPROD00002.asd,B4,BR16,nao_irrigado,20170224,2017-02-24,tarde
733,B4_BR16_NIRRIG_REPROD00003.asd,B4,BR16,nao_irrigado,20170224,2017-02-24,tarde
734,B4_BR16_NIRRIG_REPROD00004.asd,B4,BR16,nao_irrigado,20170224,2017-02-24,tarde
735,B4_BR16_NIRRIG_REPROD00005.asd,B4,BR16,nao_irrigado,20170224,2017-02-24,tarde
736,B4_BR16_NIRRIG_REPROD00006.asd,B4,BR16,nao_irrigado,20170224,2017-02-24,tarde
737,B4_BR16_NIRRIG_REPROD00007.asd,B4,BR16,nao_irrigado,20170224,2017-02-24,tarde
738,B4_CD202_IRRIG_REPROD00000.asd,B4,CD202,irrigado,20170224,2017-02-24,tarde
739,B4_CD202_IRRIG_REPROD00001.asd,B4,CD202,irrigado,20170224,2017-02-24,tarde
740,B4_CD202_IRRIG_REPROD00002.asd,B4,CD202,irrigado,20170224,2017-02-24,tarde
741,B4_CD202_IRRIG_REPROD00003.asd,B4,CD202,irrigado,20170224,2017-02-24,tarde
742,B4_CD202_IRRIG_REPROD00004.asd,B4,CD202,irrigado,20170224,2017-02-24,tarde
743,B4_CD202_IRRIG_REPROD00005.asd,B4,CD202,irrigado,20170224,2017-02-24,tarde
744,B4_CD202_IRRIG_REPROD00006.asd,B4,CD202,irrigado,20170224,2017-02-24,tarde
745,B4_CD202_IRRIG_REPROD00007.asd,B4,CD202,irrigado,20170224,2017-02-24,tarde
746,B4_CD202_NIRRIG_REPROD00000.asd,B4,CD202,nao_irrigado,20170224,2017-02-24,tarde
747,B4_CD202_NIRRIG_REPROD00001.asd,B4,CD202,nao_irrigado,20170224,2017-02-24,tarde
748,B4_CD202_NIRRIG_REPROD00002.asd,B4,CD202,nao_irrigado,20170224,2017-02-24,tarde
749,B4_CD202_NIRRIG_REPROD00003.asd,B4,CD202,nao_irrigado,20170224,2017-02-24,tarde
750,B4_CD202_NIRRIG_REPROD00004.asd,B4,CD202,nao_irrigado,20170224,2017-02-24,tarde
751,B4_CD202_NIRRIG_REPROD00005.asd,B4,CD202,nao_irrigado,20170224,2017-02-24,tarde
752,B4_CD202_NIRRIG_REPROD00006.asd,B4,CD202,nao_irrigado,20170224,2017-02-24,tarde
753,B4_CD202_NIRRIG_REPROD00007.asd,B4,CD202,nao_irrigado,20170224,2017-02-24,tarde
754,B4_EMB48_IRRIG_REPROD00000.asd,B4,EMB48,irrigado,20170224,2017-02-24,tarde
755,B4_EMB48_IRRIG_REPROD00001.asd,B4,EMB48,irrigado,20170224,2017-02-24,tarde
756,B4_EMB48_IRRIG_REPROD00002.asd,B4,EMB48,irrigado,20170224,2017-02-24,tarde
757,B4_EMB48_IRRIG_REPROD00003.asd,B4,EMB48,irrigado,20170224,2017-02-24,tarde
758,B4_EMB48_IRRIG_REPROD00004.asd,B4,EMB48,irrigado,20170224,2017-02-24,tarde
759,B4_EMB48_IRRIG_REPROD00005.asd,B4,EMB48,irrigado,20170224,2017-02-24,tarde
760,B4_EMB48_IRRIG_REPROD00006.asd,B4,EMB48,irrigado,20170224,2017-02-24,tarde
761,B4_EMB48_IRRIG_REPROD00007.asd,B4,EMB48,irrigado,20170224,2017-02-24,tarde
762,B4_EMB48_NIRRIG_REPROD00000.asd,B4,EMB48,nao_irrigado,20170224,2017-02-24,tarde
763,B4_EMB48_NIRRIG_REPROD00001.asd,B4,EMB48,nao_irrigado,20170224,2017-02-24,tarde
764,B4_EMB48_NIRRIG_REPROD00002.asd,B4,EMB48,nao_irrigado,20170224,2017-02-24,tarde
765,B4_EMB48_NIRRIG_REPROD00003.asd,B4,EMB48,nao_irrigado,20170224,2017-02-24,tarde
766,B4_EMB48_NIRRIG_REPROD00004.asd,B4,EMB48,nao_irrigado,20170224,2017-02-24,tarde
767,B4_EMB48_NIRRIG_REPROD00005.asd,B4,EMB48,nao_irrigado,20170224,2017-02-24,tarde
768,B4_EMB48_NIRRIG_REPROD00006.asd,B4,EMB48,nao_irrigado,20170224,2017-02-24,tarde
