dia,banda,comprimento_onda_nm,status,ranking
dia2,band_946,946,Rejeitado,1669
dia2,band_947,947,Rejeitado,1669
dia2,band_948,948,Rejeitado,1394
dia2,band_949,949,Rejeitado,1171
dia2,band_950,950,Rejeitado,1669
dia2,band_951,951,Rejeitado,785
dia2,band_952,952,Rejeitado,1171
dia2,band_953,953,Rejeitado,1669
dia2,band_954,954,Rejeitado,785
dia2,band_955,955,Rejeitado,1669
dia2,band_956,956,Rejeitado,1394
dia2,band_957,957,Rejeitado,1669
dia2,band_958,958,Rejeitado,1669
dia2,band_959,959,Rejeitado,935
dia2,band_960,960,Rejeitado,1669
dia2,band_961,961,Rejeitado,1171
dia2,band_962,962,Rejeitado,1394
dia2,band_963,963,Rejeitado,1394
dia2,band_964,964,Rejeitado,1669
dia2,band_965,965,Rejeitado,1669
dia2,band_966,966,Rejeitado,1171
dia2,band_967,967,Rejeitado,1171
dia2,band_968,968,Rejeitado,1171
dia2,band_969,969,Rejeitado,374
dia2,band_970,970,Rejeitado,785
dia2,band_971,971,Rejeitado,988
dia2,band_972,972,Rejeitado,1669
dia2,band_973,973,Rejeitado,935
dia2,band_974,974,Rejeitado,1669
dia2,band_975,975,Rejeitado,452
dia2,band_976,976,Rejeitado,1669
dia2,band_977,977,Rejeitado,632
dia2,band_978,978,Rejeitado,1669
dia2,band_979,979,Rejeitado,1171
dia2,band_980,980,Rejeitado,536
dia2,band_981,981,Rejeitado,1669
dia2,band_982,982,Rejeitado,1669
dia2,band_983,983,Rejeitado,1669
dia2,band_984,984,Rejeitado,935
dia2,band_985,985,Rejeitado,1171
dia2,band_986,986,Rejeitado,1669
dia2,band_987,987,Rejeitado,1669
dia2,band_988,988,Rejeitado,785
dia2,band_989,989,Rejeitado,1669
dia2,band_990,990,Rejeitado,1669
dia2,band_991,991,Rejeitado,1394
dia2,band_992,992,Rejeitado,1669
dia2,band_993,993,Rejeitado,1669
dia2,band_994,994,Rejeitado,1394
dia2,band_995,995,Rejeitado,935
dia2,band_996,996,Rejeitado,785
dia2,band_997,997,Rejeitado,1669
dia2,band_998,998,Rejeitado,785
dia2,band_999,999,Rejeitado,1669
dia2,band_1000,1000,Rejeitado,1171
dia2,band_1001,1001,Rejeitado,1669
dia2,band_1002,1002,Rejeitado,1669
dia2,band_1003,1003,Rejeitado,632
dia2,band_1004,1004,Rejeitado,1669
dia2,band_1005,1005,Rejeitado,536
dia2,band_1006,1006,Rejeitado,1669
dia2,band_1007,1007,Rejeitado,434
dia2,band_1008,1008,Rejeitado,1171
dia2,band_1009,1009,Rejeitado,1669
dia2,band_1010,1010,Rejeitado,785
dia2,band_1011,1011,Rejeitado,1669
dia2,band_1012,1012,Rejeitado,1171
dia2,band_1013,1013,Rejeitado,1669
dia2,band_1014,1014,Rejeitado,1669
dia2,band_1015,1015,Rejeitado,1394
dia2,band_1016,1016,Rejeitado,785
dia2,band_1017,1017,Rejeitado,536
dia2,band_1018,1018,Rejeitado,1669
dia2,band_1019,1019,Rejeitado,536
dia2,band_1020,1020,Rejeitado,1669
dia2,band_1021,1021,Rejeitado,1171
dia2,band_1022,1022,Rejeitado,1394
dia2,band_1023,1023,Rejeitado,444
dia2,band_1024,1024,Rejeitado,1669
dia2,band_1025,1025,Rejeitado,1171
dia2,band_1026,1026,Rejeitado,1171
dia2,band_1027,1027,Rejeitado,935
dia2,band_1028,1028,Rejeitado,672
dia2,band_1029,1029,Rejeitado,1394
dia2,band_1030,1030,Rejeitado,1669
dia2,band_1031,1031,Rejeitado,785
dia2,band_1032,1032,Rejeitado,1394
dia2,band_1033,1033,Rejeitado,935
dia2,band_1034,1034,Rejeitado,935
dia2,band_1035,1035,Rejeitado,1171
dia2,band_1036,1036,Rejeitado,1171
dia2,band_1037,1037,Rejeitado,1669
dia2,band_1038,1038,Rejeitado,1171
dia2,band_1039,1039,Rejeitado,1171
dia2,band_1040,1040,Rejeitado,463
dia2,band_1041,1041,Rejeitado,785
dia2,band_1042,1042,Rejeitado,1171
dia2,band_1043,1043,Rejeitado,396
dia2,band_1044,1044,Rejeitado,536
dia2,band_1045,1045,Rejeitado,536
dia2,band_1046,1046,Rejeitado,1669
dia2,band_1047,1047,Rejeitado,785
dia2,band_1048,1048,Rejeitado,935
dia2,band_1049,1049,Rejeitado,1171
dia2,band_1050,1050,Rejeitado,785
dia2,band_1051,1051,Rejeitado,1669
dia2,band_1052,1052,Rejeitado,1669
