condicao,banda,comprimento_onda_nm,media_reflectancia,desvio_padrao,n
IRR,band_1800,1800,0.3311969086061921,0.01579854829268295,72
IRR,band_1801,1801,0.33117891705581,0.01580028360725818,72
IRR,band_1802,1802,0.33116394821101125,0.0158018557365243,72
IRR,band_1803,1803,0.3311506122507945,0.015803856868617915,72
IRR,band_1804,1804,0.3311392527110788,0.015805653021912912,72
IRR,band_1805,1805,0.331129085068647,0.015807231561686366,72
IRR,band_1806,1806,0.33111950918864363,0.0158090018734789,72
IRR,band_1807,1807,0.3311097645856016,0.01581049905801901,72
IRR,band_1808,1808,0.3310980633560427,0.015811318122552428,72
IRR,band_1809,1809,0.33108299212707043,0.015811492924610055,72
IRR,band_1810,1810,0.3310633842830485,0.015811312770569373,72
IRR,band_1811,1811,0.3310380291726174,0.01581117018455724,72
IRR,band_1812,1812,0.3310068120494871,0.015810349339135894,72
IRR,band_1813,1813,0.33096900562969167,0.015809018658525856,72
IRR,band_1814,1814,0.3309253174724942,0.015806700959324477,72
IRR,band_1815,1815,0.33087484333685624,0.01580336007422157,72
IRR,band_1816,1816,0.3308168985294149,0.015799950652048672,72
IRR,band_1817,1817,0.33075075913736907,0.015796654906556157,72
IRR,band_1818,1818,0.3306746422386264,0.015793182087235246,72
IRR,band_1819,1819,0.33058775600420626,0.015789596716144938,72
IRR,band_1820,1820,0.33049098811946814,0.015786521680962853,72
IRR,band_1821,1821,0.3303836779342574,0.015783680177898007,72
IRR,band_1822,1822,0.3302645631697039,0.015781474448915863,72
IRR,band_1823,1823,0.3301324677314376,0.015779198184461236,72
IRR,band_1824,1824,0.3299842806407769,0.015775584912429797,72
IRR,band_1825,1825,0.32982074360804786,0.015769695462049385,72
IRR,band_1826,1826,0.3295996086614972,0.01577359191753784,72
IRR,band_1827,1827,0.3294220451741484,0.015759817280591188,72
IRR,band_1828,1828,0.32926975435566125,0.015733082198338764,72
IRR,band_1829,1829,0.32912831575726476,0.015703484199153437,72
IRR,band_1830,1830,0.3289812966338564,0.015680928411681956,72
IRR,band_1831,1831,0.328812572342845,0.015670783704144785,72
IRR,band_1832,1832,0.32860433606979683,0.01567340840683723,72
IRR,band_1833,1833,0.32834177318632274,0.015682007662788326,72
IRR,band_1834,1834,0.328009615129711,0.0156860508734473,72
IRR,band_1835,1835,0.3275947469526532,0.015674515312168475,72
IRR,band_1836,1836,0.32708804952638776,0.015641078215540498,72
IRR,band_1837,1837,0.3265852911813425,0.015622161631752684,72
IRR,band_1838,1838,0.32603894451452153,0.015601766497762314,72
IRR,band_1839,1839,0.3254454625536141,0.015579800812239137,72
IRR,band_1840,1840,0.32480124222746937,0.015556158198655218,72
IRR,band_1841,1841,0.32410373367782735,0.01553037318178855,72
IRR,band_1842,1842,0.32335001040479344,0.015501690722748125,72
