feature,tipo,feature_legenda,dia,condicao,media,desvio_padrao,n
band_380,banda,380 nm,dia3,NIRR,0.074748480362058,0.0025914154329279384,12
band_380,banda,380 nm,dia4,NIRR,0.07563716827993555,0.006973618746894609,12
band_380,banda,380 nm,dia5,NIRR,0.07364298570988002,0.005732668087954879,12
band_380,banda,380 nm,dia6,NIRR,0.07384058533312068,0.0035457233356848976,12
band_380,banda,380 nm,dia9,NIRR,0.07064106307711793,0.004956910139273598,12
band_381,banda,381 nm,dia2,IRR,0.08481885165128118,0.00395548320144217,12
band_381,banda,381 nm,dia3,IRR,0.09639423067389608,0.010038547925199183,12
band_381,banda,381 nm,dia4,IRR,0.12044582787504732,0.01713825102763924,12
band_381,banda,381 nm,dia5,IRR,0.12018203863302002,0.020162568640516326,12
band_381,banda,381 nm,dia6,IRR,0.12474818131935207,0.00878195305142864,12
band_381,banda,381 nm,dia9,IRR,0.09547405614853104,0.013279305928572668,12
band_381,banda,381 nm,dia2,NIRR,0.07909202285718459,0.0035103129390810636,12
band_381,banda,381 nm,dia3,NIRR,0.07395339112732033,0.0026640208883745497,12
band_381,banda,381 nm,dia4,NIRR,0.07499308919934917,0.006934881858365568,12
band_381,banda,381 nm,dia5,NIRR,0.07278402672048727,0.005482628911067738,12
band_381,banda,381 nm,dia6,NIRR,0.07326666553911418,0.0035477685115930693,12
band_381,banda,381 nm,dia9,NIRR,0.0701933944168051,0.004891290656342817,12
band_382,banda,382 nm,dia2,IRR,0.08399714837846028,0.003958822482841711,12
band_382,banda,382 nm,dia3,IRR,0.0953582496974638,0.009920198018118255,12
band_382,banda,382 nm,dia4,IRR,0.11928122708413913,0.016819421531038388,12
band_382,banda,382 nm,dia5,IRR,0.11878962630687655,0.019810412268687873,12
band_382,banda,382 nm,dia6,IRR,0.12352896096205111,0.008669918955360541,12
band_382,banda,382 nm,dia9,IRR,0.09446575466913691,0.01297064700827518,12
band_382,banda,382 nm,dia2,NIRR,0.07838060525424874,0.003413966034205463,12
band_382,banda,382 nm,dia3,NIRR,0.07320084537813887,0.002723183751184554,12
band_382,banda,382 nm,dia4,NIRR,0.07434551079729294,0.006880038989798424,12
band_382,banda,382 nm,dia5,NIRR,0.0719582757224252,0.005256063445475115,12
band_382,banda,382 nm,dia6,NIRR,0.07263490814657282,0.0035206701966744645,12
band_382,banda,382 nm,dia9,NIRR,0.06943041442004781,0.004818862033401651,12
band_383,banda,383 nm,dia2,IRR,0.08320836137008501,0.003961534647387557,12
band_383,banda,383 nm,dia3,IRR,0.09439580666528936,0.009758071608130307,12
band_383,banda,383 nm,dia4,IRR,0.11813112655356849,0.01648212196188443,12
band_383,banda,383 nm,dia5,IRR,0.11754387385315458,0.01945364337006718,12
band_383,banda,383 nm,dia6,IRR,0.12235574187192295,0.00856470995714937,12
band_383,banda,383 nm,dia9,IRR,0.09341127351237842,0.012752565862520852,12
band_383,banda,383 nm,dia2,NIRR,0.07770330741461073,0.0033523330323171952,12
band_383,banda,383 nm,dia3,NIRR,0.07253518734943597,0.0027425216905532608,12
band_383,banda,383 nm,dia4,NIRR,0.07371060818772092,0.006795335253217768,12
band_383,banda,383 nm,dia5,NIRR,0.07127323370294787,0.005108716344322753,12
band_383,banda,383 nm,dia6,NIRR,0.07201154791637836,0.003619693071845318,12
band_383,banda,383 nm,dia9,NIRR,0.06856283371102537,0.004677927086171742,12
band_384,banda,384 nm,dia2,IRR,0.08247337638717593,0.003907831237533498,12
band_384,banda,384 nm,dia3,IRR,0.09344847842928859,0.009542089002512376,12
band_384,banda,384 nm,dia4,IRR,0.1169924809880788,0.016192162618551553,12
band_384,banda,384 nm,dia5,IRR,0.1164605974470731,0.01919677644213979,12
band_384,banda,384 nm,dia6,IRR,0.12124842587709204,0.008361285576682611,12
band_384,banda,384 nm,dia9,IRR,0.09258532179708441,0.012840195461089231,12
band_384,banda,384 nm,dia2,NIRR,0.0770459552540335,0.003283713211314748,12
band_384,banda,384 nm,dia3,NIRR,0.07191811366637103,0.002754202846328333,12
band_384,banda,384 nm,dia4,NIRR,0.07313448405199238,0.006695527763257314,12
band_384,banda,384 nm,dia5,NIRR,0.0707564143974833,0.005013590427135661,12
band_384,banda,384 nm,dia6,NIRR,0.0714839279689238,0.0037713944935347733,12
band_384,banda,384 nm,dia9,NIRR,0.06800111700229473,0.0044384920328744935,12
band_385,banda,385 nm,dia2,IRR,0.08171741794678776,0.0038316291086653697,12
band_385,banda,385 nm,dia3,IRR,0.09259127861875764,0.009404405411304238,12
band_385,banda,385 nm,dia4,IRR,0.11593150477295305,0.016037182307523247,12
band_385,banda,385 nm,dia5,IRR,0.11543088647207889,0.019096911057941573,12
band_385,banda,385 nm,dia6,IRR,0.12014731684693382,0.008147377613891834,12
band_385,banda,385 nm,dia9,IRR,0.09172454387032213,0.012825736458197247,12
band_385,banda,385 nm,dia2,NIRR,0.07637946526107829,0.0031903562276873573,12
band_385,banda,385 nm,dia3,NIRR,0.07140925124197042,0.0028001841438478913,12
band_385,banda,385 nm,dia4,NIRR,0.07264398719275093,0.006621379711225559,12
band_385,banda,385 nm,dia5,NIRR,0.07032346662105442,0.004944625421808136,12
band_385,banda,385 nm,dia6,NIRR,0.07089740221021558,0.003747887062438769,12
band_385,banda,385 nm,dia9,NIRR,0.06752754677174816,0.004336322395853484,12
band_386,banda,386 nm,dia2,IRR,0.08102903508609612,0.0037057349518694696,12
band_386,banda,386 nm,dia3,IRR,0.09181533604155075,0.009335659426429688,12
band_386,banda,386 nm,dia4,IRR,0.11483823641173346,0.015936663939027002,12
band_386,banda,386 nm,dia5,IRR,0.11441169954043241,0.019067419326317548,12
band_386,banda,386 nm,dia6,IRR,0.11913288139208054,0.008010247948201661,12
band_386,banda,386 nm,dia9,IRR,0.0910705021711365,0.012735850175237557,12
band_386,banda,386 nm,dia2,NIRR,0.07578443399428215,0.003110086687938262,12
band_386,banda,386 nm,dia3,NIRR,0.0709658518705668,0.0027518829974545315,12
band_386,banda,386 nm,dia4,NIRR,0.0720954579960043,0.006613003767255287,12
band_386,banda,386 nm,dia5,NIRR,0.06990814750706649,0.0049485164782682705,12
band_386,banda,386 nm,dia6,NIRR,0.07036404576682494,0.0036666587162795744,12
band_386,banda,386 nm,dia9,NIRR,0.06721033457568458,0.004294316562048127,12
band_387,banda,387 nm,dia2,IRR,0.0804089640630569,0.0035684886519768127,12
band_387,banda,387 nm,dia3,IRR,0.09111767737689419,0.009257187433498787,12
band_387,banda,387 nm,dia4,IRR,0.11369277900737701,0.015809832472871998,12
band_387,banda,387 nm,dia5,IRR,0.1134035709032179,0.019032315949615453,12
band_387,banda,387 nm,dia6,IRR,0.11823664414829582,0.007964020392878513,12
band_387,banda,387 nm,dia9,IRR,0.09058897767492878,0.01265442595766733,12
band_387,banda,387 nm,dia2,NIRR,0.07526768236117491,0.0030826078264075372,12
band_387,banda,387 nm,dia3,NIRR,0.07056870943174279,0.0026486569642450238,12
band_387,banda,387 nm,dia4,NIRR,0.07147332896058523,0.006639004049496814,12
band_387,banda,387 nm,dia5,NIRR,0.06948057676977172,0.005021112214706637,12
band_387,banda,387 nm,dia6,NIRR,0.06994162157903816,0.003561375933185756,12
band_387,banda,387 nm,dia9,NIRR,0.06695947564908519,0.0042661472508703285,12
band_388,banda,388 nm,dia2,IRR,0.07978714525092974,0.003478913430069434,12
band_388,banda,388 nm,dia3,IRR,0.09052544902370835,0.0091069046258997,12
band_388,banda,388 nm,dia4,IRR,0.11261539533766868,0.01572957596477361,12
band_388,banda,388 nm,dia5,IRR,0.11242504662514267,0.01889329803354017,12
band_388,banda,388 nm,dia6,IRR,0.11736323151883553,0.007945024232421006,12
band_388,banda,388 nm,dia9,IRR,0.09015212358151448,0.012577256955990544,12
band_388,banda,388 nm,dia2,NIRR,0.07477898330978894,0.0030806736861565226,12
band_388,banda,388 nm,dia3,NIRR,0.07024190114347324,0.0025923461615566697,12
band_388,banda,388 nm,dia4,NIRR,0.07090317348170246,0.006648855769636353,12
band_388,banda,388 nm,dia5,NIRR,0.06904378582361485,0.00509457298622585,12
band_388,banda,388 nm,dia6,NIRR,0.06955728938327295,0.0034174285408144927,12
