dia,condicao,banda,comprimento_onda_nm,media_reflectancia,desvio_padrao,n
dia2,IRR,band_687,687,0.055879074818407946,0.002866200414651902,12
dia2,IRR,band_688,688,0.05681123311408116,0.0029735463287327373,12
dia2,IRR,band_689,689,0.057982824907982955,0.0031255064990532147,12
dia2,IRR,band_690,690,0.05948582258976682,0.003338411340223689,12
dia2,IRR,band_691,691,0.06142194269245204,0.00363340503448103,12
dia2,IRR,band_692,692,0.06389706816279801,0.004022404266282393,12
dia2,IRR,band_693,693,0.06701303548330799,0.004509417967123965,12
dia2,IRR,band_694,694,0.07085837246197584,0.005091944720229294,12
dia2,IRR,band_695,695,0.07550494872225819,0.005758201432731315,12
dia2,IRR,band_696,696,0.08100182223938526,0.006488700574341938,12
dia2,IRR,band_697,697,0.08736688345493195,0.007259147734374791,12
dia2,IRR,band_698,698,0.09458567701642379,0.00804303208591255,12
dia2,IRR,band_699,699,0.10261409608415938,0.008811891698028292,12
dia2,IRR,band_700,700,0.11137747620903209,0.009543173088124489,12
dia2,IRR,band_701,701,0.12077944763536415,0.01022127169735171,12
dia2,IRR,band_702,702,0.1307165569763287,0.010830888784838651,12
dia2,IRR,band_703,703,0.14108107081707114,0.011363906058260428,12
dia2,IRR,band_704,704,0.15177067856944407,0.011816657395607468,12
dia2,IRR,band_705,705,0.16269718000685568,0.01218854947450901,12
dia2,IRR,band_706,706,0.17379017805362298,0.012484287709658988,12
dia2,IRR,band_707,707,0.18499075070145363,0.01270954790661527,12
dia2,IRR,band_708,708,0.19625320266862334,0.01287026096097489,12
dia2,IRR,band_709,709,0.20754143386635515,0.01297238216129922,12
dia2,IRR,band_710,710,0.21882206224531783,0.013022776260677568,12
dia2,IRR,band_711,711,0.23006650334807732,0.013029027103756582,12
dia2,IRR,band_712,712,0.24124829265686923,0.012997505028855534,12
dia2,IRR,band_713,713,0.25233834510552405,0.012933263292898982,12
dia2,IRR,band_714,714,0.2633113301548944,0.012842662934910697,12
dia2,IRR,band_715,715,0.2741421465313092,0.012730832759269242,12
dia2,IRR,band_716,716,0.284805875291749,0.01260331778446448,12
dia2,IRR,band_717,717,0.2952811711768209,0.01246757774721587,12
dia2,IRR,band_718,718,0.30554288184328676,0.012329935728917598,12
dia2,IRR,band_719,719,0.3155690802563892,0.012194876200902906,12
dia2,IRR,band_720,720,0.3253391383050586,0.012066242819995602,12
dia2,IRR,band_721,721,0.3348310499392495,0.011949403488557307,12
dia2,IRR,band_722,722,0.3440266234896392,0.011849839806591276,12
dia2,IRR,band_723,723,0.35290866330151965,0.01177212518568622,12
dia2,IRR,band_724,724,0.36146026217947824,0.011721877317429073,12
dia2,IRR,band_725,725,0.3696715590371056,0.011699218490193357,12
dia2,IRR,band_726,726,0.377535683694099,0.011704723564013256,12
dia2,IRR,band_727,727,0.3850474488994482,0.011740585883286194,12
dia2,IRR,band_728,728,0.3921943831645887,0.011804033395496075,12
dia2,IRR,band_729,729,0.3989716703556925,0.011891891525872354,12
dia2,IRR,band_730,730,0.40538499073764056,0.012001215913631971,12
dia2,IRR,band_731,731,0.41144421870092845,0.012130847977295384,12
dia2,IRR,band_732,732,0.4171584375097041,0.01227804627034875,12
dia2,IRR,band_733,733,0.4225375672295175,0.012439887621086157,12
dia2,IRR,band_734,734,0.42759189712796114,0.012613842841909173,12
dia2,IRR,band_735,735,0.4323366881835949,0.012797206865567673,12
dia2,IRR,band_736,736,0.43677720061120934,0.012987469180732299,12
dia2,IRR,band_737,737,0.44092137172444384,0.013181631940499459,12
dia2,IRR,band_738,738,0.44477824738369226,0.013376085118006809,12
dia2,IRR,band_739,739,0.44835658007735923,0.013570671007469223,12
dia2,IRR,band_740,740,0.4516723961023195,0.01376453145699655,12
dia2,IRR,band_741,741,0.4547427048824369,0.013955608892086323,12
dia2,IRR,band_742,742,0.4575783365206541,0.014141672855148751,12
dia2,IRR,band_743,743,0.4601921882980604,0.014320704489719,12
dia2,IRR,band_744,744,0.46259377106340754,0.01449290354658243,12
dia2,IRR,band_745,745,0.4647884367389849,0.01465876392306721,12
dia2,IRR,band_746,746,0.4667788554792766,0.014816594407632267,12
dia2,IRR,band_747,747,0.4685776555203336,0.014966247059727088,12
dia2,IRR,band_748,748,0.4702006515943212,0.015107942222860282,12
dia2,IRR,band_749,749,0.4716619243474242,0.015241695114875881,12
dia2,IRR,band_750,750,0.47297762173806196,0.015366182289998946,12
