dia,comprimento_onda_nm,ratio_media,ratio_std,n_pares
dia3,2124,1.135744191992701,0.09122368326091931,12
dia3,2125,1.1353111828727533,0.09096710578429723,12
dia3,2126,1.134882639025273,0.0907097795770107,12
dia3,2127,1.134459079259077,0.09045095011616198,12
dia3,2128,1.1340410174308897,0.09019327386876486,12
dia3,2129,1.133626798122455,0.08993772324959332,12
dia3,2130,1.1332178433895388,0.08968470575016335,12
dia3,2131,1.1328155487136344,0.08943508462458256,12
dia3,2132,1.1324162966451385,0.08918884928622633,12
dia3,2133,1.1320206938298332,0.08894433421762803,12
dia3,2134,1.1316288366258356,0.08869984503113536,12
dia3,2135,1.131240297139706,0.0884622655442608,12
dia3,2136,1.130855092252678,0.08823139825791702,12
dia3,2137,1.1304757109061694,0.0880081162620753,12
dia3,2138,1.13010389319491,0.08779588844558885,12
dia3,2139,1.1297365067190672,0.08758863443531902,12
dia3,2140,1.1293752642827755,0.08738315474104891,12
dia3,2141,1.1290190865681107,0.08718021181743764,12
dia3,2142,1.1286646602825587,0.08698051649485178,12
dia3,2143,1.1283148807072099,0.08678243870073844,12
dia3,2144,1.1279686774126378,0.08658748151952457,12
dia3,2145,1.1276258520711027,0.08640048618569299,12
dia3,2146,1.127289018308873,0.08621721619820033,12
dia3,2147,1.1269564479645355,0.08603875599866113,12
dia3,2148,1.1266262507753249,0.0858660136344823,12
dia3,2149,1.126298545010162,0.08569408679390475,12
dia3,2150,1.1259774644592053,0.08552098469677037,12
dia3,2151,1.125661032855153,0.08534823364238202,12
dia3,2152,1.1253519826296836,0.08518200775445653,12
dia3,2153,1.1250542846953648,0.08502178569418707,12
dia3,2154,1.1247637792343903,0.08486588915322091,12
dia3,2155,1.1244782420097206,0.08471460129759165,12
dia3,2156,1.1242055233362211,0.08456696808239637,12
dia3,2157,1.1239410487632422,0.08442319498732957,12
dia3,2158,1.1236800560251738,0.0842846807958601,12
dia3,2159,1.1234206095849155,0.084152737146896,12
dia3,2160,1.1231615475971934,0.08402295878235715,12
dia3,2161,1.1228985327119334,0.08389526695657182,12
dia3,2162,1.122635150523205,0.08377243959747385,12
dia3,2163,1.1223723362488682,0.08365175352131003,12
dia3,2164,1.1221086722718132,0.08353176649224979,12
dia3,2165,1.1218453055253812,0.08341106834293432,12
