genotype,date_iso,date_label,source_rank,class_rank,direction_label,wavelength,morning_count,afternoon_count,morning_mean_reflectance,afternoon_mean_reflectance,morning_std_reflectance,afternoon_std_reflectance,diff_morning_minus_afternoon,abs_diff,pct_diff_vs_morning,vip,cohen_d,q_value,combined_score
CD202,2017-03-02,02/03/2017,9,9,irrigado,1657,68,64,0.3889521538506727,0.39284579949944903,0.03125399357279974,0.012150078009087252,-0.0038936456487763116,0.0038936456487763116,-1.001060313004763,1.4537103712,1.4838718242,1.0353097084e-164,6.1856770629
CD202,2017-03-02,02/03/2017,10,10,irrigado,1652,68,64,0.38859914310885973,0.39232865834024194,0.031323787600357936,0.012139107732088171,-0.0037295152313822078,0.0037295152313822078,-0.9597332617734169,1.3658062069,1.5593458412,4.6649864823e-179,6.1384787064
CD202,2017-03-02,02/03/2017,11,1,nao_irrigado,1924,68,64,0.08177802780777885,0.06888629535719017,0.01492149586190279,0.005940423432163348,0.01289173245058868,0.01289173245058868,15.764298548371695,1.2793988868,-1.9937255058,2.1672729275e-258,8.0327963516
CD202,2017-03-02,02/03/2017,12,2,nao_irrigado,1923,68,64,0.08173413634932881,0.06881831621784765,0.014865369280946068,0.005948845356296608,0.012915820131481168,0.012915820131481168,15.802234792424317,1.3148501309,-1.9496079354,1.2659483932e-249,7.9691965372
CD202,2017-03-02,02/03/2017,13,3,nao_irrigado,2279,68,64,0.24548034643172395,0.2329400570606247,0.03111770017143066,0.015305160447585231,0.012540289371099245,0.012540289371099245,5.108469803543766,1.6992624471,-1.5671708898,3.244282072e-180,7.9432984786
CD202,2017-03-02,02/03/2017,14,4,nao_irrigado,2280,68,64,0.24499612817027405,0.23242664913110728,0.031153916987263403,0.01533381706655828,0.012569479039166775,0.012569479039166775,5.130480686793098,1.6419253399,-1.6171442115,9.0643940911e-190,7.9176113549
CD202,2017-03-02,02/03/2017,15,5,nao_irrigado,1427,68,64,0.24034471743884034,0.2240717028052461,0.029862791557323087,0.011542370847907052,0.016273014633594235,0.016273014633594235,6.770697857228825,1.3630282245,-1.8934627205,1.4045805978e-237,7.8887210661
CD202,2017-03-02,02/03/2017,16,6,nao_irrigado,1428,68,64,0.23989684447113438,0.22369028275461073,0.029924771847367256,0.011541863010681606,0.016206561716523654,0.016206561716523654,6.755637720976239,1.3613801823,-1.8934491622,1.3993657901e-237,7.8799858925
CD202,2017-03-02,02/03/2017,17,7,nao_irrigado,1426,68,64,0.24086289041613085,0.22452552288965402,0.029795132251499476,0.011531924660338892,0.016337367526476826,0.016337367526476826,6.78284956983257,1.3640022684,-1.8907849156,4.1486289918e-237,7.8797142082
CD202,2017-03-02,02/03/2017,18,8,nao_irrigado,1429,68,64,0.23952335357466842,0.22337065650512714,0.029991179299303287,0.011533388803986473,0.016152697069541283,0.016152697069541283,6.74368358177896,1.3594343382,-1.8940449776,1.0362366145e-237,7.8732838884
CD202,2017-03-02,02/03/2017,19,9,nao_irrigado,1430,68,64,0.23920747298400724,0.2231290499901491,0.03006503773233121,0.011536935123441987,0.016078422993858144,0.016078422993858144,6.7215387518152925,1.3574309308,-1.8955089432,6.8020496358e-238,7.8690939613
CD202,2017-03-02,02/03/2017,20,10,nao_irrigado,1425,68,64,0.2414419562376952,0.22506319441653957,0.029734734585307517,0.011538379307693048,0.016378761821155635,0.016378761821155635,6.783726439422584,1.3647469655,-1.8869388077,2.2009120353e-236,7.8624384994
EMB48,2017-02-23,23/02/2017,1,1,irrigado,1660,64,64,0.3859222284362906,0.4027741755593253,0.009340040178977514,0.021764726000627458,-0.016851947123034727,0.016851947123034727,-4.366669209834517,1.5902408821,1.4297926393,5.6244713303e-155,6.6189286746
EMB48,2017-02-23,23/02/2017,2,2,irrigado,1659,64,64,0.38589022597313766,0.40275188868401257,0.009338940837073987,0.021772747021539307,-0.016861662710874914,0.016861662710874914,-4.369549052027215,1.5599149139,1.4576342588,5.4712963742e-160,6.6076822732
EMB48,2017-02-23,23/02/2017,3,3,irrigado,1654,64,64,0.38559524989097577,0.4024815243967159,0.009333660142531232,0.02179886831922392,-0.01688627450574015,0.01688627450574015,-4.379274514018163,1.4421700899,1.5624596437,2.1531956457e-179,6.5559239513
EMB48,2017-02-23,23/02/2017,4,4,irrigado,1661,64,64,0.3859455803905849,0.40277448776565417,0.009336725728522934,0.021755732582627012,-0.016828907375069257,0.016828907375069257,-4.360435312677517,1.6068719174,1.3964421004,6.0813715342e-149,6.5274819097
EMB48,2017-02-23,23/02/2017,5,5,irrigado,1655,64,64,0.3856669292096553,0.40254080656568403,0.009335545315139356,0.021794793499021806,-0.016873877356028744,0.016873877356028744,-4.375246119911881,1.4524618762,1.5431444838,1.01106218e-175,6.5033170607
EMB48,2017-02-23,23/02/2017,6,6,irrigado,1658,64,64,0.3858436414008117,0.40269719102486284,0.009336613919543688,0.021784259388572487,-0.016853549624051167,0.016853549624051167,-4.3679739188817726,1.5209404356,1.4754496971,3.5418960953e-163,6.4964481258
EMB48,2017-02-23,23/02/2017,7,7,irrigado,1653,64,64,0.3855049979579792,0.4024053855308666,0.009328427681695447,0.02180363386808345,-0.016900387572887365,0.016900387572887365,-4.383960691147651,1.4119435686,1.5718552578,3.1669178256e-181,6.448674252
EMB48,2017-02-23,23/02/2017,8,8,irrigado,1656,64,64,0.3857345679116347,0.4025987114293192,0.009337582258966155,0.02178971152292758,-0.016864143517684504,0.016864143517684504,-4.371955463827602,1.4323572271,1.5077088176,3.5632339671e-169,6.2035387061
EMB48,2017-02-23,23/02/2017,9,9,irrigado,1657,64,64,0.3857924409731028,0.4026493112842669,0.00933632790606079,0.021789200471890747,-0.01685687031116412,0.01685687031116412,-4.369414358831196,1.4537103712,1.4838718242,1.0353097084e-164,6.1856770629
EMB48,2017-02-23,23/02/2017,10,10,irrigado,1652,64,64,0.3854020175127831,0.4023233341018187,0.009316642786947613,0.021813625510831613,-0.016921316589035618,0.016921316589035618,-4.390562534736697,1.3658062069,1.5593458412,4.6649864823e-179,6.1384787064
EMB48,2017-02-23,23/02/2017,11,1,nao_irrigado,1924,64,64,0.07970801967501642,0.08967255458357302,0.008659097124545925,0.016573222264267547,-0.009964534908556602,0.009964534908556602,-12.501295288960582,1.2793988868,-1.9937255058,2.1672729275e-258,8.0327963516
EMB48,2017-02-23,23/02/2017,12,2,nao_irrigado,1923,64,64,0.07970602765227601,0.08959199214160933,0.00865077462466982,0.016542906060641443,-0.009885964489333321,0.009885964489333321,-12.403032468838667,1.3148501309,-1.9496079354,1.2659483932e-249,7.9691965372
EMB48,2017-02-23,23/02/2017,13,3,nao_irrigado,2279,64,64,0.2515052860949478,0.26510848112291163,0.01122187567981197,0.02234525277238821,-0.01360319502796381,0.01360319502796381,-5.408711379063562,1.6992624471,-1.5671708898,3.244282072e-180,7.9432984786
EMB48,2017-02-23,23/02/2017,14,4,nao_irrigado,2280,64,64,0.2510409821635517,0.2646010406621129,0.011240935724081181,0.022367046749385028,-0.013560058498561178,0.013560058498561178,-5.401531806359363,1.6419253399,-1.6171442115,9.0643940911e-190,7.9176113549
EMB48,2017-02-23,23/02/2017,15,5,nao_irrigado,1427,64,64,0.24037199728132816,0.2569424227226963,0.01169370951600667,0.023850773000371445,-0.016570425441368136,0.016570425441368136,-6.89365884079015,1.3630282245,-1.8934627205,1.4045805978e-237,7.8887210661
EMB48,2017-02-23,23/02/2017,16,6,nao_irrigado,1428,64,64,0.239828454700854,0.2565125767866731,0.0117301464245092,0.02388304813886455,-0.016684122085819098,0.016684122085819098,-6.956689983525832,1.3613801823,-1.8934491622,1.3993657901e-237,7.8799858925
EMB48,2017-02-23,23/02/2017,17,7,nao_irrigado,1426,64,64,0.24098743252389865,0.25743848303124406,0.011649663169753612,0.023823569788835878,-0.01645105050734541,0.01645105050734541,-6.826518020068936,1.3640022684,-1.8907849156,4.1486289918e-237,7.8797142082
EMB48,2017-02-23,23/02/2017,18,8,nao_irrigado,1429,64,64,0.23936463421999543,0.2561682068229773,0.011761171098594642,0.023915862787973332,-0.016803572602981875,0.016803572602981875,-7.020073227500282,1.3594343382,-1.8940449776,1.0362366145e-237,7.8732838884
EMB48,2017-02-23,23/02/2017,19,9,nao_irrigado,1430,64,64,0.23896112246104226,0.2558888923313812,0.011792631104815928,0.02394754361780696,-0.01692776987033892,0.01692776987033892,-7.083901220416576,1.3574309308,-1.8955089432,6.8020496358e-238,7.8690939613
EMB48,2017-02-23,23/02/2017,20,10,nao_irrigado,1425,64,64,0.2416732790825201,0.25801222308424626,0.011609400597050755,0.023797105193328904,-0.01633894400172617,0.01633894400172617,-6.760757359586778,1.3647469655,-1.8869388077,2.2009120353e-236,7.8624384994
EMB48,2017-02-24,24/02/2017,1,1,irrigado,1660,64,64,0.3821290644925681,0.3922608700467282,0.032325896933631276,0.022207834390743343,-0.0101318055541601,0.0101318055541601,-2.6514093000526398,1.5902408821,1.4297926393,5.6244713303e-155,6.6189286746
EMB48,2017-02-24,24/02/2017,2,2,irrigado,1659,64,64,0.3821045294296729,0.39223478987335186,0.03233221278200799,0.022213908266874336,-0.010130260443678984,0.010130260443678984,-2.6511751794199756,1.5599149139,1.4576342588,5.4712963742e-160,6.6076822732
EMB48,2017-02-24,24/02/2017,3,3,irrigado,1654,64,64,0.3818595014908477,0.3919394621509774,0.0323647764416759,0.02224001636403557,-0.010079960660129728,0.010079960660129728,-2.639704032707255,1.4421700899,1.5624596437,2.1531956457e-179,6.5559239513
EMB48,2017-02-24,24/02/2017,4,4,irrigado,1661,64,64,0.3821561842817702,0.3922738347070233,0.03232825174544344,0.02220484884488974,-0.010117650425253144,0.010117650425253144,-2.647517125561739,1.6068719174,1.3964421004,6.0813715342e-149,6.5274819097
EMB48,2017-02-24,24/02/2017,5,5,irrigado,1655,64,64,0.3819380334609379,0.39202442616665817,0.03236072452084442,0.022237012579746886,-0.01008639270572026,0.01008639270572026,-2.6408453262227494,1.4524618762,1.5431444838,1.01106218e-175,6.5033170607
EMB48,2017-02-24,24/02/2017,6,6,irrigado,1658,64,64,0.38207691006212346,0.39221004173760643,0.03233750580312408,0.02221818876853041,-0.010133131675482965,0.010133131675482965,-2.652118306190075,1.5209404356,1.4754496971,3.5418960953e-163,6.4964481258
EMB48,2017-02-24,24/02/2017,7,7,irrigado,1653,64,64,0.3817785137002905,0.3918562102728987,0.03236884165756534,0.022246542682508957,-0.010077696572608208,0.010077696572608208,-2.6396709639137925,1.4119435686,1.5718552578,3.1669178256e-181,6.448674252
EMB48,2017-02-24,24/02/2017,8,8,irrigado,1656,64,64,0.38199834614825257,0.3920954544497554,0.032352731533342796,0.022230689868502785,-0.010097108301502844,0.010097108301502844,-2.6432335122163546,1.4323572271,1.5077088176,3.5632339671e-169,6.2035387061
EMB48,2017-02-24,24/02/2017,9,9,irrigado,1657,64,64,0.3820383466645754,0.39216323446539586,0.03234260219388951,0.022222539884768584,-0.010124887800820437,0.010124887800820437,-2.650228148356519,1.4537103712,1.4838718242,1.0353097084e-164,6.1856770629
EMB48,2017-02-24,24/02/2017,10,10,irrigado,1652,64,64,0.38168897281737324,0.3917705841221151,0.03237496458415859,0.022258291216150524,-0.010081611304741833,0.010081611304741833,-2.6413158416199733,1.3658062069,1.5593458412,4.6649864823e-179,6.1384787064
EMB48,2017-02-24,24/02/2017,11,1,nao_irrigado,1924,64,64,0.08746374755905281,0.08392462046085526,0.016717061416975938,0.014573467592100129,0.0035391270981975503,0.0035391270981975503,4.046393159415039,1.2793988868,-1.9937255058,2.1672729275e-258,8.0327963516
EMB48,2017-02-24,24/02/2017,12,2,nao_irrigado,1923,64,64,0.08740905161735268,0.08385490887481763,0.016671825503468716,0.014556041407750029,0.0035541427425350575,0.0035541427425350575,4.066103769314298,1.3148501309,-1.9496079354,1.2659483932e-249,7.9691965372
EMB48,2017-02-24,24/02/2017,13,3,nao_irrigado,2279,64,64,0.2573755488327908,0.2535449457242024,0.025904834066829217,0.021197522661936766,0.003830603108588404,0.003830603108588404,1.4883321768366709,1.6992624471,-1.5671708898,3.244282072e-180,7.9432984786
EMB48,2017-02-24,24/02/2017,14,4,nao_irrigado,2280,64,64,0.25691618628639634,0.2530717004181647,0.02589055644892723,0.021212323629738534,0.003844485868231662,0.003844485868231662,1.496396908190921,1.6419253399,-1.6171442115,9.0643940911e-190,7.9176113549
EMB48,2017-02-24,24/02/2017,15,5,nao_irrigado,1427,64,64,0.24655205076013312,0.24711996342142228,0.028662675791990375,0.02168052830869007,-0.0005679126612891661,0.0005679126612891661,-0.2303418931370723,1.3630282245,-1.8934627205,1.4045805978e-237,7.8887210661
EMB48,2017-02-24,24/02/2017,16,6,nao_irrigado,1428,64,64,0.24611553564141125,0.2466949515608765,0.028715242444688687,0.02171605904320475,-0.0005794159194652537,0.0005794159194652537,-0.23542435789565883,1.3613801823,-1.8934491622,1.3993657901e-237,7.8799858925
EMB48,2017-02-24,24/02/2017,17,7,nao_irrigado,1426,64,64,0.24705833573045774,0.2476256500767635,0.028619473243790942,0.02164664629766514,-0.0005673143463057473,0.0005673143463057473,-0.22962768879196652,1.3640022684,-1.8907849156,4.1486289918e-237,7.8797142082
EMB48,2017-02-24,24/02/2017,18,8,nao_irrigado,1429,64,64,0.2457513932955969,0.2463452205726256,0.028768377017568767,0.021755476656204503,-0.0005938272770286968,0.0005938272770286968,-0.2416373999208314,1.3594343382,-1.8940449776,1.0362366145e-237,7.8732838884
EMB48,2017-02-24,24/02/2017,19,9,nao_irrigado,1430,64,64,0.24544688173466758,0.24605404431129219,0.02882562159005384,0.021798236535780828,-0.0006071625766246036,0.0006071625766246036,-0.2473702547506621,1.3574309308,-1.8955089432,6.8020496358e-238,7.8690939613
EMB48,2017-02-24,24/02/2017,20,10,nao_irrigado,1425,64,64,0.24763860036290683,0.24820159877881068,0.028584600234598197,0.02161175953876807,-0.0005629984159038481,0.0005629984159038481,-0.2273467928985187,1.3647469655,-1.8869388077,2.2009120353e-236,7.8624384994
EMB48,2017-03-02,02/03/2017,1,1,irrigado,1660,64,64,0.37622626546274796,0.3891377501147836,0.022727124567155182,0.012057303761816648,-0.01291148465203562,0.01291148465203562,-3.4318403145391376,1.5902408821,1.4297926393,5.6244713303e-155,6.6189286746
EMB48,2017-03-02,02/03/2017,2,2,irrigado,1659,64,64,0.3761998074810227,0.3891012222211903,0.022733544410749623,0.012060833398278119,-0.012901414740167594,0.012901414740167594,-3.4294049288737085,1.5599149139,1.4576342588,5.4712963742e-160,6.6076822732
EMB48,2017-03-02,02/03/2017,3,3,irrigado,1654,64,64,0.3758912587280441,0.388782415595036,0.022755538208830223,0.012069535574952904,-0.012891156866991937,0.012891156866991937,-3.4294909944470513,1.4421700899,1.5624596437,2.1531956457e-179,6.5559239513
EMB48,2017-03-02,02/03/2017,4,4,irrigado,1661,64,64,0.3762290329314866,0.38915829747767294,0.022717179737000645,0.012055582060600057,-0.01292926454618637,0.01292926454618637,-3.436540887194334,1.6068719174,1.3964421004,6.0813715342e-149,6.5274819097
EMB48,2017-03-02,02/03/2017,5,5,irrigado,1655,64,64,0.37596479869003907,0.38883876176893795,0.022744505036225535,0.012074903171672653,-0.012873963078898876,0.012873963078898876,-3.424246930498592,1.4524618762,1.5431444838,1.01106218e-175,6.5033170607
EMB48,2017-03-02,02/03/2017,6,6,irrigado,1658,64,64,0.37615298016777704,0.38906332479582334,0.02273717915238126,0.01206167011696295,-0.0129103446280463,0.0129103446280463,-3.4322058600433913,1.5209404356,1.4754496971,3.5418960953e-163,6.4964481258
EMB48,2017-03-02,02/03/2017,7,7,irrigado,1653,64,64,0.37581222475085796,0.3886852133552654,0.022760486124449645,0.01207046127193424,-0.012872988604407443,0.012872988604407443,-3.425377823444008,1.4119435686,1.5718552578,3.1669178256e-181,6.448674252
EMB48,2017-03-02,02/03/2017,8,8,irrigado,1656,64,64,0.37603527214468635,0.3889103792916,0.022739854212048355,0.01207349972497691,-0.012875107146913645,0.012875107146913645,-3.423909431017342,1.4323572271,1.5077088176,3.5632339671e-169,6.2035387061
EMB48,2017-03-02,02/03/2017,9,9,irrigado,1657,64,64,0.37610364971999033,0.38900517126381906,0.022741508093414898,0.012064289091284219,-0.012901521543828731,0.012901521543828731,-3.430310116222996,1.4537103712,1.4838718242,1.0353097084e-164,6.1856770629
EMB48,2017-03-02,02/03/2017,10,10,irrigado,1652,64,64,0.37572784780455354,0.3885822146403025,0.022767549863834956,0.012069326098305718,-0.012854366835748976,0.012854366835748976,-3.4211908728244103,1.3658062069,1.5593458412,4.6649864823e-179,6.1384787064
EMB48,2017-03-02,02/03/2017,11,1,nao_irrigado,1924,64,64,0.07484065910711371,0.06890646796402257,0.009124134178211328,0.007089137300263679,0.0059341911430911415,0.0059341911430911415,7.929100590359563,1.2793988868,-1.9937255058,2.1672729275e-258,8.0327963516
EMB48,2017-03-02,02/03/2017,12,2,nao_irrigado,1923,64,64,0.07478912054643579,0.06884173263575184,0.009105757353031782,0.007094293353914182,0.005947387910683943,0.005947387910683943,7.9522099835246385,1.3148501309,-1.9496079354,1.2659483932e-249,7.9691965372
EMB48,2017-03-02,02/03/2017,13,3,nao_irrigado,2279,64,64,0.2352383852064254,0.23303184873498392,0.02003017010979353,0.013930569610400442,0.002206536471441478,0.002206536471441478,0.9380001777793227,1.6992624471,-1.5671708898,3.244282072e-180,7.9432984786
EMB48,2017-03-02,02/03/2017,14,4,nao_irrigado,2280,64,64,0.23474555959091098,0.232505876716436,0.020020794650653376,0.013932371653399105,0.0022396828744749853,0.0022396828744749853,0.9540895590860423,1.6419253399,-1.6171442115,9.0643940911e-190,7.9176113549
EMB48,2017-03-02,02/03/2017,15,5,nao_irrigado,1427,64,64,0.22928065422704486,0.22660496751784692,0.018102472334508013,0.013332224053559237,0.002675686709197933,0.002675686709197933,1.166991920106935,1.3630282245,-1.8934627205,1.4045805978e-237,7.8887210661
EMB48,2017-03-02,02/03/2017,16,6,nao_irrigado,1428,64,64,0.22883829094038574,0.22620358769779925,0.018138874478402293,0.013317188172566712,0.0026347032425864947,0.0026347032425864947,1.1513384546613559,1.3613801823,-1.8934491622,1.3993657901e-237,7.8799858925
EMB48,2017-03-02,02/03/2017,17,7,nao_irrigado,1426,64,64,0.22979912836356664,0.22708598123454593,0.018075765059863826,0.013344457922681323,0.00271314712902071,0.00271314712902071,1.1806603220566714,1.3640022684,-1.8907849156,4.1486289918e-237,7.8797142082
EMB48,2017-03-02,02/03/2017,18,8,nao_irrigado,1429,64,64,0.22848229923424276,0.22587757258638871,0.01818198460159175,0.013311182382841619,0.00260472664785405,0.00260472664785405,1.1400124458585097,1.3594343382,-1.8940449776,1.0362366145e-237,7.8732838884
EMB48,2017-03-02,02/03/2017,19,9,nao_irrigado,1430,64,64,0.22819238034452952,0.2256132006437736,0.01821539805510164,0.013298131344930669,0.0025791797007559125,0.0025791797007559125,1.1302654790058346,1.3574309308,-1.8955089432,6.8020496358e-238,7.8690939613
EMB48,2017-03-02,02/03/2017,20,10,nao_irrigado,1425,64,64,0.23037810584783894,0.22763996415008508,0.01804921148857879,0.013350835110428763,0.002738141697753854,0.002738141697753854,1.1885424995908045,1.3647469655,-1.8869388077,2.2009120353e-236,7.8624384994
