subset,band,wavelength_nm
kruskal_q_lt_0_05,band_355,355
kruskal_q_lt_0_05,band_476,476
kruskal_q_lt_0_05,band_477,477
kruskal_q_lt_0_05,band_478,478
kruskal_q_lt_0_05,band_479,479
kruskal_q_lt_0_05,band_480,480
kruskal_q_lt_0_05,band_481,481
kruskal_q_lt_0_05,band_482,482
kruskal_q_lt_0_05,band_483,483
kruskal_q_lt_0_05,band_485,485
kruskal_q_lt_0_05,band_354,354
kruskal_q_lt_0_05,band_486,486
kruskal_q_lt_0_05,band_487,487
kruskal_q_lt_0_05,band_353,353
kruskal_q_lt_0_05,band_352,352
kruskal_q_lt_0_05,band_489,489
kruskal_q_lt_0_05,band_490,490
kruskal_q_lt_0_05,band_721,721
kruskal_q_lt_0_05,band_722,722
kruskal_q_lt_0_05,band_491,491
kruskal_q_lt_0_05,band_723,723
kruskal_q_lt_0_05,band_720,720
kruskal_q_lt_0_05,band_492,492
kruskal_q_lt_0_05,band_351,351
kruskal_q_lt_0_05,band_724,724
kruskal_q_lt_0_05,band_725,725
kruskal_q_lt_0_05,band_719,719
kruskal_q_lt_0_05,band_718,718
kruskal_q_lt_0_05,band_726,726
kruskal_q_lt_0_05,band_493,493
kruskal_q_lt_0_05,band_717,717
kruskal_q_lt_0_05,band_727,727
kruskal_q_lt_0_05,band_728,728
kruskal_q_lt_0_05,band_494,494
kruskal_q_lt_0_05,band_729,729
kruskal_q_lt_0_05,band_350,350
kruskal_q_lt_0_05,band_730,730
kruskal_q_lt_0_05,band_495,495
kruskal_q_lt_0_05,band_496,496
kruskal_q_lt_0_05,band_497,497
kruskal_q_lt_0_05,band_498,498
kruskal_q_lt_0_05,band_2444,2444
