wavelength,kw_h,kw_p,pearson_r,pearson_p,spearman_r,spearman_p
1566,4.387500000000017,0.03620336187163995,0.30331841609880755,0.014833435628259051,0.2638993314558738,0.03510936490608073
1567,4.557872596153857,0.032767752195365485,0.3054160171607425,0.014122989622090586,0.2689743185992559,0.031621540723671335
1568,4.615384615384613,0.03168638853979376,0.30953943466093675,0.012811434529280661,0.2706659809803833,0.030525385270847905
1569,5.210336538461547,0.022452988157651926,0.3150292756506168,0.011229308142875701,0.28758260479165726,0.021209917054888925
1570,5.521334134615387,0.01878592646254417,0.32153792534793785,0.009575303333215924,0.29604091669729427,0.017541487983842325
1571,5.776622596153857,0.016240719413355278,0.3223377485133565,0.00938745838686995,0.3028075662218039,0.01501103757842288
1572,6.1038461538461775,0.013488798987627048,0.3179724072400946,0.010453015871790776,0.31126587812744083,0.012294344621326657
1573,6.304507211538464,0.012043138579868815,0.31786360482025283,0.010480862506782207,0.316340865270823,0.010877397130056496
1574,6.170372596153868,0.012990724604255901,0.32379564049935955,0.009053299081473551,0.3129575405085682,0.011805266275957947
1575,5.84134615384616,0.015653845812883125,0.3315940070990984,0.007436068582236453,0.30449922860293127,0.014429813922764913
1576,6.170372596153868,0.012990724604255901,0.33644481294034884,0.006562914358280208,0.3129575405085682,0.011805266275957947
1577,6.715564903846172,0.009557501152322564,0.33694565687710587,0.006478102867185019,0.3264908395575874,0.008462744385826866
1578,6.57710336538463,0.010329885969439893,0.3417121490979497,0.005717877006671649,0.3231075147953326,0.009209708946621854
1579,7.13960336538463,0.007539983419588107,0.3526041715375498,0.0042680809945753444,0.3366408138443518,0.006529608816362374
1580,7.725180288461559,0.005445592182761483,0.3661055365824001,0.002928408901554587,0.35017411289337097,0.00455981911990187
1581,9.537259615384613,0.0020134213752702875,0.37769131000044814,0.002092288782907626,0.38908234765930105,0.0014853783117576142
1582,10.126622596153851,0.0014614294827344687,0.3807572458259922,0.0019102597916713288,0.40092398432719284,0.0010268177512184975
1583,9.620372596153857,0.001924306887892954,0.37677248152087117,0.0021497839670536413,0.39077401004042844,0.0014102276707413015
1584,9.290084134615398,0.0023039757863253588,0.37071458885315783,0.002565534270148947,0.3840073605159188,0.0017329060424369253
1585,9.372115384615398,0.0022031112663113547,0.37061376563497783,0.002573022013070452,0.3856990228970462,0.0016465670540210197
1586,9.871875000000017,0.0016782439451431704,0.3809511802407076,0.0018992377349208484,0.39584899718381067,0.001204848122056145
1587,10.471334134615404,0.0012124113023510498,0.3878392039587911,0.001542877606972529,0.4076906338517024,0.0008264143466350035
1588,10.29825721153847,0.0013315590671429168,0.3905604924237873,0.001419520575546917,0.4043073090894476,0.0009217049179970076
1589,11.088461538461559,0.0008686652051795371,0.39687029342039076,0.0011669326600325155,0.4195322705195942,0.0005589449109129073
1590,11.088461538461559,0.0008686652051795371,0.39692447987074975,0.0011649513748544442,0.4195322705195942,0.0005589449109129073
1591,11.631490384615404,0.0006484457665632496,0.4009937156605139,0.00102454645439795,0.4296822448063586,0.00039517354174524276
1592,11.723257211538481,0.000617238254542198,0.4124288309446613,0.0007079251876433677,0.43137390718748597,0.00037258926948502153
1593,12.1875,0.00048110817615888804,0.4237196974224751,0.0004850825883620956,0.43983221909312287,0.00027632959450485286
1594,12.470372596153851,0.00041345761323247727,0.43185425178566583,0.0003663945783549908,0.4449072062365051,0.0002300953364036416
1595,13.240564903846177,0.00027395533525131536,0.43527624403549114,0.000324910733520596,0.45844050528552427,0.0001392121494946299
1596,13.338461538461559,0.00026001758179728816,0.43195361758191503,0.00036512490563717667,0.4601321676666517,0.00013054270223561198
1597,13.733653846153857,0.00021064599681631076,0.4350964095107791,0.00032697926962733725,0.4668988171911613,0.00010059698794946008
1598,13.338461538461559,0.00026001758179728816,0.44019061231643414,0.00027280507367982276,0.4601321676666517,0.00013054270223561198
1599,13.436718750000011,0.000246746816614601,0.44212813203720236,0.0002544525302022124,0.46182383004777905,0.00012237196345711102
1600,13.63431490384616,0.00022208888731849007,0.44510348158075136,0.0002284585241182011,0.46520715481003383,0.00010742341199357862
1601,13.04585336538463,0.000303956631358323,0.440304762325316,0.0002716911550558584,0.4550571805232695,0.00015815795663780738
1602,12.375721153846172,0.000434952775490345,0.42960262871146193,0.0003962665535380407,0.44321554385537765,0.0002446541090530908
1603,12.1875,0.00048110817615888804,0.4196245535287781,0.0005572127231356238,0.43983221909312287,0.00027632959450485286
1604,12.375721153846172,0.000434952775490345,0.4178179987046616,0.0005920247965617664,0.44321554385537765,0.0002446541090530908
